condition_id,rental_id,assessed_condition,damage_charge,deposit_returned,inspector_notes
500,551,damaged,24.54,1,Assessed after return on 2023-07-27
501,552,good,0.0,1,Assessed after return on 2023-08-02
502,554,good,0.0,1,Assessed after return on 2023-08-02
503,555,damaged,107.81,1,Assessed after return on 2023-08-11
504,556,fair,0.0,1,Assessed after return on 2023-07-22
505,557,good,0.0,1,Assessed after return on 2023-07-24
506,558,fair,0.0,1,Assessed after return on 2023-08-11
507,559,pristine,0.0,1,Assessed after return on 2023-07-17
508,560,fair,0.0,1,Assessed after return on 2023-08-01
509,561,fair,0.0,1,Assessed after return on 2023-07-07
510,562,good,0.0,1,Assessed after return on 2023-07-05
511,563,pristine,0.0,1,Assessed after return on 2023-07-29
512,564,fair,0.0,1,Assessed after return on 2023-07-23
513,565,pristine,0.0,1,Assessed after return on 2023-07-27
514,567,good,0.0,1,Assessed after return on 2023-08-12
515,568,pristine,0.0,1,Assessed after return on 2023-07-22
516,569,pristine,0.0,1,Assessed after return on 2023-08-16
517,570,pristine,0.0,1,Assessed after return on 2023-08-13
518,571,pristine,0.0,1,Assessed after return on 2023-07-23
519,572,damaged,22.64,1,Assessed after return on 2023-07-29
520,573,fair,0.0,1,Assessed after return on 2023-08-01
521,574,good,0.0,1,Assessed after return on 2023-07-28
522,575,good,0.0,1,Assessed after return on 2023-07-02
523,576,good,0.0,1,Assessed after return on 2023-08-21
524,577,pristine,0.0,1,Assessed after return on 2023-08-04
525,578,good,0.0,1,Assessed after return on 2023-07-22
526,579,destroyed,689.05,0,Assessed after return on 2023-08-09
527,580,fair,0.0,1,Assessed after return on 2023-08-22
528,581,fair,0.0,1,Assessed after return on 2023-07-22
529,582,good,0.0,1,Assessed after return on 2023-07-28
530,583,pristine,0.0,1,Assessed after return on 2023-08-13
531,584,good,0.0,1,Assessed after return on 2023-08-21
532,585,fair,0.0,1,Assessed after return on 2023-08-08
533,586,pristine,0.0,1,Assessed after return on 2023-07-24
534,587,pristine,0.0,1,Assessed after return on 2023-08-22
535,588,good,0.0,1,Assessed after return on 2023-08-07
536,589,pristine,0.0,1,Assessed after return on 2023-07-23
537,590,good,0.0,1,Assessed after return on 2023-07-29
538,591,damaged,368.46,1,Assessed after return on 2023-09-08
539,592,pristine,0.0,1,Assessed after return on 2023-07-17
540,593,good,0.0,1,Assessed after return on 2023-08-13
541,594,good,0.0,1,Assessed after return on 2023-08-20
542,595,fair,0.0,1,Assessed after return on 2023-07-25
543,596,good,0.0,1,Assessed after return on 2023-08-16
544,597,good,0.0,1,Assessed after return on 2023-09-07
545,599,pristine,0.0,1,Assessed after return on 2023-08-05
546,601,good,0.0,1,Assessed after return on 2023-10-06
547,602,good,0.0,1,Assessed after return on 2023-10-08
548,603,pristine,0.0,1,Assessed after return on 2023-08-23
549,604,pristine,0.0,1,Assessed after return on 2023-08-28
550,605,good,0.0,1,Assessed after return on 2023-09-05
551,606,fair,0.0,1,Assessed after return on 2023-08-26
552,607,pristine,0.0,1,Assessed after return on 2023-09-05
553,608,damaged,165.98,0,Assessed after return on 2023-09-08
554,609,pristine,0.0,1,Assessed after return on 2023-09-05
555,610,pristine,0.0,1,Assessed after return on 2023-09-26
556,611,pristine,0.0,1,Assessed after return on 2023-08-22
557,612,good,0.0,1,Assessed after return on 2023-08-22
558,613,good,0.0,1,Assessed after return on 2023-08-09
559,615,pristine,0.0,1,Assessed after return on 2023-09-19
560,616,fair,0.0,1,Assessed after return on 2023-09-04
561,617,fair,0.0,1,Assessed after return on 2023-08-26
562,618,pristine,0.0,1,Assessed after return on 2023-08-15
563,619,pristine,0.0,1,Assessed after return on 2023-08-18
564,620,fair,0.0,1,Assessed after return on 2023-09-07
565,621,pristine,0.0,1,Assessed after return on 2023-08-17
566,622,pristine,0.0,1,Assessed after return on 2023-08-21
567,623,good,0.0,1,Assessed after return on 2023-10-01
568,624,good,0.0,1,Assessed after return on 2023-08-04
569,625,good,0.0,1,Assessed after return on 2023-08-18
570,627,damaged,45.23,0,Assessed after return on 2023-08-14
571,628,pristine,0.0,1,Assessed after return on 2023-08-30
572,629,pristine,0.0,1,Assessed after return on 2023-08-14
573,630,fair,0.0,1,Assessed after return on 2023-09-22
574,631,pristine,0.0,1,Assessed after return on 2023-11-01
575,632,good,0.0,1,Assessed after return on 2023-09-06
576,633,good,0.0,1,Assessed after return on 2023-08-21
577,634,good,0.0,1,Assessed after return on 2023-08-07
578,635,fair,0.0,1,Assessed after return on 2023-09-01
579,637,damaged,43.03,0,Assessed after return on 2023-08-08
580,639,pristine,0.0,1,Assessed after return on 2023-08-15
581,640,good,0.0,1,Assessed after return on 2023-09-06
582,641,fair,0.0,1,Assessed after return on 2023-08-11
583,642,pristine,0.0,1,Assessed after return on 2023-08-14
584,643,pristine,0.0,1,Assessed after return on 2023-08-10
585,644,fair,0.0,1,Assessed after return on 2023-08-19
586,645,good,0.0,1,Assessed after return on 2023-08-26
587,647,pristine,0.0,1,Assessed after return on 2023-08-14
588,648,good,0.0,1,Assessed after return on 2023-09-04
589,649,pristine,0.0,1,Assessed after return on 2023-09-13
590,650,fair,0.0,1,Assessed after return on 2023-09-18
591,652,good,0.0,1,Assessed after return on 2023-08-30
592,653,fair,0.0,1,Assessed after return on 2023-09-06
593,654,fair,0.0,1,Assessed after return on 2023-08-19
594,655,pristine,0.0,1,Assessed after return on 2023-09-02
595,656,damaged,722.03,0,Assessed after return on 2023-08-09
596,657,fair,0.0,1,Assessed after return on 2023-08-18
597,658,pristine,0.0,1,Assessed after return on 2023-09-26
598,659,good,0.0,1,Assessed after return on 2023-09-10
599,660,good,0.0,1,Assessed after return on 2023-08-11
600,661,good,0.0,1,Assessed after return on 2023-08-28
601,662,good,0.0,1,Assessed after return on 2023-09-11
602,663,good,0.0,1,Assessed after return on 2023-09-29
603,664,good,0.0,1,Assessed after return on 2023-09-17
604,665,pristine,0.0,1,Assessed after return on 2023-10-02
605,666,good,0.0,1,Assessed after return on 2023-10-01
606,667,good,0.0,1,Assessed after return on 2023-09-25
607,669,fair,0.0,1,Assessed after return on 2023-09-27
608,670,good,0.0,1,Assessed after return on 2023-10-07
609,672,good,0.0,1,Assessed after return on 2023-10-04
610,674,pristine,0.0,1,Assessed after return on 2023-09-25
611,675,pristine,0.0,1,Assessed after return on 2023-09-24
612,676,good,0.0,1,Assessed after return on 2023-10-18
613,677,fair,0.0,1,Assessed after return on 2023-09-14
614,678,pristine,0.0,1,Assessed after return on 2023-10-04
615,679,pristine,0.0,1,Assessed after return on 2023-09-15
616,680,good,0.0,1,Assessed after return on 2023-10-08
617,681,pristine,0.0,1,Assessed after return on 2023-10-17
618,682,pristine,0.0,1,Assessed after return on 2023-10-15
619,683,good,0.0,1,Assessed after return on 2023-09-19
620,684,good,0.0,1,Assessed after return on 2023-10-19
621,685,good,0.0,1,Assessed after return on 2023-11-11
622,686,good,0.0,1,Assessed after return on 2023-09-24
623,687,pristine,0.0,1,Assessed after return on 2023-09-26
624,688,good,0.0,1,Assessed after return on 2023-09-30
625,689,good,0.0,1,Assessed after return on 2023-10-14
626,690,pristine,0.0,1,Assessed after return on 2023-09-10
627,691,pristine,0.0,1,Assessed after return on 2023-09-14
628,692,good,0.0,1,Assessed after return on 2023-09-21
629,693,fair,0.0,1,Assessed after return on 2023-10-12
630,694,pristine,0.0,1,Assessed after return on 2023-10-28
631,695,good,0.0,1,Assessed after return on 2023-09-10
632,696,fair,0.0,1,Assessed after return on 2023-09-29
633,697,damaged,141.7,0,Assessed after return on 2023-10-06
634,698,good,0.0,1,Assessed after return on 2023-09-29
635,699,pristine,0.0,1,Assessed after return on 2023-10-11
636,700,pristine,0.0,1,Assessed after return on 2023-09-28
637,701,pristine,0.0,1,Assessed after return on 2023-09-03
638,702,good,0.0,1,Assessed after return on 2023-09-07
639,703,good,0.0,1,Assessed after return on 2023-10-01
640,704,good,0.0,1,Assessed after return on 2023-10-06
641,705,damaged,222.59,0,Assessed after return on 2023-11-09
642,706,pristine,0.0,1,Assessed after return on 2023-11-28
643,707,fair,0.0,1,Assessed after return on 2023-09-19
644,709,fair,0.0,1,Assessed after return on 2023-10-20
645,710,good,0.0,1,Assessed after return on 2023-09-21
646,711,fair,0.0,1,Assessed after return on 2023-09-22
647,712,pristine,0.0,1,Assessed after return on 2023-10-01
648,713,damaged,598.08,1,Assessed after return on 2023-09-09
649,714,good,0.0,1,Assessed after return on 2023-10-01
650,715,fair,0.0,1,Assessed after return on 2023-09-26
651,716,good,0.0,1,Assessed after return on 2023-10-14
652,717,pristine,0.0,1,Assessed after return on 2023-10-07
653,718,good,0.0,1,Assessed after return on 2023-10-19
654,719,good,0.0,1,Assessed after return on 2023-09-07
655,720,good,0.0,1,Assessed after return on 2023-11-01
656,721,good,0.0,1,Assessed after return on 2023-09-27
657,722,pristine,0.0,1,Assessed after return on 2023-10-24
658,723,good,0.0,1,Assessed after return on 2023-09-21
659,724,good,0.0,1,Assessed after return on 2023-09-12
660,725,good,0.0,1,Assessed after return on 2023-09-22
661,726,good,0.0,1,Assessed after return on 2023-09-10
662,727,good,0.0,1,Assessed after return on 2023-09-29
663,728,good,0.0,1,Assessed after return on 2023-09-25
664,729,pristine,0.0,1,Assessed after return on 2023-09-06
665,730,pristine,0.0,1,Assessed after return on 2023-09-10
666,731,pristine,0.0,1,Assessed after return on 2023-09-25
667,732,good,0.0,1,Assessed after return on 2023-10-11
668,733,pristine,0.0,1,Assessed after return on 2023-11-18
669,734,destroyed,956.02,0,Assessed after return on 2023-09-11
670,735,good,0.0,1,Assessed after return on 2023-09-19
671,736,pristine,0.0,1,Assessed after return on 2023-09-11
672,737,good,0.0,1,Assessed after return on 2023-10-21
673,739,good,0.0,1,Assessed after return on 2023-11-14
674,740,good,0.0,1,Assessed after return on 2023-11-02
675,741,fair,0.0,1,Assessed after return on 2023-10-11
676,742,good,0.0,1,Assessed after return on 2023-10-16
677,743,pristine,0.0,1,Assessed after return on 2023-11-06
678,744,pristine,0.0,1,Assessed after return on 2023-12-07
679,745,pristine,0.0,1,Assessed after return on 2023-10-11
680,747,damaged,84.08,0,Assessed after return on 2023-10-17
681,748,good,0.0,1,Assessed after return on 2023-10-16
682,749,good,0.0,1,Assessed after return on 2023-10-24
683,750,pristine,0.0,1,Assessed after return on 2023-11-07
684,751,fair,0.0,1,Assessed after return on 2023-11-05
685,752,fair,0.0,1,Assessed after return on 2023-10-25
686,753,pristine,0.0,1,Assessed after return on 2023-10-29
687,754,pristine,0.0,1,Assessed after return on 2023-10-23
688,755,good,0.0,1,Assessed after return on 2023-11-01
689,756,pristine,0.0,1,Assessed after return on 2023-10-30
690,757,good,0.0,1,Assessed after return on 2023-10-21
691,758,good,0.0,1,Assessed after return on 2023-11-19
692,759,good,0.0,1,Assessed after return on 2023-10-18
693,760,good,0.0,1,Assessed after return on 2023-10-10
694,761,good,0.0,1,Assessed after return on 2023-10-28
695,762,destroyed,1541.15,0,Assessed after return on 2023-10-24
696,763,good,0.0,1,Assessed after return on 2023-10-11
697,764,damaged,431.46,0,Assessed after return on 2023-10-15
698,765,good,0.0,1,Assessed after return on 2023-10-11
699,766,good,0.0,1,Assessed after return on 2023-11-01
700,767,fair,0.0,1,Assessed after return on 2023-11-03
701,768,pristine,0.0,1,Assessed after return on 2023-10-23
702,769,good,0.0,1,Assessed after return on 2023-12-19
703,770,pristine,0.0,1,Assessed after return on 2024-01-13
704,771,good,0.0,1,Assessed after return on 2023-10-22
705,772,good,0.0,1,Assessed after return on 2023-11-07
706,773,fair,0.0,1,Assessed after return on 2023-10-28
707,774,good,0.0,1,Assessed after return on 2023-10-20
708,775,good,0.0,1,Assessed after return on 2023-10-04
709,776,good,0.0,1,Assessed after return on 2023-10-22
710,778,pristine,0.0,1,Assessed after return on 2023-10-13
711,780,good,0.0,1,Assessed after return on 2023-10-29
712,781,pristine,0.0,1,Assessed after return on 2023-11-05
713,782,good,0.0,1,Assessed after return on 2023-10-31
714,783,good,0.0,1,Assessed after return on 2023-11-28
715,784,good,0.0,1,Assessed after return on 2023-10-14
716,787,pristine,0.0,1,Assessed after return on 2023-10-26
717,788,pristine,0.0,1,Assessed after return on 2023-11-04
718,789,pristine,0.0,1,Assessed after return on 2023-10-28
719,790,fair,0.0,1,Assessed after return on 2023-11-04
720,791,fair,0.0,1,Assessed after return on 2023-10-20
721,792,pristine,0.0,1,Assessed after return on 2023-10-23
722,793,good,0.0,1,Assessed after return on 2023-11-16
723,794,good,0.0,1,Assessed after return on 2023-12-10
724,795,good,0.0,1,Assessed after return on 2023-11-07
725,796,pristine,0.0,1,Assessed after return on 2023-11-26
726,797,fair,0.0,1,Assessed after return on 2023-12-17
727,798,fair,0.0,1,Assessed after return on 2023-11-04
728,799,good,0.0,1,Assessed after return on 2023-11-09
729,801,good,0.0,1,Assessed after return on 2023-10-09
730,802,good,0.0,1,Assessed after return on 2023-10-26
731,803,good,0.0,1,Assessed after return on 2023-12-21
732,804,good,0.0,1,Assessed after return on 2023-11-13
733,806,pristine,0.0,1,Assessed after return on 2023-11-22
734,807,good,0.0,1,Assessed after return on 2023-12-22
735,808,good,0.0,1,Assessed after return on 2023-11-30
736,809,pristine,0.0,1,Assessed after return on 2023-12-16
737,810,pristine,0.0,1,Assessed after return on 2023-11-15
738,811,good,0.0,1,Assessed after return on 2023-12-26
739,812,pristine,0.0,1,Assessed after return on 2023-11-16
740,813,fair,0.0,1,Assessed after return on 2023-11-08
741,814,fair,0.0,1,Assessed after return on 2023-12-11
742,815,good,0.0,1,Assessed after return on 2023-11-17
743,816,good,0.0,1,Assessed after return on 2023-11-27
744,817,good,0.0,1,Assessed after return on 2023-11-25
745,818,good,0.0,1,Assessed after return on 2023-11-15
746,819,pristine,0.0,1,Assessed after return on 2023-11-20
747,820,pristine,0.0,1,Assessed after return on 2023-12-14
748,821,damaged,44.68,0,Assessed after return on 2023-12-31
749,822,pristine,0.0,1,Assessed after return on 2024-01-01
750,823,fair,0.0,1,Assessed after return on 2023-11-16
751,824,fair,0.0,1,Assessed after return on 2023-11-04
752,825,good,0.0,1,Assessed after return on 2023-11-23
753,826,pristine,0.0,1,Assessed after return on 2023-12-09
754,827,pristine,0.0,1,Assessed after return on 2024-01-06
755,828,pristine,0.0,1,Assessed after return on 2023-11-30
756,829,good,0.0,1,Assessed after return on 2023-12-05
757,830,fair,0.0,1,Assessed after return on 2023-11-28
758,831,pristine,0.0,1,Assessed after return on 2023-11-23
759,832,damaged,38.75,1,Assessed after return on 2023-12-12
760,833,fair,0.0,1,Assessed after return on 2023-11-19
761,834,good,0.0,1,Assessed after return on 2023-12-03
762,835,pristine,0.0,1,Assessed after return on 2023-11-22
763,836,good,0.0,1,Assessed after return on 2023-11-27
764,837,pristine,0.0,1,Assessed after return on 2023-11-19
765,838,pristine,0.0,1,Assessed after return on 2023-12-06
766,839,pristine,0.0,1,Assessed after return on 2024-01-08
767,840,good,0.0,1,Assessed after return on 2023-12-01
768,841,damaged,168.85,1,Assessed after return on 2023-12-14
769,842,damaged,73.35,1,Assessed after return on 2023-11-29
770,843,good,0.0,1,Assessed after return on 2023-11-11
771,844,pristine,0.0,1,Assessed after return on 2023-11-19
772,845,good,0.0,1,Assessed after return on 2023-12-10
773,846,good,0.0,1,Assessed after return on 2023-12-22
774,847,pristine,0.0,1,Assessed after return on 2023-11-17
775,849,good,0.0,1,Assessed after return on 2023-12-07
776,850,good,0.0,1,Assessed after return on 2023-12-17
777,851,good,0.0,1,Assessed after return on 2023-11-12
778,853,good,0.0,1,Assessed after return on 2023-12-22
779,854,good,0.0,1,Assessed after return on 2023-11-20
780,855,good,0.0,1,Assessed after return on 2023-11-28
781,856,good,0.0,1,Assessed after return on 2023-11-25
782,857,fair,0.0,1,Assessed after return on 2023-11-25
783,858,pristine,0.0,1,Assessed after return on 2023-11-23
784,859,good,0.0,1,Assessed after return on 2023-11-16
785,860,good,0.0,1,Assessed after return on 2023-12-01
786,861,fair,0.0,1,Assessed after return on 2023-12-01
787,862,good,0.0,1,Assessed after return on 2023-12-21
788,863,good,0.0,1,Assessed after return on 2023-12-14
789,864,fair,0.0,1,Assessed after return on 2023-12-19
790,865,pristine,0.0,1,Assessed after return on 2023-12-26
791,866,pristine,0.0,1,Assessed after return on 2024-01-03
792,867,pristine,0.0,1,Assessed after return on 2023-12-16
793,868,pristine,0.0,1,Assessed after return on 2023-12-21
794,870,fair,0.0,1,Assessed after return on 2024-01-16
795,871,good,0.0,1,Assessed after return on 2024-01-08
796,872,fair,0.0,1,Assessed after return on 2023-12-30
797,873,fair,0.0,1,Assessed after return on 2024-01-09
798,874,good,0.0,1,Assessed after return on 2023-12-28
799,875,fair,0.0,1,Assessed after return on 2024-01-26
800,876,fair,0.0,1,Assessed after return on 2023-12-22
801,877,fair,0.0,1,Assessed after return on 2023-12-10
802,878,good,0.0,1,Assessed after return on 2023-12-28
803,880,fair,0.0,1,Assessed after return on 2023-12-08
804,881,good,0.0,1,Assessed after return on 2024-01-11
805,882,good,0.0,1,Assessed after return on 2024-01-07
806,884,fair,0.0,1,Assessed after return on 2023-12-30
807,885,good,0.0,1,Assessed after return on 2023-12-17
808,886,good,0.0,1,Assessed after return on 2024-01-05
809,887,fair,0.0,1,Assessed after return on 2023-12-19
810,888,good,0.0,1,Assessed after return on 2024-01-09
811,889,pristine,0.0,1,Assessed after return on 2023-12-27
812,890,fair,0.0,1,Assessed after return on 2024-01-10
813,891,pristine,0.0,1,Assessed after return on 2024-01-09
814,892,good,0.0,1,Assessed after return on 2023-12-05
815,893,damaged,363.89,1,Assessed after return on 2023-12-27
816,894,pristine,0.0,1,Assessed after return on 2023-12-28
817,895,good,0.0,1,Assessed after return on 2023-12-24
818,896,pristine,0.0,1,Assessed after return on 2024-01-02
819,897,good,0.0,1,Assessed after return on 2024-01-17
820,898,fair,0.0,1,Assessed after return on 2023-12-13
821,899,good,0.0,1,Assessed after return on 2024-01-01
822,900,fair,0.0,1,Assessed after return on 2023-12-08
823,901,good,0.0,1,Assessed after return on 2023-12-22
824,902,damaged,205.98,0,Assessed after return on 2024-01-29
825,903,good,0.0,1,Assessed after return on 2024-02-19
826,905,good,0.0,1,Assessed after return on 2023-12-25
827,906,pristine,0.0,1,Assessed after return on 2024-01-04
828,907,pristine,0.0,1,Assessed after return on 2024-01-02
829,908,fair,0.0,1,Assessed after return on 2024-01-01
830,909,damaged,370.59,1,Assessed after return on 2023-12-18
831,910,good,0.0,1,Assessed after return on 2024-01-15
832,911,fair,0.0,1,Assessed after return on 2024-01-10
833,912,good,0.0,1,Assessed after return on 2023-12-18
834,913,pristine,0.0,1,Assessed after return on 2023-12-30
835,914,good,0.0,1,Assessed after return on 2024-01-03
836,915,pristine,0.0,1,Assessed after return on 2024-01-06
837,916,pristine,0.0,1,Assessed after return on 2023-12-28
838,917,pristine,0.0,1,Assessed after return on 2023-12-27
839,918,fair,0.0,1,Assessed after return on 2024-01-09
840,920,pristine,0.0,1,Assessed after return on 2023-12-22
841,921,good,0.0,1,Assessed after return on 2023-12-30
842,922,pristine,0.0,1,Assessed after return on 2023-12-09
843,923,good,0.0,1,Assessed after return on 2024-01-07
844,924,pristine,0.0,1,Assessed after return on 2023-12-29
845,925,good,0.0,1,Assessed after return on 2023-12-11
846,926,good,0.0,1,Assessed after return on 2023-12-28
847,927,pristine,0.0,1,Assessed after return on 2023-12-27
848,928,good,0.0,1,Assessed after return on 2023-12-30
849,929,fair,0.0,1,Assessed after return on 2023-12-21
850,930,fair,0.0,1,Assessed after return on 2023-12-25
851,931,good,0.0,1,Assessed after return on 2024-01-31
852,932,destroyed,2895.87,0,Assessed after return on 2024-01-16
853,933,good,0.0,1,Assessed after return on 2024-01-29
854,934,fair,0.0,1,Assessed after return on 2024-02-06
855,935,pristine,0.0,1,Assessed after return on 2024-02-10
856,937,pristine,0.0,1,Assessed after return on 2024-01-26
857,938,pristine,0.0,1,Assessed after return on 2024-01-26
858,939,pristine,0.0,1,Assessed after return on 2024-01-17
859,940,pristine,0.0,1,Assessed after return on 2024-02-04
860,941,good,0.0,1,Assessed after return on 2024-02-14
861,942,pristine,0.0,1,Assessed after return on 2024-02-24
862,943,pristine,0.0,1,Assessed after return on 2024-01-15
863,944,good,0.0,1,Assessed after return on 2024-01-22
864,945,pristine,0.0,1,Assessed after return on 2024-01-15
865,946,good,0.0,1,Assessed after return on 2024-01-29
866,947,good,0.0,1,Assessed after return on 2024-02-23
867,948,fair,0.0,1,Assessed after return on 2024-02-07
868,949,fair,0.0,1,Assessed after return on 2024-02-26
869,950,good,0.0,1,Assessed after return on 2024-01-31
870,951,pristine,0.0,1,Assessed after return on 2024-02-02
871,952,pristine,0.0,1,Assessed after return on 2024-01-23
872,953,pristine,0.0,1,Assessed after return on 2024-02-16
873,954,pristine,0.0,1,Assessed after return on 2024-04-04
874,955,good,0.0,1,Assessed after return on 2024-01-07
875,956,fair,0.0,1,Assessed after return on 2024-01-19
876,957,pristine,0.0,1,Assessed after return on 2024-01-17
877,959,good,0.0,1,Assessed after return on 2024-02-01
878,960,fair,0.0,1,Assessed after return on 2024-01-20
879,961,damaged,371.11,1,Assessed after return on 2024-01-14
880,962,damaged,401.79,1,Assessed after return on 2024-01-30
881,964,good,0.0,1,Assessed after return on 2024-02-09
882,965,fair,0.0,1,Assessed after return on 2024-01-13
883,966,fair,0.0,1,Assessed after return on 2024-02-05
884,967,pristine,0.0,1,Assessed after return on 2024-02-01
885,968,good,0.0,1,Assessed after return on 2024-01-22
886,969,good,0.0,1,Assessed after return on 2024-01-13
887,970,pristine,0.0,1,Assessed after return on 2024-02-05
888,971,good,0.0,1,Assessed after return on 2024-01-26
889,972,pristine,0.0,1,Assessed after return on 2024-02-14
890,973,fair,0.0,1,Assessed after return on 2024-01-22
891,974,pristine,0.0,1,Assessed after return on 2024-01-31
892,975,fair,0.0,1,Assessed after return on 2024-01-23
893,976,fair,0.0,1,Assessed after return on 2024-01-08
894,977,good,0.0,1,Assessed after return on 2024-02-25
895,978,good,0.0,1,Assessed after return on 2024-03-14
896,979,good,0.0,1,Assessed after return on 2024-01-21
897,980,pristine,0.0,1,Assessed after return on 2024-02-05
898,981,fair,0.0,1,Assessed after return on 2024-01-24
899,982,destroyed,1534.65,0,Assessed after return on 2024-01-16
900,983,pristine,0.0,1,Assessed after return on 2024-01-21
901,984,fair,0.0,1,Assessed after return on 2024-02-13
902,986,good,0.0,1,Assessed after return on 2024-02-12
903,988,fair,0.0,1,Assessed after return on 2024-01-10
904,989,pristine,0.0,1,Assessed after return on 2024-02-08
905,990,good,0.0,1,Assessed after return on 2024-01-26
906,991,pristine,0.0,1,Assessed after return on 2024-02-11
907,992,fair,0.0,1,Assessed after return on 2024-02-04
908,993,good,0.0,1,Assessed after return on 2024-02-05
909,994,damaged,505.24,1,Assessed after return on 2024-02-13
910,995,pristine,0.0,1,Assessed after return on 2024-01-11
911,997,good,0.0,1,Assessed after return on 2024-01-29
912,998,fair,0.0,1,Assessed after return on 2024-02-01
913,999,pristine,0.0,1,Assessed after return on 2024-02-20
914,1000,fair,0.0,1,Assessed after return on 2024-02-26
915,1001,pristine,0.0,1,Assessed after return on 2024-02-10
916,1002,pristine,0.0,1,Assessed after return on 2024-02-15
917,1003,good,0.0,1,Assessed after return on 2024-02-17
918,1004,pristine,0.0,1,Assessed after return on 2024-03-05
919,1005,damaged,101.43,0,Assessed after return on 2024-03-21
920,1006,good,0.0,1,Assessed after return on 2024-03-17
921,1007,pristine,0.0,1,Assessed after return on 2024-02-24
922,1008,good,0.0,1,Assessed after return on 2024-02-29
923,1009,fair,0.0,1,Assessed after return on 2024-02-26
924,1010,pristine,0.0,1,Assessed after return on 2024-02-13
925,1011,good,0.0,1,Assessed after return on 2024-02-18
926,1012,pristine,0.0,1,Assessed after return on 2024-03-30
927,1013,good,0.0,1,Assessed after return on 2024-02-08
928,1014,good,0.0,1,Assessed after return on 2024-02-13
929,1015,pristine,0.0,1,Assessed after return on 2024-02-18
930,1016,pristine,0.0,1,Assessed after return on 2024-02-14
931,1017,pristine,0.0,1,Assessed after return on 2024-03-02
932,1018,damaged,119.95,1,Assessed after return on 2024-02-22
933,1020,good,0.0,1,Assessed after return on 2024-02-17
934,1021,good,0.0,1,Assessed after return on 2024-03-16
935,1022,good,0.0,1,Assessed after return on 2024-03-01
936,1023,good,0.0,1,Assessed after return on 2024-02-14
937,1026,pristine,0.0,1,Assessed after return on 2024-02-03
938,1027,good,0.0,1,Assessed after return on 2024-02-15
939,1029,good,0.0,1,Assessed after return on 2024-03-23
940,1030,good,0.0,1,Assessed after return on 2024-03-11
941,1031,pristine,0.0,1,Assessed after return on 2024-03-01
942,1032,good,0.0,1,Assessed after return on 2024-02-22
943,1033,pristine,0.0,1,Assessed after return on 2024-03-06
944,1034,good,0.0,1,Assessed after return on 2024-02-16
945,1035,pristine,0.0,1,Assessed after return on 2024-03-15
946,1036,good,0.0,1,Assessed after return on 2024-04-14
947,1037,pristine,0.0,1,Assessed after return on 2024-02-05
948,1038,fair,0.0,1,Assessed after return on 2024-03-04
949,1039,good,0.0,1,Assessed after return on 2024-03-03
950,1040,pristine,0.0,1,Assessed after return on 2024-03-07
951,1041,good,0.0,1,Assessed after return on 2024-03-07
952,1042,fair,0.0,1,Assessed after return on 2024-02-27
953,1043,fair,0.0,1,Assessed after return on 2024-02-18
954,1044,pristine,0.0,1,Assessed after return on 2024-02-15
955,1045,pristine,0.0,1,Assessed after return on 2024-02-18
956,1046,good,0.0,1,Assessed after return on 2024-02-21
957,1047,good,0.0,1,Assessed after return on 2024-03-01
958,1048,good,0.0,1,Assessed after return on 2024-03-03
959,1049,pristine,0.0,1,Assessed after return on 2024-03-07
960,1050,pristine,0.0,1,Assessed after return on 2024-02-25
961,1051,pristine,0.0,1,Assessed after return on 2024-03-05
962,1052,good,0.0,1,Assessed after return on 2024-02-13
963,1053,pristine,0.0,1,Assessed after return on 2024-02-27
964,1054,good,0.0,1,Assessed after return on 2024-03-05
965,1055,good,0.0,1,Assessed after return on 2024-02-21
966,1056,pristine,0.0,1,Assessed after return on 2024-02-21
967,1057,good,0.0,1,Assessed after return on 2024-02-24
968,1058,good,0.0,1,Assessed after return on 2024-02-29
969,1059,good,0.0,1,Assessed after return on 2024-02-26
970,1060,fair,0.0,1,Assessed after return on 2024-03-08
971,1061,pristine,0.0,1,Assessed after return on 2024-03-09
972,1062,good,0.0,1,Assessed after return on 2024-03-17
973,1064,good,0.0,1,Assessed after return on 2024-03-12
974,1066,pristine,0.0,1,Assessed after return on 2024-04-27
975,1067,pristine,0.0,1,Assessed after return on 2024-04-02
976,1068,pristine,0.0,1,Assessed after return on 2024-04-01
977,1069,fair,0.0,1,Assessed after return on 2024-04-22
978,1070,pristine,0.0,1,Assessed after return on 2024-03-22
979,1071,good,0.0,1,Assessed after return on 2024-04-01
980,1072,good,0.0,1,Assessed after return on 2024-03-15
981,1073,fair,0.0,1,Assessed after return on 2024-04-09
982,1074,pristine,0.0,1,Assessed after return on 2024-04-20
983,1075,pristine,0.0,1,Assessed after return on 2024-03-02
984,1076,good,0.0,1,Assessed after return on 2024-03-09
985,1077,pristine,0.0,1,Assessed after return on 2024-03-30
986,1078,damaged,288.78,0,Assessed after return on 2024-04-04
987,1079,good,0.0,1,Assessed after return on 2024-03-27
988,1080,pristine,0.0,1,Assessed after return on 2024-03-12
989,1081,good,0.0,1,Assessed after return on 2024-03-16
990,1082,good,0.0,1,Assessed after return on 2024-03-19
991,1083,pristine,0.0,1,Assessed after return on 2024-03-10
992,1084,pristine,0.0,1,Assessed after return on 2024-03-30
993,1085,pristine,0.0,1,Assessed after return on 2024-03-11
994,1086,good,0.0,1,Assessed after return on 2024-04-06
