rental_id,product_id,customer_id,rental_start,rental_due,rental_returned,daily_rate_eur,deposit_eur,days_held,total_charged,status
315,489,682,2023-02-14,2023-02-16,2023-02-15,3.66,133.0,1,3.66,returned
316,489,414,2023-02-23,2023-03-04,2023-03-10,3.66,133.0,15,99.9,returned
317,1069,610,2023-02-09,2023-02-13,2023-02-13,1.72,79.5,4,6.88,returned
318,1777,215,2023-02-21,2023-02-24,2023-03-03,34.41,1228.75,10,396.6,returned
319,747,665,2023-02-07,2023-03-04,2023-03-02,5.26,328.75,23,120.98,returned
320,146,277,2023-02-20,2023-03-02,2023-03-06,9.76,542.5,14,166.64,returned
321,473,701,2023-02-02,2023-02-14,2023-02-14,3.3,120.0,12,39.6,returned
322,473,66,2023-02-15,2023-02-20,2023-02-22,3.3,120.0,7,38.1,returned
323,473,370,2023-02-23,2023-03-06,2023-03-04,3.3,120.0,9,29.7,returned
324,35,267,2023-02-05,2023-02-24,,7.92,440.0,90,2435.0,not_returned
325,866,521,2023-02-09,2023-03-05,,8.56,535.0,90,2815.0,not_returned
326,1768,139,2023-02-15,2023-02-17,2023-02-16,29.86,1066.25,1,29.86,returned
327,87,80,2023-02-02,2023-02-20,2023-02-18,8.59,477.5,16,137.44,returned
328,1845,175,2023-02-03,2023-02-05,2023-02-19,1.96,70.0,16,136.36,returned
329,1867,230,2023-02-06,2023-02-09,,1.4,50.0,90,875.0,not_returned
330,1832,714,2023-02-19,2023-02-20,2023-02-20,24.39,871.25,1,24.39,returned
331,1721,397,2023-02-25,2023-02-27,,18.23,651.25,90,3280.0,not_returned
332,1200,231,2023-02-08,2023-02-17,2023-02-15,22.39,1033.5,7,156.73,returned
333,1569,693,2023-02-07,2023-02-08,,0.9,45.0,90,750.0,not_returned
334,102,433,2023-02-25,2023-03-06,2023-03-06,5.04,280.0,9,45.36,returned
335,615,98,2023-03-03,2023-03-10,2023-03-10,2.09,76.0,7,14.63,returned
336,1530,75,2023-03-18,2023-03-25,2023-04-02,0.69,34.5,15,50.35,returned
337,846,396,2023-03-20,2023-04-09,2023-04-11,3.58,223.75,22,93.76,returned
338,1693,768,2023-03-06,2023-03-23,2023-03-22,0.95,47.25,16,15.2,returned
339,75,181,2023-03-01,2023-03-10,2023-03-08,3.98,221.25,7,27.86,returned
340,75,640,2023-03-28,2023-04-05,2023-04-04,3.98,221.25,7,27.86,returned
341,912,220,2023-03-07,2023-04-02,2023-03-31,3.76,235.0,24,90.24,returned
342,899,743,2023-03-07,2023-03-24,2023-03-23,2.42,151.25,16,38.72,returned
343,356,548,2023-03-27,2023-03-31,2023-03-30,5.34,267.0,3,16.02,returned
344,1773,450,2023-03-09,2023-03-12,2023-03-10,13.16,470.0,1,13.16,returned
345,967,3,2023-03-26,2023-04-16,2023-04-16,10.42,651.25,21,218.82,returned
346,967,145,2023-04-17,2023-05-11,2023-05-11,10.42,651.25,24,250.08,returned
347,293,330,2023-03-09,2023-03-14,,11.1,555.0,90,2300.0,not_returned
348,117,331,2023-03-04,2023-03-24,2023-04-06,4.84,268.75,33,257.22,returned
349,117,492,2023-04-07,2023-04-20,2023-04-20,4.84,268.75,13,62.92,returned
350,1760,185,2023-03-19,2023-03-21,2023-03-20,28.04,1001.25,1,28.04,returned
351,1760,127,2023-03-21,2023-03-22,2023-03-27,28.04,1001.25,6,205.74,returned
352,764,446,2023-03-18,2023-04-05,2023-04-03,5.66,353.75,16,90.56,returned
353,1321,435,2023-03-28,2023-05-04,2023-05-08,1.49,63.75,41,73.09,returned
354,1146,476,2023-03-15,2023-03-20,2023-03-20,10.72,495.0,5,53.6,returned
355,830,284,2023-03-16,2023-04-04,2023-04-03,7.44,465.0,18,133.92,returned
356,1633,306,2023-03-24,2023-04-11,2023-04-10,0.2,9.75,17,3.4,returned
357,1732,616,2023-03-14,2023-03-16,2023-03-15,4.97,177.5,1,4.97,returned
358,1095,341,2023-03-25,2023-03-29,2023-03-28,20.05,925.5,3,60.15,returned
359,571,227,2023-03-09,2023-03-17,2023-03-15,2.89,105.0,6,17.34,returned
360,673,631,2023-03-08,2023-04-01,2023-03-31,4.38,273.75,23,100.74,returned
361,673,229,2023-04-01,2023-04-22,2023-04-20,4.38,273.75,19,83.22,returned
362,1323,426,2023-03-14,2023-04-18,2023-04-17,0.68,29.25,34,23.12,returned
363,635,676,2023-03-06,2023-03-13,2023-03-13,3.46,126.0,7,24.22,returned
364,1124,105,2023-03-19,2023-03-28,2023-04-11,6.63,306.0,23,222.49,returned
365,984,168,2023-03-27,2023-03-28,2023-03-30,7.21,333.0,3,31.63,returned
366,1767,631,2023-03-26,2023-03-28,2023-03-27,23.52,840.0,1,23.52,returned
367,1798,666,2023-03-28,2023-03-30,,15.29,546.25,90,2860.0,not_returned
368,544,86,2023-03-23,2023-04-05,2023-04-03,1.79,65.0,11,19.69,returned
369,544,486,2023-04-04,2023-04-10,2023-04-09,1.79,65.0,5,8.95,returned
370,544,85,2023-04-10,2023-04-22,2023-04-21,1.79,65.0,11,19.69,returned
371,408,331,2023-03-04,2023-03-07,2023-03-06,11.01,550.5,2,22.02,returned
372,159,414,2023-03-13,2023-03-30,2023-03-29,6.82,378.75,16,109.12,returned
373,909,330,2023-03-27,2023-04-22,2023-04-22,6.82,426.25,26,177.32,returned
374,270,753,2023-03-13,2023-03-24,2023-03-22,3.46,192.5,9,31.14,returned
375,335,411,2023-03-15,2023-03-23,2023-03-22,1.26,63.0,7,8.82,returned
376,1010,14,2023-03-27,2023-04-04,2023-04-03,18.65,861.0,7,130.55,returned
377,1010,35,2023-04-04,2023-04-11,,18.65,861.0,90,3320.0,not_returned
378,468,21,2023-03-27,2023-04-09,2023-04-08,1.46,53.0,12,17.52,returned
379,939,306,2023-03-12,2023-03-21,2023-03-19,11.18,698.75,7,78.26,returned
380,847,144,2023-03-11,2023-04-05,2023-04-08,7.92,495.0,28,244.26,returned
381,847,410,2023-04-09,2023-04-24,2023-04-23,7.92,495.0,14,110.88,returned
382,512,169,2023-03-16,2023-03-24,2023-03-23,1.9,69.0,7,13.3,returned
383,1445,539,2023-03-18,2023-04-24,2023-04-22,2.4,102.75,35,84.0,returned
384,1008,484,2023-03-18,2023-03-26,2023-03-26,2.08,96.0,8,16.64,returned
385,299,456,2023-03-10,2023-03-15,2023-03-15,5.28,264.0,5,26.4,returned
386,315,796,2023-04-12,2023-04-16,2023-04-15,9.15,457.5,3,27.45,returned
387,91,398,2023-04-17,2023-05-02,2023-04-30,1.8,100.0,13,23.4,returned
388,1080,363,2023-04-02,2023-04-07,2023-04-06,10.69,493.5,4,42.76,returned
389,1080,116,2023-04-14,2023-04-24,2023-05-01,10.69,493.5,17,216.73,returned
390,840,398,2023-04-02,2023-04-26,2023-04-26,2.62,163.75,24,62.88,returned
391,722,781,2023-04-02,2023-04-17,2023-04-15,11.14,696.25,13,144.82,returned
392,1743,631,2023-04-27,2023-04-30,2023-05-04,30.45,1087.5,7,243.15,returned
393,1018,497,2023-04-26,2023-05-04,2023-05-09,11.96,552.0,13,180.48,returned
394,437,797,2023-04-12,2023-04-16,2023-04-14,6.06,303.0,2,12.12,returned
395,865,780,2023-04-11,2023-05-04,2023-05-02,11.04,690.0,21,231.84,returned
396,1462,85,2023-04-05,2023-04-08,2023-04-08,0.81,40.5,3,2.43,returned
397,701,490,2023-04-07,2023-04-19,2023-04-18,2.78,173.75,11,30.58,returned
398,701,679,2023-04-19,2023-04-27,2023-04-27,2.78,173.75,8,22.24,returned
399,871,261,2023-04-07,2023-04-19,2023-04-18,9.86,616.25,11,108.46,returned
400,1465,385,2023-04-03,2023-04-21,2023-04-20,0.42,21.0,17,7.14,returned
401,1547,126,2023-04-13,2023-04-27,,1.16,57.75,90,835.0,not_returned
402,1099,482,2023-04-14,2023-04-23,,17.32,799.5,90,3115.0,not_returned
403,1768,85,2023-04-22,2023-04-24,,29.86,1066.25,90,4940.0,not_returned
404,531,356,2023-04-12,2023-04-25,2023-04-23,1.76,64.0,11,19.36,returned
405,1021,599,2023-04-22,2023-04-27,2023-04-26,6.4,295.5,4,25.6,returned
406,619,15,2023-04-22,2023-05-03,2023-05-03,1.73,63.0,11,19.03,returned
407,1765,388,2023-04-20,2023-04-23,2023-04-23,16.94,605.0,3,50.82,returned
408,509,562,2023-04-24,2023-05-02,2023-05-01,2.8,102.0,7,19.6,returned
409,58,292,2023-04-20,2023-04-28,2023-04-27,3.62,201.25,7,25.34,returned
410,825,17,2023-04-06,2023-04-19,2023-04-18,5.42,338.75,12,65.04,returned
411,1461,522,2023-04-12,2023-04-29,2023-05-07,0.77,38.25,25,59.25,returned
412,417,181,2023-04-19,2023-04-26,2023-04-24,2.52,126.0,5,12.6,returned
413,597,679,2023-04-01,2023-04-09,2023-04-08,2.56,93.0,7,17.92,returned
414,1171,192,2023-04-20,2023-04-28,2023-05-09,13.94,643.5,19,319.86,returned
415,1672,452,2023-04-24,2023-05-09,2023-05-09,1.09,54.75,15,16.35,returned
416,1670,659,2023-04-07,2023-04-23,2023-04-21,0.95,47.25,14,13.3,returned
417,1518,359,2023-04-26,2023-05-06,2023-05-06,0.97,48.75,10,9.7,returned
418,821,441,2023-04-21,2023-05-05,2023-05-04,10.92,682.5,13,141.96,returned
419,821,576,2023-05-05,2023-05-25,2023-05-24,10.92,682.5,19,207.48,returned
420,1285,348,2023-04-24,2023-05-27,2023-05-25,0.4,17.25,31,12.4,returned
421,1837,607,2023-04-02,2023-04-05,2023-04-04,23.84,851.25,2,47.68,returned
422,1417,437,2023-04-21,2023-05-10,2023-05-20,0.77,33.0,29,52.33,returned
423,142,745,2023-04-12,2023-05-05,2023-05-05,1.69,93.75,23,38.87,returned
424,151,424,2023-04-24,2023-05-10,2023-05-10,7.2,400.0,16,115.2,returned
425,1253,542,2023-04-18,2023-05-13,2023-05-12,1.59,68.25,24,38.16,returned
426,1253,435,2023-05-13,2023-06-06,2023-06-05,1.59,68.25,23,36.57,returned
427,364,601,2023-04-17,2023-04-18,2023-04-20,3.9,195.0,3,21.7,returned
428,212,196,2023-04-06,2023-04-22,2023-04-21,8.12,451.25,15,121.8,returned
429,1789,483,2023-04-16,2023-04-19,2023-04-19,24.08,860.0,3,72.24,returned
430,193,406,2023-04-20,2023-05-04,2023-05-04,8.01,445.0,14,112.14,returned
431,193,554,2023-05-05,2023-05-22,,8.01,445.0,90,2455.0,not_returned
432,1819,279,2023-05-20,2023-05-23,2023-05-24,10.5,375.0,4,49.5,returned
433,1819,319,2023-05-25,2023-05-28,2023-05-28,10.5,375.0,3,31.5,returned
434,745,327,2023-05-22,2023-06-19,2023-06-19,8.24,515.0,28,230.72,returned
435,745,745,2023-06-20,2023-07-11,2023-07-11,8.24,515.0,21,173.04,returned
436,1017,300,2023-05-16,2023-05-17,2023-05-17,16.38,756.0,1,16.38,returned
437,1017,608,2023-05-18,2023-05-28,2023-05-28,16.38,756.0,10,163.8,returned
438,1878,75,2023-05-16,2023-05-19,,23.52,840.0,90,4035.0,not_returned
439,1027,42,2023-05-11,2023-05-19,2023-05-19,7.73,357.0,8,61.84,returned
440,1027,463,2023-05-20,2023-05-25,2023-05-24,7.73,357.0,4,30.92,returned
441,1513,207,2023-05-04,2023-05-26,2023-05-24,0.45,22.5,20,9.0,returned
442,1439,731,2023-05-07,2023-06-07,2023-06-17,0.98,42.0,41,70.18,returned
443,1439,773,2023-06-18,2023-07-08,2023-07-08,0.98,42.0,20,19.6,returned
444,910,546,2023-05-02,2023-05-23,2023-05-25,8.7,543.75,23,215.1,returned
445,910,573,2023-05-26,2023-06-24,2023-06-23,8.7,543.75,28,243.6,returned
446,165,172,2023-05-08,2023-05-26,2023-05-24,2.83,157.5,16,45.28,returned
447,352,277,2023-05-16,2023-05-21,2023-05-19,1.86,93.0,3,5.58,returned
448,352,779,2023-05-20,2023-05-25,2023-05-24,1.86,93.0,4,7.44,returned
449,705,458,2023-05-26,2023-06-20,2023-06-20,7.34,458.75,25,183.5,returned
450,1702,218,2023-05-05,2023-05-06,2023-05-06,33.53,1197.5,1,33.53,returned
451,1159,206,2023-05-15,2023-05-23,2023-06-04,19.76,912.0,20,455.2,returned
452,1530,721,2023-05-15,2023-05-27,2023-05-27,0.69,34.5,12,8.28,returned
453,203,266,2023-05-26,2023-06-14,2023-06-13,1.89,105.0,18,34.02,returned
454,788,446,2023-05-03,2023-05-31,,6.04,377.5,90,2185.0,not_returned
455,1155,400,2023-05-03,2023-05-08,2023-05-10,13.16,607.5,7,102.12,returned
456,1508,798,2023-05-22,2023-06-05,2023-06-05,1.16,57.75,14,16.24,returned
457,877,695,2023-05-21,2023-06-14,2023-06-13,8.1,506.25,23,186.3,returned
458,1183,337,2023-05-09,2023-05-13,2023-05-17,3.28,151.5,8,46.24,returned
459,81,439,2023-05-07,2023-05-26,2023-05-25,4.57,253.75,18,82.26,returned
460,81,719,2023-05-27,2023-06-07,2023-06-05,4.57,253.75,9,41.13,returned
461,81,415,2023-06-06,2023-06-29,2023-06-28,4.57,253.75,22,100.54,returned
462,452,597,2023-05-23,2023-05-28,2023-06-09,10.59,529.5,17,240.03,returned
463,1497,397,2023-05-02,2023-05-08,2023-05-08,1.2,60.0,6,7.2,returned
464,1083,757,2023-05-13,2023-05-17,2023-05-17,19.08,880.5,4,76.32,returned
465,90,770,2023-05-15,2023-05-30,2023-05-28,2.41,133.75,13,31.33,returned
466,648,120,2023-05-18,2023-05-31,2023-05-30,2.06,75.0,12,24.72,returned
467,107,707,2023-05-07,2023-05-22,2023-05-21,5.83,323.75,14,81.62,returned
468,939,711,2023-05-01,2023-05-27,2023-05-27,11.18,698.75,26,290.68,returned
469,425,41,2023-05-22,2023-05-25,2023-05-23,3.48,174.0,1,3.48,returned
470,1172,43,2023-05-14,2023-05-21,2023-05-20,4.32,199.5,6,25.92,returned
471,1305,575,2023-05-12,2023-06-28,2023-06-28,2.03,87.0,47,95.41,returned
472,1769,721,2023-05-18,2023-05-21,2023-05-20,22.47,802.5,2,44.94,returned
473,903,259,2023-05-10,2023-06-02,2023-06-01,8.04,502.5,22,176.88,returned
474,1366,498,2023-05-08,2023-05-26,2023-05-25,1.24,53.25,17,21.08,returned
475,130,429,2023-05-12,2023-05-29,2023-05-27,8.23,457.5,15,123.45,returned
476,309,175,2023-05-28,2023-05-30,2023-05-30,8.64,432.0,2,17.28,returned
477,843,561,2023-05-11,2023-05-31,2023-05-30,11.5,718.75,19,218.5,returned
478,23,371,2023-05-11,2023-05-26,,10.6,588.75,90,3030.0,not_returned
479,95,563,2023-05-24,2023-06-09,2023-06-17,2.02,112.5,24,108.48,returned
480,1112,717,2023-05-12,2023-05-19,2023-05-17,5.65,261.0,5,28.25,returned
481,248,182,2023-05-19,2023-06-11,2023-06-10,5.17,287.5,22,113.74,returned
482,427,199,2023-05-26,2023-05-27,,3.18,159.0,90,980.0,not_returned
483,1182,763,2023-05-25,2023-06-03,2023-06-07,17.26,796.5,13,244.38,returned
484,1493,34,2023-05-15,2023-05-26,2023-05-26,0.43,21.75,11,4.73,returned
485,1864,388,2023-05-27,2023-05-30,2023-05-29,26.04,930.0,2,52.08,returned
486,15,512,2023-05-21,2023-06-08,2023-06-08,7.18,398.75,18,129.24,returned
487,1214,797,2023-05-06,2023-06-13,,2.17,93.0,90,890.0,not_returned
488,959,589,2023-05-05,2023-05-26,2023-05-24,6.74,421.25,19,128.06,returned
489,325,744,2023-05-19,2023-05-27,2023-05-25,1.68,84.0,6,10.08,returned
490,450,379,2023-06-08,2023-06-11,2023-06-10,5.1,255.0,2,10.2,returned
491,582,752,2023-06-03,2023-06-11,2023-06-10,2.78,101.0,7,19.46,returned
492,322,506,2023-06-28,2023-07-01,2023-06-29,6.36,318.0,1,6.36,returned
493,322,578,2023-06-30,2023-07-04,2023-07-04,6.36,318.0,4,25.44,returned
494,1287,619,2023-06-05,2023-07-04,2023-07-02,2.36,101.25,27,63.72,returned
495,896,181,2023-06-21,2023-07-01,2023-07-06,11.18,698.75,15,205.2,returned
496,1037,641,2023-06-07,2023-06-14,2023-06-14,3.74,172.5,7,26.18,returned
497,768,703,2023-06-12,2023-07-03,2023-07-01,5.72,357.5,19,108.68,returned
498,768,351,2023-07-02,2023-07-18,2023-07-18,5.72,357.5,16,91.52,returned
499,1833,712,2023-06-01,2023-06-02,2023-06-02,22.71,811.25,1,22.71,returned
500,40,405,2023-06-22,2023-07-03,2023-07-02,1.39,77.5,10,13.9,returned
501,923,598,2023-06-18,2023-07-03,2023-07-03,3.52,220.0,15,52.8,returned
502,923,746,2023-07-04,2023-07-20,2023-07-19,3.52,220.0,15,52.8,returned
503,1608,397,2023-06-22,2023-07-09,2023-07-09,0.15,7.5,17,2.55,returned
504,362,150,2023-06-13,2023-06-16,2023-06-15,2.58,129.0,2,5.16,returned
505,1879,201,2023-06-01,2023-06-03,2023-06-02,19.39,692.5,1,19.39,returned
506,1605,335,2023-06-14,2023-07-03,2023-07-01,0.6,30.0,17,10.2,returned
507,1085,350,2023-06-24,2023-06-26,2023-06-25,8.68,400.5,1,8.68,returned
508,248,24,2023-06-11,2023-06-24,2023-06-22,5.17,287.5,11,56.87,returned
509,856,66,2023-06-19,2023-07-16,2023-07-16,3.26,203.75,27,88.02,returned
510,398,246,2023-06-07,2023-06-10,2023-06-23,3.03,151.5,16,113.48,returned
511,1320,445,2023-06-24,2023-08-06,2023-08-14,2.54,108.75,51,153.54,returned
512,830,83,2023-06-10,2023-07-09,2023-07-08,7.44,465.0,28,208.32,returned
513,1702,282,2023-06-27,2023-06-30,2023-06-28,33.53,1197.5,1,33.53,returned
514,731,141,2023-06-02,2023-06-20,2023-06-19,7.66,478.75,17,130.22,returned
515,1070,633,2023-06-22,2023-07-01,2023-06-29,16.05,741.0,7,112.35,returned
516,1070,280,2023-06-30,2023-07-01,2023-07-01,16.05,741.0,1,16.05,returned
517,765,289,2023-06-10,2023-06-28,2023-06-26,2.58,161.25,16,41.28,returned
518,765,609,2023-06-27,2023-07-26,2023-07-25,2.58,161.25,28,72.24,returned
519,785,651,2023-06-13,2023-06-30,2023-06-28,7.76,485.0,15,116.4,returned
520,1443,139,2023-06-20,2023-07-05,,2.15,92.25,90,885.0,not_returned
521,886,529,2023-06-09,2023-06-28,,2.88,180.0,90,1395.0,not_returned
522,150,473,2023-06-09,2023-06-25,2023-07-08,9.72,540.0,29,379.38,returned
523,476,696,2023-06-26,2023-07-13,2023-07-24,3.52,128.0,28,181.06,returned
524,1174,795,2023-06-12,2023-06-21,2023-06-20,11.73,541.5,8,93.84,returned
525,1725,672,2023-06-11,2023-06-13,2023-06-13,27.86,995.0,2,55.72,returned
526,847,623,2023-06-10,2023-07-02,2023-06-30,7.92,495.0,20,158.4,returned
527,847,121,2023-07-01,2023-07-28,2023-07-28,7.92,495.0,27,213.84,returned
528,1358,83,2023-06-04,2023-07-25,2023-07-23,1.96,84.0,49,96.04,returned
529,1069,8,2023-06-16,2023-06-22,2023-06-22,1.72,79.5,6,10.32,returned
530,563,715,2023-06-21,2023-06-27,2023-07-01,2.28,83.0,10,52.8,returned
531,844,780,2023-06-16,2023-07-01,2023-07-01,9.18,573.75,15,137.7,returned
532,793,161,2023-06-20,2023-07-08,2023-07-08,4.12,257.5,18,74.16,returned
533,793,742,2023-07-09,2023-07-18,2023-07-21,4.12,257.5,12,71.94,returned
534,795,496,2023-06-04,2023-06-07,2023-06-06,10.7,668.75,2,21.4,returned
535,795,710,2023-06-07,2023-07-02,2023-07-02,10.7,668.75,25,267.5,returned
536,1757,578,2023-06-12,2023-06-15,2023-06-15,2.14,76.25,3,6.42,returned
537,375,322,2023-06-08,2023-06-11,2023-06-18,3.84,192.0,10,73.4,returned
538,1683,169,2023-06-19,2023-06-25,2023-06-25,0.95,47.25,6,5.7,returned
539,383,143,2023-06-08,2023-06-17,2023-06-15,8.94,447.0,7,62.58,returned
540,1483,129,2023-06-06,2023-06-09,2023-06-07,0.54,27.0,1,0.54,returned
541,1483,181,2023-06-28,2023-07-08,,0.54,27.0,90,630.0,not_returned
542,1245,288,2023-06-04,2023-07-08,2023-07-07,3.04,130.5,33,100.32,returned
543,90,422,2023-06-11,2023-06-23,2023-06-21,2.41,133.75,10,24.1,returned
544,573,266,2023-07-23,2023-08-01,2023-08-01,2.47,90.0,9,22.23,returned
545,1032,660,2023-07-25,2023-08-04,2023-08-03,15.44,712.5,9,138.96,returned
546,910,773,2023-07-27,2023-08-24,,8.7,543.75,90,2850.0,not_returned
547,1710,645,2023-07-06,2023-07-09,,9.24,330.0,90,1995.0,not_returned
548,1680,514,2023-07-10,2023-07-26,2023-07-25,0.57,28.5,15,8.55,returned
549,1705,747,2023-07-25,2023-07-28,2023-07-27,15.02,536.25,2,30.04,returned
550,1088,589,2023-07-11,2023-07-21,2023-07-20,3.25,150.0,9,29.25,returned
551,570,329,2023-07-20,2023-07-28,2023-07-27,1.79,65.0,7,12.53,returned
552,570,740,2023-07-28,2023-08-02,2023-08-02,1.79,65.0,5,8.95,returned
553,463,729,2023-07-18,2023-07-31,,3.0,109.0,90,1220.0,not_returned
554,629,410,2023-07-28,2023-08-02,2023-08-02,1.59,58.0,5,7.95,returned
555,259,655,2023-07-24,2023-08-13,2023-08-11,6.82,378.75,18,122.76,returned
556,1866,733,2023-07-19,2023-07-22,2023-07-22,11.13,397.5,3,33.39,returned
557,1866,391,2023-07-23,2023-07-25,2023-07-24,11.13,397.5,1,11.13,returned
558,1296,544,2023-07-01,2023-08-13,2023-08-11,3.01,129.0,41,123.41,returned
559,1608,11,2023-07-10,2023-07-19,2023-07-17,0.15,7.5,7,1.05,returned
560,1608,732,2023-07-18,2023-08-03,2023-08-01,0.15,7.5,14,2.1,returned
561,1133,192,2023-07-06,2023-07-08,2023-07-07,19.56,903.0,1,19.56,returned
562,288,464,2023-07-03,2023-07-05,2023-07-05,1.92,96.0,2,3.84,returned
563,620,530,2023-07-19,2023-07-30,2023-07-29,3.41,124.0,10,34.1,returned
564,1772,286,2023-07-22,2023-07-24,2023-07-23,7.77,277.5,1,7.77,returned
565,1772,212,2023-07-24,2023-07-27,2023-07-27,7.77,277.5,3,23.31,returned
566,1772,246,2023-07-28,2023-07-30,,7.77,277.5,90,1785.0,not_returned
567,1573,723,2023-07-15,2023-07-31,2023-08-12,0.15,7.5,28,64.2,returned
568,814,516,2023-07-06,2023-07-23,2023-07-22,9.62,601.25,16,153.92,returned
569,724,779,2023-07-13,2023-08-03,2023-08-16,9.86,616.25,34,432.74,returned
570,750,253,2023-07-15,2023-08-13,2023-08-13,2.34,146.25,29,67.86,returned
571,1298,141,2023-07-02,2023-07-24,2023-07-23,2.98,127.5,21,62.58,returned
572,442,665,2023-07-21,2023-07-24,2023-07-29,4.83,241.5,8,63.64,returned
573,442,67,2023-07-30,2023-08-02,2023-08-01,4.83,241.5,2,9.66,returned
574,1288,255,2023-07-02,2023-07-28,2023-07-28,2.85,122.25,26,74.1,returned
575,455,740,2023-07-01,2023-07-03,2023-07-02,5.61,280.5,1,5.61,returned
576,1454,278,2023-07-18,2023-08-22,2023-08-21,3.03,129.75,34,103.02,returned
577,275,322,2023-07-08,2023-07-26,2023-08-04,4.9,272.5,27,199.8,returned
578,192,732,2023-07-15,2023-07-22,2023-07-22,3.76,208.75,7,26.32,returned
579,192,564,2023-07-23,2023-08-09,2023-08-09,3.76,208.75,17,63.92,returned
580,192,42,2023-08-10,2023-08-23,2023-08-22,3.76,208.75,12,45.12,returned
581,485,500,2023-07-08,2023-07-24,2023-07-22,2.09,76.0,14,29.26,returned
582,485,299,2023-07-23,2023-07-28,2023-07-28,2.09,76.0,5,10.45,returned
583,485,320,2023-07-29,2023-08-14,2023-08-13,2.09,76.0,15,31.35,returned
584,799,646,2023-07-24,2023-08-21,2023-08-21,2.2,137.5,28,61.6,returned
585,761,176,2023-07-04,2023-07-30,2023-08-08,11.52,720.0,35,470.7,returned
586,846,42,2023-07-05,2023-07-24,2023-07-24,3.58,223.75,19,68.02,returned
587,846,628,2023-07-25,2023-08-22,2023-08-22,3.58,223.75,28,100.24,returned
588,1039,286,2023-07-14,2023-07-24,2023-08-07,4.52,208.5,24,178.48,returned
589,1757,507,2023-07-20,2023-07-23,2023-07-23,2.14,76.25,3,6.42,returned
590,231,87,2023-07-11,2023-07-31,2023-07-29,6.19,343.75,18,111.42,returned
591,952,546,2023-07-23,2023-08-25,2023-09-08,6.06,378.75,47,389.82,returned
592,1731,133,2023-07-15,2023-07-18,2023-07-17,7.04,251.25,2,14.08,returned
593,1135,212,2023-07-26,2023-08-03,2023-08-13,11.83,546.0,18,262.94,returned
594,1135,390,2023-08-14,2023-08-20,2023-08-20,11.83,546.0,6,70.98,returned
595,1095,634,2023-07-06,2023-07-12,2023-07-25,20.05,925.5,19,445.95,returned
596,684,221,2023-07-27,2023-08-18,2023-08-16,11.86,741.25,20,237.2,returned
597,684,478,2023-08-17,2023-09-08,2023-09-07,11.86,741.25,21,249.06,returned
598,1461,275,2023-07-03,2023-07-20,,0.77,38.25,90,705.0,not_returned
599,1633,625,2023-07-22,2023-08-07,2023-08-05,0.2,9.75,14,2.8,returned
600,705,500,2023-08-25,2023-08-26,,7.34,458.75,90,2510.0,not_returned
601,898,70,2023-08-27,2023-09-24,2023-10-06,2.16,135.0,40,176.4,returned
602,898,754,2023-10-07,2023-10-09,2023-10-08,2.16,135.0,1,2.16,returned
603,722,324,2023-08-03,2023-08-24,2023-08-23,11.14,696.25,20,222.8,returned
604,464,406,2023-08-19,2023-08-28,2023-08-28,2.69,98.0,9,24.21,returned
605,464,243,2023-08-29,2023-09-05,2023-09-05,2.69,98.0,7,18.83,returned
606,551,59,2023-08-10,2023-08-27,2023-08-26,2.56,93.0,16,40.96,returned
607,551,537,2023-08-27,2023-09-04,2023-09-05,2.56,93.0,9,30.54,returned
608,1368,61,2023-08-18,2023-09-10,2023-09-08,2.01,86.25,21,42.21,returned
609,840,703,2023-08-06,2023-09-07,2023-09-05,2.62,163.75,30,78.6,returned
610,840,476,2023-09-06,2023-09-26,2023-09-26,2.62,163.75,20,52.4,returned
611,1173,536,2023-08-21,2023-08-24,2023-08-22,9.07,418.5,1,9.07,returned
612,229,661,2023-08-09,2023-08-24,2023-08-22,6.66,370.0,13,86.58,returned
613,356,397,2023-08-08,2023-08-10,2023-08-09,5.34,267.0,1,5.34,returned
614,356,657,2023-08-15,2023-08-20,,5.34,267.0,90,1340.0,not_returned
615,1240,65,2023-08-20,2023-09-15,2023-09-19,0.91,39.0,30,39.3,returned
616,248,630,2023-08-24,2023-09-05,2023-09-04,5.17,287.5,11,56.87,returned
617,1048,218,2023-08-21,2023-08-28,2023-08-26,20.57,949.5,5,102.85,returned
618,1820,4,2023-08-01,2023-08-05,2023-08-15,33.56,1198.75,14,544.84,returned
619,1820,365,2023-08-17,2023-08-18,2023-08-18,33.56,1198.75,1,33.56,returned
620,142,726,2023-08-20,2023-09-02,2023-09-07,1.69,93.75,18,67.92,returned
621,1678,727,2023-08-10,2023-08-18,2023-08-17,0.56,27.75,7,3.92,returned
622,150,768,2023-08-15,2023-08-23,2023-08-21,9.72,540.0,6,58.32,returned
623,693,659,2023-08-24,2023-09-18,2023-10-01,10.84,677.5,38,509.42,returned
624,1720,347,2023-08-03,2023-08-06,2023-08-04,32.09,1146.25,1,32.09,returned
625,1846,305,2023-08-15,2023-08-18,2023-08-18,32.2,1150.0,3,96.6,returned
626,1725,541,2023-08-11,2023-08-14,,27.86,995.0,90,4655.0,not_returned
627,1494,567,2023-08-08,2023-08-13,2023-08-14,0.6,30.0,6,8.6,returned
628,965,454,2023-08-14,2023-08-30,2023-08-30,8.46,528.75,16,135.36,returned
629,635,222,2023-08-04,2023-08-14,2023-08-14,3.46,126.0,10,34.6,returned
