event_id,product_id,event_type,event_date,price_at_event,notes
1335,444,sold,2023-03-05,839.53,Final sale
1336,445,listed,2023-09-08,555.0,Initial stock entry
1337,445,price_reduced,2024-03-16,487.09,Seasonal markdown to 487.09E
1338,445,rental_eligible,2024-09-07,555.0,Crossed 12-month threshold -- eligible for rental program
1339,445,sold,2023-10-19,540.36,Final sale
1340,446,listed,2022-07-15,1595.0,Initial stock entry
1341,446,price_reduced,2023-03-02,1183.07,Seasonal markdown to 1183.07E
1342,446,rental_eligible,2023-07-15,1595.0,Crossed 12-month threshold -- eligible for rental program
1343,446,sold,2023-10-11,1476.67,Final sale
1344,447,listed,2024-06-08,1690.0,Initial stock entry
1345,447,price_reduced,2025-01-09,1310.34,Seasonal markdown to 1310.34E
1346,447,sold,2024-10-30,1578.06,Final sale
1347,448,listed,2022-11-03,710.0,Initial stock entry
1348,448,rental_eligible,2023-11-03,710.0,Crossed 12-month threshold -- eligible for rental program
1349,448,sold,2024-02-27,441.59,Final sale
1350,449,listed,2024-06-03,305.0,Initial stock entry
1351,449,price_reduced,2025-01-25,239.93,Seasonal markdown to 239.93E
1352,449,sold,2024-11-03,293.45,Final sale
1353,450,listed,2022-06-24,850.0,Initial stock entry
1354,450,price_reduced,2023-02-15,757.84,Seasonal markdown to 757.84E
1355,450,rental_eligible,2023-06-24,850.0,Crossed 12-month threshold -- eligible for rental program
1356,450,sold,2022-08-26,751.1,Final sale
1357,451,listed,2023-02-06,1290.0,Initial stock entry
1358,451,rental_eligible,2024-02-06,1290.0,Crossed 12-month threshold -- eligible for rental program
1359,451,sold,2024-02-03,860.49,Final sale
1360,452,listed,2022-07-03,1765.0,Initial stock entry
1361,452,price_reduced,2023-03-29,1452.87,Seasonal markdown to 1452.87E
1362,452,rental_eligible,2023-07-03,1765.0,Crossed 12-month threshold -- eligible for rental program
1363,452,sold,2024-04-20,1620.15,Final sale
1364,453,listed,2023-09-17,1295.0,Initial stock entry
1365,453,rental_eligible,2024-09-16,1295.0,Crossed 12-month threshold -- eligible for rental program
1366,453,sold,2024-02-05,1119.52,Final sale
1367,454,listed,2022-06-25,805.0,Initial stock entry
1368,454,price_reduced,2023-05-25,599.7,Seasonal markdown to 599.7E
1369,454,rental_eligible,2023-06-25,805.0,Crossed 12-month threshold -- eligible for rental program
1370,454,sold,2023-11-10,696.58,Final sale
1371,455,listed,2022-02-16,935.0,Initial stock entry
1372,455,rental_eligible,2023-02-16,935.0,Crossed 12-month threshold -- eligible for rental program
1373,455,sold,2024-12-22,590.06,Final sale
1374,456,listed,2022-02-07,1885.0,Initial stock entry
1375,456,rental_eligible,2023-02-07,1885.0,Crossed 12-month threshold -- eligible for rental program
1376,456,sold,2023-01-30,1795.77,Final sale
1377,457,listed,2022-04-19,1230.0,Initial stock entry
1378,457,price_reduced,2023-01-23,915.66,Seasonal markdown to 915.66E
1379,457,rental_eligible,2023-04-19,1230.0,Crossed 12-month threshold -- eligible for rental program
1380,457,sold,2022-08-24,841.7,Final sale
1381,458,listed,2024-03-02,1665.0,Initial stock entry
1382,458,rental_eligible,2025-03-02,1665.0,Crossed 12-month threshold -- eligible for rental program
1383,458,sold,2024-11-06,960.33,Final sale
1384,459,listed,2024-07-26,1025.0,Initial stock entry
1385,459,sold,2025-02-24,757.37,Final sale
1386,460,listed,2023-12-12,425.0,Initial stock entry
1387,460,price_reduced,2024-09-01,367.55,Seasonal markdown to 367.55E
1388,460,rental_eligible,2024-12-11,425.0,Crossed 12-month threshold -- eligible for rental program
1389,460,sold,2024-08-30,398.8,Final sale
1390,461,listed,2024-03-03,365.0,Initial stock entry
1391,461,rental_eligible,2025-03-03,365.0,Crossed 12-month threshold -- eligible for rental program
1392,461,sold,2024-09-04,259.21,Final sale
1393,462,listed,2023-04-11,420.0,Initial stock entry
1394,462,price_reduced,2024-02-10,316.24,Seasonal markdown to 316.24E
1395,462,rental_eligible,2024-04-10,420.0,Crossed 12-month threshold -- eligible for rental program
1396,462,sold,2025-02-10,341.83,Final sale
1397,463,listed,2023-02-19,545.0,Initial stock entry
1398,463,price_reduced,2023-08-18,436.62,Seasonal markdown to 436.62E
1399,463,rental_eligible,2024-02-19,545.0,Crossed 12-month threshold -- eligible for rental program
1400,463,sold,2024-09-30,406.4,Final sale
1401,464,listed,2022-08-31,490.0,Initial stock entry
1402,464,rental_eligible,2023-08-31,490.0,Crossed 12-month threshold -- eligible for rental program
1403,464,sold,2023-12-02,434.47,Final sale
1404,465,listed,2023-07-15,585.0,Initial stock entry
1405,465,rental_eligible,2024-07-14,585.0,Crossed 12-month threshold -- eligible for rental program
1406,465,sold,2024-10-09,544.59,Final sale
1407,466,listed,2023-04-18,520.0,Initial stock entry
1408,466,price_reduced,2023-10-26,420.75,Seasonal markdown to 420.75E
1409,466,rental_eligible,2024-04-17,520.0,Crossed 12-month threshold -- eligible for rental program
1410,466,sold,2025-03-29,453.28,Final sale
1411,467,listed,2024-08-18,630.0,Initial stock entry
1412,467,price_reduced,2025-02-19,515.97,Seasonal markdown to 515.97E
1413,467,sold,2024-10-29,399.28,Final sale
1414,468,listed,2022-01-31,265.0,Initial stock entry
1415,468,price_reduced,2022-11-02,226.66,Seasonal markdown to 226.66E
1416,468,rental_eligible,2023-01-31,265.0,Crossed 12-month threshold -- eligible for rental program
1417,468,sold,2023-11-04,250.94,Final sale
1418,469,listed,2023-10-28,470.0,Initial stock entry
1419,469,price_reduced,2024-05-03,355.27,Seasonal markdown to 355.27E
1420,469,rental_eligible,2024-10-27,470.0,Crossed 12-month threshold -- eligible for rental program
1421,469,sold,2024-08-30,379.57,Final sale
1422,470,listed,2022-03-20,505.0,Initial stock entry
1423,470,price_reduced,2022-11-12,371.01,Seasonal markdown to 371.01E
1424,470,rental_eligible,2023-03-20,505.0,Crossed 12-month threshold -- eligible for rental program
1425,470,sold,2023-03-06,356.95,Final sale
1426,471,listed,2024-03-04,265.0,Initial stock entry
1427,471,price_reduced,2024-10-22,194.69,Seasonal markdown to 194.69E
1428,471,rental_eligible,2025-03-04,265.0,Crossed 12-month threshold -- eligible for rental program
1429,471,sold,2024-06-27,174.93,Final sale
1430,472,listed,2023-08-26,325.0,Initial stock entry
1431,472,price_reduced,2024-04-01,280.12,Seasonal markdown to 280.12E
1432,472,rental_eligible,2024-08-25,325.0,Crossed 12-month threshold -- eligible for rental program
1433,472,sold,2024-08-29,229.07,Final sale
1434,473,listed,2022-10-05,600.0,Initial stock entry
1435,473,rental_eligible,2023-10-05,600.0,Crossed 12-month threshold -- eligible for rental program
1436,473,sold,2023-02-28,496.91,Final sale
1437,474,listed,2023-10-26,290.0,Initial stock entry
1438,474,rental_eligible,2024-10-25,290.0,Crossed 12-month threshold -- eligible for rental program
1439,474,sold,2024-05-15,196.52,Final sale
1440,475,listed,2024-02-26,485.0,Initial stock entry
1441,475,rental_eligible,2025-02-25,485.0,Crossed 12-month threshold -- eligible for rental program
1442,475,sold,2025-03-11,462.62,Final sale
1443,476,listed,2022-11-04,640.0,Initial stock entry
1444,476,price_reduced,2023-08-14,522.35,Seasonal markdown to 522.35E
1445,476,rental_eligible,2023-11-04,640.0,Crossed 12-month threshold -- eligible for rental program
1446,476,sold,2025-03-15,511.66,Final sale
1447,477,listed,2022-08-29,530.0,Initial stock entry
1448,477,rental_eligible,2023-08-29,530.0,Crossed 12-month threshold -- eligible for rental program
1449,477,sold,2024-09-08,478.33,Final sale
1450,478,listed,2024-10-07,610.0,Initial stock entry
1451,478,sold,2024-12-25,542.76,Final sale
1452,479,listed,2023-07-24,360.0,Initial stock entry
1453,479,price_reduced,2024-03-01,273.21,Seasonal markdown to 273.21E
1454,479,rental_eligible,2024-07-23,360.0,Crossed 12-month threshold -- eligible for rental program
1455,479,rented_out,2024-08-08,360.0,Assigned to rental program
1456,480,listed,2023-09-04,550.0,Initial stock entry
1457,480,price_reduced,2024-04-12,450.13,Seasonal markdown to 450.13E
1458,480,rental_eligible,2024-09-03,550.0,Crossed 12-month threshold -- eligible for rental program
1459,480,sold,2024-02-16,304.29,Final sale
1460,481,listed,2022-12-30,560.0,Initial stock entry
1461,481,rental_eligible,2023-12-30,560.0,Crossed 12-month threshold -- eligible for rental program
1462,481,sold,2024-01-19,450.21,Final sale
1463,482,listed,2022-05-13,590.0,Initial stock entry
1464,482,rental_eligible,2023-05-13,590.0,Crossed 12-month threshold -- eligible for rental program
1465,482,sold,2023-09-27,357.01,Final sale
1466,483,listed,2022-04-30,560.0,Initial stock entry
1467,483,rental_eligible,2023-04-30,560.0,Crossed 12-month threshold -- eligible for rental program
1468,483,sold,2023-12-02,497.67,Final sale
1469,484,listed,2023-12-26,485.0,Initial stock entry
1470,484,price_reduced,2024-11-18,345.08,Seasonal markdown to 345.08E
1471,484,rental_eligible,2024-12-25,485.0,Crossed 12-month threshold -- eligible for rental program
1472,484,sold,2025-02-27,339.5,Final sale
1473,485,listed,2023-02-01,380.0,Initial stock entry
1474,485,rental_eligible,2024-02-01,380.0,Crossed 12-month threshold -- eligible for rental program
1475,485,sold,2024-01-17,364.21,Final sale
1476,486,listed,2023-03-11,405.0,Initial stock entry
1477,486,rental_eligible,2024-03-10,405.0,Crossed 12-month threshold -- eligible for rental program
1478,486,sold,2024-12-29,247.15,Final sale
1479,487,listed,2022-01-13,495.0,Initial stock entry
1480,487,price_reduced,2022-08-17,370.53,Seasonal markdown to 370.53E
1481,487,rental_eligible,2023-01-13,495.0,Crossed 12-month threshold -- eligible for rental program
1482,487,sold,2024-11-24,361.68,Final sale
1483,488,listed,2024-09-08,665.0,Initial stock entry
1484,488,sold,2024-10-27,509.73,Final sale
1485,489,listed,2022-04-25,665.0,Initial stock entry
1486,489,price_reduced,2023-01-25,502.45,Seasonal markdown to 502.45E
1487,489,rental_eligible,2023-04-25,665.0,Crossed 12-month threshold -- eligible for rental program
1488,489,sold,2022-10-06,636.99,Final sale
1489,490,listed,2022-11-02,280.0,Initial stock entry
1490,490,price_reduced,2023-09-30,239.39,Seasonal markdown to 239.39E
1491,490,rental_eligible,2023-11-02,280.0,Crossed 12-month threshold -- eligible for rental program
1492,490,sold,2023-09-02,234.76,Final sale
1493,491,listed,2023-09-24,640.0,Initial stock entry
1494,491,rental_eligible,2024-09-23,640.0,Crossed 12-month threshold -- eligible for rental program
1495,491,sold,2025-01-24,450.47,Final sale
1496,492,listed,2023-09-12,620.0,Initial stock entry
1497,492,rental_eligible,2024-09-11,620.0,Crossed 12-month threshold -- eligible for rental program
1498,492,sold,2024-01-20,504.48,Final sale
1499,493,listed,2024-09-15,475.0,Initial stock entry
1500,493,sold,2024-11-30,345.79,Final sale
1501,494,listed,2022-09-29,555.0,Initial stock entry
1502,494,price_reduced,2023-05-25,399.59,Seasonal markdown to 399.59E
1503,494,rental_eligible,2023-09-29,555.0,Crossed 12-month threshold -- eligible for rental program
1504,494,sold,2023-11-14,363.22,Final sale
1505,495,listed,2022-06-28,630.0,Initial stock entry
1506,495,rental_eligible,2023-06-28,630.0,Crossed 12-month threshold -- eligible for rental program
1507,495,sold,2025-03-20,466.58,Final sale
1508,496,listed,2023-10-20,650.0,Initial stock entry
1509,496,rental_eligible,2024-10-19,650.0,Crossed 12-month threshold -- eligible for rental program
1510,496,sold,2024-07-18,450.66,Final sale
1511,497,listed,2022-08-23,320.0,Initial stock entry
1512,497,rental_eligible,2023-08-23,320.0,Crossed 12-month threshold -- eligible for rental program
1513,497,sold,2024-02-24,266.66,Final sale
1514,498,listed,2023-08-04,370.0,Initial stock entry
1515,498,price_reduced,2024-05-08,266.61,Seasonal markdown to 266.61E
1516,498,rental_eligible,2024-08-03,370.0,Crossed 12-month threshold -- eligible for rental program
1517,498,sold,2024-01-26,320.25,Final sale
1518,499,listed,2022-04-14,260.0,Initial stock entry
1519,499,rental_eligible,2023-04-14,260.0,Crossed 12-month threshold -- eligible for rental program
1520,499,sold,2024-10-01,157.09,Final sale
1521,500,listed,2024-07-02,625.0,Initial stock entry
1522,500,sold,2024-09-28,351.19,Final sale
1523,501,listed,2024-08-17,615.0,Initial stock entry
1524,501,sold,2024-10-26,520.86,Final sale
1525,502,listed,2024-01-15,365.0,Initial stock entry
1526,502,rental_eligible,2025-01-14,365.0,Crossed 12-month threshold -- eligible for rental program
1527,502,sold,2024-06-30,252.56,Final sale
1528,503,listed,2024-08-02,405.0,Initial stock entry
1529,503,price_reduced,2025-02-01,298.98,Seasonal markdown to 298.98E
1530,503,sold,2025-02-28,242.05,Final sale
1531,504,listed,2023-10-30,610.0,Initial stock entry
1532,504,price_reduced,2024-06-24,531.93,Seasonal markdown to 531.93E
1533,504,rental_eligible,2024-10-29,610.0,Crossed 12-month threshold -- eligible for rental program
1534,504,sold,2024-05-28,338.23,Final sale
1535,505,listed,2022-11-22,530.0,Initial stock entry
1536,505,price_reduced,2023-07-13,447.3,Seasonal markdown to 447.3E
1537,505,rental_eligible,2023-11-22,530.0,Crossed 12-month threshold -- eligible for rental program
1538,505,sold,2023-05-13,315.44,Final sale
1539,506,listed,2022-12-21,560.0,Initial stock entry
1540,506,rental_eligible,2023-12-21,560.0,Crossed 12-month threshold -- eligible for rental program
1541,506,sold,2023-11-22,367.92,Final sale
1542,507,listed,2022-07-19,395.0,Initial stock entry
1543,507,rental_eligible,2023-07-19,395.0,Crossed 12-month threshold -- eligible for rental program
1544,507,sold,2024-01-29,368.58,Final sale
1545,508,listed,2022-07-05,545.0,Initial stock entry
1546,508,rental_eligible,2023-07-05,545.0,Crossed 12-month threshold -- eligible for rental program
1547,508,sold,2024-03-31,412.81,Final sale
1548,509,listed,2023-02-05,510.0,Initial stock entry
1549,509,price_reduced,2023-12-01,418.76,Seasonal markdown to 418.76E
1550,509,rental_eligible,2024-02-05,510.0,Crossed 12-month threshold -- eligible for rental program
1551,509,sold,2023-07-14,366.42,Final sale
1552,510,listed,2024-11-11,255.0,Initial stock entry
1553,510,sold,2025-03-15,169.09,Final sale
1554,511,listed,2022-03-05,635.0,Initial stock entry
1555,511,price_reduced,2022-09-24,508.22,Seasonal markdown to 508.22E
1556,511,rental_eligible,2023-03-05,635.0,Crossed 12-month threshold -- eligible for rental program
1557,511,sold,2023-07-31,551.62,Final sale
1558,512,listed,2022-12-22,345.0,Initial stock entry
1559,512,price_reduced,2023-12-09,263.67,Seasonal markdown to 263.67E
1560,512,rental_eligible,2023-12-22,345.0,Crossed 12-month threshold -- eligible for rental program
1561,512,sold,2024-07-26,312.59,Final sale
1562,513,listed,2022-01-24,305.0,Initial stock entry
1563,513,rental_eligible,2023-01-24,305.0,Crossed 12-month threshold -- eligible for rental program
1564,513,sold,2022-03-10,209.27,Final sale
1565,514,listed,2024-07-22,610.0,Initial stock entry
1566,514,sold,2024-12-25,346.88,Final sale
1567,515,listed,2023-04-08,420.0,Initial stock entry
1568,515,rental_eligible,2024-04-07,420.0,Crossed 12-month threshold -- eligible for rental program
1569,515,sold,2024-06-02,387.78,Final sale
1570,516,listed,2022-03-10,510.0,Initial stock entry
1571,516,price_reduced,2022-10-29,446.82,Seasonal markdown to 446.82E
1572,516,rental_eligible,2023-03-10,510.0,Crossed 12-month threshold -- eligible for rental program
1573,516,sold,2023-03-23,415.66,Final sale
1574,517,listed,2023-07-27,580.0,Initial stock entry
1575,517,rental_eligible,2024-07-26,580.0,Crossed 12-month threshold -- eligible for rental program
1576,517,sold,2024-11-08,411.47,Final sale
1577,518,listed,2022-04-19,390.0,Initial stock entry
1578,518,price_reduced,2023-03-23,346.53,Seasonal markdown to 346.53E
1579,518,rental_eligible,2023-04-19,390.0,Crossed 12-month threshold -- eligible for rental program
1580,518,sold,2023-04-23,274.22,Final sale
1581,519,listed,2022-03-14,380.0,Initial stock entry
1582,519,rental_eligible,2023-03-14,380.0,Crossed 12-month threshold -- eligible for rental program
1583,519,sold,2023-11-27,373.17,Final sale
1584,520,listed,2023-08-21,505.0,Initial stock entry
1585,520,price_reduced,2024-06-29,387.19,Seasonal markdown to 387.19E
1586,520,rental_eligible,2024-08-20,505.0,Crossed 12-month threshold -- eligible for rental program
1587,520,sold,2025-02-16,456.28,Final sale
1588,521,listed,2023-07-30,310.0,Initial stock entry
1589,521,price_reduced,2024-06-08,249.89,Seasonal markdown to 249.89E
1590,521,rental_eligible,2024-07-29,310.0,Crossed 12-month threshold -- eligible for rental program
1591,521,sold,2025-03-05,194.47,Final sale
1592,522,listed,2023-04-29,365.0,Initial stock entry
1593,522,rental_eligible,2024-04-28,365.0,Crossed 12-month threshold -- eligible for rental program
1594,522,sold,2024-08-18,317.47,Final sale
1595,523,listed,2024-04-25,590.0,Initial stock entry
1596,523,sold,2024-12-18,533.86,Final sale
1597,524,listed,2024-08-08,275.0,Initial stock entry
1598,524,price_reduced,2025-02-21,214.38,Seasonal markdown to 214.38E
1599,524,sold,2024-10-09,232.73,Final sale
1600,525,listed,2024-06-09,315.0,Initial stock entry
1601,525,sold,2025-01-10,216.5,Final sale
1602,526,listed,2023-07-13,525.0,Initial stock entry
1603,526,price_reduced,2024-06-20,459.36,Seasonal markdown to 459.36E
1604,526,rental_eligible,2024-07-12,525.0,Crossed 12-month threshold -- eligible for rental program
1605,526,sold,2024-08-28,307.69,Final sale
1606,527,listed,2023-01-04,485.0,Initial stock entry
1607,527,rental_eligible,2024-01-04,485.0,Crossed 12-month threshold -- eligible for rental program
1608,527,sold,2023-07-25,387.98,Final sale
1609,528,listed,2024-07-02,295.0,Initial stock entry
1610,528,price_reduced,2025-02-11,207.01,Seasonal markdown to 207.01E
1611,528,sold,2024-08-28,233.04,Final sale
1612,529,listed,2023-03-21,670.0,Initial stock entry
1613,529,price_reduced,2024-03-04,594.13,Seasonal markdown to 594.13E
1614,529,rental_eligible,2024-03-20,670.0,Crossed 12-month threshold -- eligible for rental program
1615,529,sold,2024-06-08,419.15,Final sale
1616,530,listed,2023-01-13,650.0,Initial stock entry
1617,530,rental_eligible,2024-01-13,650.0,Crossed 12-month threshold -- eligible for rental program
1618,530,sold,2023-12-16,488.31,Final sale
1619,531,listed,2022-06-01,320.0,Initial stock entry
1620,531,rental_eligible,2023-06-01,320.0,Crossed 12-month threshold -- eligible for rental program
1621,531,sold,2023-01-10,260.81,Final sale
1622,532,listed,2024-10-04,445.0,Initial stock entry
1623,532,sold,2025-01-06,421.13,Final sale
1624,533,listed,2022-08-06,525.0,Initial stock entry
1625,533,rental_eligible,2023-08-06,525.0,Crossed 12-month threshold -- eligible for rental program
1626,533,sold,2022-12-06,489.82,Final sale
1627,534,listed,2024-10-16,255.0,Initial stock entry
1628,534,sold,2024-12-28,231.24,Final sale
1629,535,listed,2024-10-01,250.0,Initial stock entry
1630,535,sold,2025-01-01,241.23,Final sale
1631,536,listed,2024-01-06,505.0,Initial stock entry
1632,536,price_reduced,2024-11-26,411.41,Seasonal markdown to 411.41E
1633,536,rental_eligible,2025-01-05,505.0,Crossed 12-month threshold -- eligible for rental program
1634,536,sold,2024-12-05,280.35,Final sale
1635,537,listed,2023-08-17,630.0,Initial stock entry
1636,537,price_reduced,2024-08-10,523.55,Seasonal markdown to 523.55E
1637,537,rental_eligible,2024-08-16,630.0,Crossed 12-month threshold -- eligible for rental program
1638,537,sold,2024-10-23,394.76,Final sale
1639,538,listed,2024-01-06,535.0,Initial stock entry
1640,538,rental_eligible,2025-01-05,535.0,Crossed 12-month threshold -- eligible for rental program
1641,538,sold,2024-02-25,326.6,Final sale
1642,539,listed,2023-05-04,695.0,Initial stock entry
1643,539,price_reduced,2024-01-06,614.18,Seasonal markdown to 614.18E
1644,539,rental_eligible,2024-05-03,695.0,Crossed 12-month threshold -- eligible for rental program
1645,539,sold,2024-05-18,641.22,Final sale
1646,540,listed,2023-11-23,400.0,Initial stock entry
1647,540,price_reduced,2024-10-16,308.9,Seasonal markdown to 308.9E
1648,540,rental_eligible,2024-11-22,400.0,Crossed 12-month threshold -- eligible for rental program
1649,540,sold,2024-03-31,253.32,Final sale
1650,541,listed,2022-03-17,665.0,Initial stock entry
1651,541,rental_eligible,2023-03-17,665.0,Crossed 12-month threshold -- eligible for rental program
1652,541,sold,2023-11-20,559.37,Final sale
1653,542,listed,2023-09-22,270.0,Initial stock entry
1654,542,price_reduced,2024-05-18,222.18,Seasonal markdown to 222.18E
1655,542,rental_eligible,2024-09-21,270.0,Crossed 12-month threshold -- eligible for rental program
1656,542,sold,2023-12-12,238.08,Final sale
1657,543,listed,2023-02-20,350.0,Initial stock entry
1658,543,price_reduced,2023-10-14,262.19,Seasonal markdown to 262.19E
1659,543,rental_eligible,2024-02-20,350.0,Crossed 12-month threshold -- eligible for rental program
1660,543,sold,2023-10-13,277.35,Final sale
1661,544,listed,2022-05-10,325.0,Initial stock entry
1662,544,price_reduced,2022-12-17,246.86,Seasonal markdown to 246.86E
1663,544,rental_eligible,2023-05-10,325.0,Crossed 12-month threshold -- eligible for rental program
1664,544,sold,2025-01-13,192.45,Final sale
1665,545,listed,2022-03-25,665.0,Initial stock entry
1666,545,rental_eligible,2023-03-25,665.0,Crossed 12-month threshold -- eligible for rental program
1667,545,sold,2023-07-23,480.16,Final sale
1668,546,listed,2023-08-05,665.0,Initial stock entry
1669,546,price_reduced,2024-02-12,521.34,Seasonal markdown to 521.34E
1670,546,rental_eligible,2024-08-04,665.0,Crossed 12-month threshold -- eligible for rental program
1671,546,sold,2023-09-25,644.58,Final sale
1672,547,listed,2022-12-24,435.0,Initial stock entry
1673,547,price_reduced,2023-10-24,361.84,Seasonal markdown to 361.84E
1674,547,rental_eligible,2023-12-24,435.0,Crossed 12-month threshold -- eligible for rental program
1675,547,sold,2023-12-17,317.54,Final sale
1676,548,listed,2023-04-28,250.0,Initial stock entry
1677,548,rental_eligible,2024-04-27,250.0,Crossed 12-month threshold -- eligible for rental program
1678,548,sold,2024-07-29,230.98,Final sale
1679,549,listed,2022-11-02,335.0,Initial stock entry
1680,549,price_reduced,2023-08-20,292.81,Seasonal markdown to 292.81E
1681,549,rental_eligible,2023-11-02,335.0,Crossed 12-month threshold -- eligible for rental program
1682,549,sold,2024-01-06,226.67,Final sale
1683,550,listed,2023-11-16,445.0,Initial stock entry
1684,550,rental_eligible,2024-11-15,445.0,Crossed 12-month threshold -- eligible for rental program
1685,550,sold,2024-12-15,432.86,Final sale
1686,551,listed,2022-08-26,465.0,Initial stock entry
1687,551,price_reduced,2023-07-18,355.78,Seasonal markdown to 355.78E
1688,551,rental_eligible,2023-08-26,465.0,Crossed 12-month threshold -- eligible for rental program
1689,551,sold,2024-01-12,292.05,Final sale
1690,552,listed,2023-10-30,600.0,Initial stock entry
1691,552,price_reduced,2024-05-20,473.36,Seasonal markdown to 473.36E
1692,552,rental_eligible,2024-10-29,600.0,Crossed 12-month threshold -- eligible for rental program
1693,552,sold,2024-07-03,507.94,Final sale
1694,553,listed,2022-04-22,510.0,Initial stock entry
1695,553,rental_eligible,2023-04-22,510.0,Crossed 12-month threshold -- eligible for rental program
1696,553,sold,2023-01-04,327.68,Final sale
1697,554,listed,2024-01-05,575.0,Initial stock entry
1698,554,rental_eligible,2025-01-04,575.0,Crossed 12-month threshold -- eligible for rental program
1699,554,sold,2024-05-15,519.76,Final sale
1700,555,listed,2022-12-17,455.0,Initial stock entry
1701,555,price_reduced,2023-11-26,403.75,Seasonal markdown to 403.75E
1702,555,rental_eligible,2023-12-17,455.0,Crossed 12-month threshold -- eligible for rental program
1703,555,sold,2024-10-09,303.28,Final sale
1704,556,listed,2024-09-28,635.0,Initial stock entry
1705,556,sold,2024-11-20,625.0,Final sale
1706,557,listed,2023-04-01,445.0,Initial stock entry
1707,557,price_reduced,2023-11-18,375.17,Seasonal markdown to 375.17E
1708,557,rental_eligible,2024-03-31,445.0,Crossed 12-month threshold -- eligible for rental program
1709,557,sold,2024-06-02,314.63,Final sale
1710,558,listed,2024-09-08,490.0,Initial stock entry
1711,558,sold,2024-12-20,295.15,Final sale
1712,559,listed,2023-08-29,310.0,Initial stock entry
1713,559,rental_eligible,2024-08-28,310.0,Crossed 12-month threshold -- eligible for rental program
1714,559,sold,2025-01-10,195.43,Final sale
1715,560,listed,2024-07-20,510.0,Initial stock entry
1716,560,sold,2025-04-05,369.63,Final sale
1717,561,listed,2023-11-13,280.0,Initial stock entry
1718,561,price_reduced,2024-08-26,246.08,Seasonal markdown to 246.08E
1719,561,rental_eligible,2024-11-12,280.0,Crossed 12-month threshold -- eligible for rental program
1720,561,sold,2025-01-01,157.99,Final sale
1721,562,listed,2024-11-20,670.0,Initial stock entry
1722,563,listed,2022-05-18,415.0,Initial stock entry
1723,563,rental_eligible,2023-05-18,415.0,Crossed 12-month threshold -- eligible for rental program
1724,563,sold,2023-08-17,375.79,Final sale
1725,564,listed,2023-03-06,670.0,Initial stock entry
1726,564,rental_eligible,2024-03-05,670.0,Crossed 12-month threshold -- eligible for rental program
1727,564,sold,2023-10-06,556.54,Final sale
1728,565,listed,2024-09-22,405.0,Initial stock entry
1729,566,listed,2022-05-15,675.0,Initial stock entry
1730,566,price_reduced,2023-01-21,591.3,Seasonal markdown to 591.3E
1731,566,rental_eligible,2023-05-15,675.0,Crossed 12-month threshold -- eligible for rental program
1732,566,sold,2022-11-03,515.04,Final sale
1733,567,listed,2022-10-31,375.0,Initial stock entry
1734,567,rental_eligible,2023-10-31,375.0,Crossed 12-month threshold -- eligible for rental program
1735,567,sold,2023-03-12,292.58,Final sale
1736,568,listed,2024-06-28,405.0,Initial stock entry
1737,568,sold,2024-08-19,375.09,Final sale
1738,569,listed,2023-10-31,510.0,Initial stock entry
1739,569,rental_eligible,2024-10-30,510.0,Crossed 12-month threshold -- eligible for rental program
1740,569,sold,2024-10-10,410.08,Final sale
1741,570,listed,2023-06-17,325.0,Initial stock entry
1742,570,price_reduced,2024-06-09,239.38,Seasonal markdown to 239.38E
1743,570,rental_eligible,2024-06-16,325.0,Crossed 12-month threshold -- eligible for rental program
1744,570,sold,2024-01-05,220.73,Final sale
1745,571,listed,2022-11-26,525.0,Initial stock entry
1746,571,price_reduced,2023-08-11,395.49,Seasonal markdown to 395.49E
1747,571,rental_eligible,2023-11-26,525.0,Crossed 12-month threshold -- eligible for rental program
1748,571,sold,2023-09-25,307.12,Final sale
1749,572,listed,2024-06-21,510.0,Initial stock entry
1750,573,listed,2022-11-29,450.0,Initial stock entry
1751,573,price_reduced,2023-08-24,353.56,Seasonal markdown to 353.56E
1752,573,rental_eligible,2023-11-29,450.0,Crossed 12-month threshold -- eligible for rental program
1753,573,sold,2023-12-07,408.72,Final sale
1754,574,listed,2024-11-05,250.0,Initial stock entry
1755,574,sold,2025-02-07,230.19,Final sale
1756,575,listed,2022-03-24,465.0,Initial stock entry
1757,575,rental_eligible,2023-03-24,465.0,Crossed 12-month threshold -- eligible for rental program
1758,575,sold,2024-10-27,375.08,Final sale
1759,576,listed,2023-10-31,410.0,Initial stock entry
1760,576,rental_eligible,2024-10-30,410.0,Crossed 12-month threshold -- eligible for rental program
1761,576,sold,2024-02-22,291.72,Final sale
1762,577,listed,2024-07-01,490.0,Initial stock entry
1763,577,price_reduced,2025-03-06,379.23,Seasonal markdown to 379.23E
1764,577,sold,2024-09-26,352.96,Final sale
1765,578,listed,2022-04-25,480.0,Initial stock entry
1766,578,rental_eligible,2023-04-25,480.0,Crossed 12-month threshold -- eligible for rental program
1767,578,sold,2024-09-27,384.83,Final sale
1768,579,listed,2023-09-23,405.0,Initial stock entry
1769,579,price_reduced,2024-09-13,321.38,Seasonal markdown to 321.38E
1770,579,rental_eligible,2024-09-22,405.0,Crossed 12-month threshold -- eligible for rental program
1771,579,sold,2024-05-12,316.74,Final sale
1772,580,listed,2024-05-18,685.0,Initial stock entry
1773,580,sold,2024-10-31,396.24,Final sale
1774,581,listed,2024-02-09,670.0,Initial stock entry
