product_id,original_retail_price,months_at_enrollment,months_unsold_at_comparison,discount_pct,hypothetical_discount_price,total_gross_rental_revenue,total_operational_cost,total_net_rental_revenue,n_rentals,months_on_rental,rental_vs_discount_ratio,is_rental_more_profitable,product_name,brand,category_id,category_name
197,305.33,9.9,26.1,0.5,152.66,252.56,47.46,205.1,4,2.63,1.3435,1,JBL Audio SE,Sennheiser,6,Audio
198,138.98,9.9,26.4,0.5,69.49,730.47,135.2,595.27,5,5.39,8.5663,1,Bose Audio SE,JBL,6,Audio
199,136.0,9.9,15.1,0.3,95.2,667.47,138.14,529.33,5,3.38,5.5602,1,JBL Audio Pro,Bose,6,Audio
200,372.17,9.9,8.4,0.3,260.52,0.0,0.0,0.0,0,0.0,0.0,0,Bose Audio SE,Sony,6,Audio
201,515.52,9.9,33.2,0.6,206.21,615.11,136.4,478.71,5,3.61,2.3215,1,JBL Audio Lite,Sony,6,Audio
202,301.76,9.9,46.3,0.65,105.62,1058.65,209.34,849.31,6,4.11,8.0412,1,Sennheiser Audio Plus,Sony,6,Audio
203,387.9,9.9,17.5,0.3,271.53,765.41,137.34,628.07,5,4.37,2.3131,1,Sony Audio Plus,JBL,6,Audio
204,317.4,9.9,40.6,0.65,111.09,476.62,89.3,387.32,6,3.84,3.4865,1,Sennheiser Audio X,JBL,6,Audio
205,470.17,9.9,11.0,0.3,329.12,72.14,16.22,55.92,1,0.46,0.1699,0,Sennheiser Audio,Sony,6,Audio
206,1746.07,9.9,40.3,0.65,611.12,589.92,102.53,487.39,4,2.14,0.7975,0,JBL Audio Max,Sony,6,Audio
207,1398.35,9.9,22.9,0.4,839.01,1836.86,317.67,1519.19,4,4.4,1.8107,1,Sony Audio Pro,Sennheiser,6,Audio
208,467.43,9.9,23.9,0.4,280.46,820.4,129.77,690.63,6,4.37,2.4625,1,Bose Audio Ultra,Bose,6,Audio
209,455.15,9.9,6.1,0.3,318.6,0.0,0.0,0.0,0,0.0,0.0,0,Sennheiser Audio Ultra,JBL,6,Audio
210,249.2,9.9,16.2,0.3,174.44,305.55,48.52,257.03,4,3.38,1.4735,1,Sennheiser Audio X,Bose,6,Audio
211,417.01,9.9,31.4,0.6,166.8,919.58,183.36,736.22,6,4.07,4.4138,1,Sony Audio Lite,JBL,6,Audio
212,440.43,9.9,22.0,0.4,264.26,120.63,20.85,99.78,3,0.92,0.3776,0,Sony Audio Lite,Sennheiser,6,Audio
213,335.91,9.9,43.4,0.65,117.57,191.75,36.94,107.69,3,1.45,0.916,0,Sony Audio Max,Sennheiser,6,Audio
214,595.21,9.9,30.2,0.6,238.08,816.27,172.42,643.85,6,4.07,2.7043,1,Sennheiser Audio,JBL,6,Audio
215,283.55,9.9,20.2,0.4,170.13,544.29,119.37,424.92,4,3.15,2.4976,1,Bose Audio X,Bose,6,Audio
216,1323.53,9.9,10.3,0.3,926.47,183.19,27.48,155.71,1,0.46,0.1681,0,JBL Audio Max,Sennheiser,6,Audio
217,592.04,9.9,33.0,0.6,236.82,262.82,53.42,209.4,3,1.15,0.8842,0,Bose Audio,Sony,6,Audio
218,308.1,9.9,29.0,0.5,154.05,253.85,46.81,207.04,3,1.38,1.344,1,Sennheiser Audio X,JBL,6,Audio
219,512.96,9.9,26.5,0.5,256.48,904.44,177.19,727.25,6,4.83,2.8355,1,Sennheiser Audio SE,Sony,6,Audio
220,1691.35,9.9,13.6,0.3,1183.94,138.38,31.61,106.77,2,0.92,0.0902,0,Sony Audio Max,JBL,6,Audio
221,641.35,9.9,9.0,0.3,448.94,0.0,0.0,0.0,0,0.0,0.0,0,Bose Audio Lite,JBL,6,Audio
222,504.72,9.9,17.1,0.3,353.3,414.98,75.36,339.62,4,2.37,0.9613,0,JBL Audio X,Bose,6,Audio
223,436.56,9.9,11.7,0.3,305.59,154.24,28.0,126.24,1,0.99,0.4131,0,JBL Audio Max,JBL,6,Audio
224,570.55,9.9,15.3,0.3,399.38,521.05,103.51,417.54,5,3.61,1.0455,1,Bose Audio Plus,Bose,6,Audio
225,333.36,9.9,6.1,0.3,233.35,0.0,0.0,0.0,0,0.0,0.0,0,Sony Audio Pro,JBL,6,Audio
226,1519.34,9.9,22.9,0.4,911.6,1058.2,237.26,820.94,3,3.42,0.9005,0,Sony Audio Plus,Bose,6,Audio
227,322.45,9.9,15.6,0.3,225.71,237.59,47.8,189.79,4,1.38,0.8409,0,Sony Audio Lite,Bose,6,Audio
228,57.53,9.9,32.6,0.6,23.01,520.74,99.31,421.43,4,1.91,18.3151,1,Sennheiser Audio Lite,Bose,6,Audio
229,433.3,9.9,35.6,0.6,173.32,496.14,103.95,392.19,5,3.29,2.2628,1,Sony Gaming Max,Nintendo,7,Gaming
230,117.4,9.9,21.1,0.4,70.44,369.45,73.14,296.31,4,2.07,4.2066,1,Razer Gaming Max,Razer,7,Gaming
231,1700.15,9.9,22.1,0.4,1020.09,1304.92,240.7,1064.22,4,2.14,1.0433,1,Sony Gaming Lite,Sony,7,Gaming
232,57.03,9.9,12.0,0.3,39.92,146.89,29.29,117.6,2,0.92,2.9459,1,Sony Gaming SE,Sony,7,Gaming
233,1277.98,9.9,13.1,0.3,894.59,472.81,101.01,371.8,3,1.15,0.4156,0,Microsoft Gaming,Razer,7,Gaming
234,397.53,9.9,23.9,0.4,238.52,352.62,66.5,286.12,5,2.6,1.1996,1,Nintendo Gaming X,Sony,7,Gaming
235,1411.33,9.9,30.3,0.6,564.53,390.71,87.2,303.51,2,0.69,0.5376,0,Nintendo Gaming SE,Razer,7,Gaming
236,81.33,9.9,9.5,0.3,56.93,0.0,0.0,0.0,0,0.0,0.0,0,Sony Gaming SE,Nintendo,7,Gaming
237,1377.26,9.9,11.8,0.3,964.08,281.91,55.4,226.51,1,0.46,0.2349,0,Razer Gaming Plus,Nintendo,7,Gaming
238,839.06,9.9,31.6,0.6,335.62,514.84,113.64,401.2,4,2.53,1.1954,1,Sony Gaming Pro,Microsoft,7,Gaming
239,890.27,9.9,7.8,0.3,623.19,0.0,0.0,0.0,0,0.0,0.0,0,Razer Gaming Max,Razer,7,Gaming
240,407.61,9.9,7.4,0.3,285.33,0.0,0.0,0.0,0,0.0,0.0,0,Razer Gaming SE,Microsoft,7,Gaming
241,61.46,9.9,20.0,0.4,36.88,105.46,22.54,82.92,2,0.46,2.2484,1,Nintendo Gaming SE,Sony,7,Gaming
242,1769.03,9.9,37.2,0.65,619.16,1616.69,300.46,1316.23,6,3.06,2.1258,1,Sony Gaming Lite,Sony,7,Gaming
243,1452.16,9.9,18.3,0.4,871.3,601.77,107.15,494.62,3,1.38,0.5677,0,Razer Gaming Plus,Razer,7,Gaming
244,198.7,9.9,21.3,0.4,119.22,328.68,51.72,276.96,3,1.61,2.3231,1,Razer Gaming Lite,Microsoft,7,Gaming
245,310.49,9.9,11.0,0.3,217.34,52.23,9.07,43.16,1,0.46,0.1986,0,Nintendo Gaming SE,Microsoft,7,Gaming
246,183.52,9.9,40.4,0.65,64.23,294.96,57.62,237.34,3,2.14,3.6952,1,Nintendo Gaming,Microsoft,7,Gaming
247,1738.89,9.9,12.9,0.3,1217.22,871.64,152.57,719.07,3,1.38,0.5907,0,Microsoft Gaming X,Nintendo,7,Gaming
248,659.97,9.9,7.3,0.3,461.98,0.0,0.0,0.0,0,0.0,0.0,0,Nintendo Gaming Lite,Razer,7,Gaming
249,1088.01,9.9,21.4,0.4,652.81,507.38,115.01,392.37,2,1.22,0.601,0,Nintendo Gaming Lite,Microsoft,7,Gaming
250,1689.48,9.9,8.9,0.3,1182.64,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Gaming Plus,Nintendo,7,Gaming
251,324.0,9.9,6.3,0.3,226.8,0.0,0.0,0.0,0,0.0,0.0,0,Razer Gaming Pro,Sony,7,Gaming
252,188.93,9.9,25.8,0.5,94.47,205.09,37.99,167.1,5,2.37,1.7688,1,Razer Gaming,Nintendo,7,Gaming
253,600.53,9.9,24.1,0.5,300.26,388.14,68.32,319.82,5,2.3,1.0651,1,Sony Gaming X,Nintendo,7,Gaming
254,567.37,9.9,14.6,0.3,397.16,333.78,75.53,258.25,4,1.84,0.6502,0,Razer Gaming X,Razer,7,Gaming
255,1652.83,9.9,37.9,0.65,578.49,751.5,147.77,603.73,4,1.38,1.0436,1,Sony Gaming Pro,Microsoft,7,Gaming
256,432.65,9.9,14.9,0.3,302.85,399.06,71.84,327.22,5,1.84,1.0805,1,Nintendo Gaming X,Razer,7,Gaming
257,1515.73,9.9,8.8,0.3,1061.01,0.0,0.0,0.0,0,0.0,0.0,0,Razer Gaming Ultra,Razer,7,Gaming
258,227.6,9.9,14.3,0.3,159.32,421.61,71.51,350.1,4,2.37,2.1975,1,Razer Gaming Lite,Sony,7,Gaming
259,529.92,9.9,44.5,0.65,185.47,416.04,79.26,336.78,5,2.3,1.8158,1,Sony Gaming Max,Sony,7,Gaming
260,128.38,9.9,32.4,0.6,51.35,260.22,51.75,208.47,4,1.38,4.0598,1,Nintendo Gaming,Nintendo,7,Gaming
261,492.69,9.9,8.4,0.3,344.88,0.0,0.0,0.0,0,0.0,0.0,0,Sony Gaming Max,Razer,7,Gaming
262,501.7,9.9,23.1,0.4,301.02,110.99,21.28,89.71,2,0.69,0.298,0,Nintendo Gaming Plus,Microsoft,7,Gaming
263,307.54,9.9,12.6,0.3,215.28,63.91,10.33,53.58,2,0.69,0.2489,0,Sony Gaming Max,Sony,7,Gaming
264,573.17,9.9,18.5,0.4,343.9,346.66,61.7,284.96,3,2.14,0.8286,0,Sony Gaming Lite,Nintendo,7,Gaming
265,101.69,9.9,28.0,0.5,50.84,408.92,84.83,324.09,3,1.68,6.3747,1,Canon Camera Lite,Fujifilm,8,Cameras
266,514.48,9.9,37.9,0.65,180.07,630.88,118.66,512.22,6,3.55,2.8446,1,Fujifilm Camera Max,Nikon,8,Cameras
267,1201.31,9.9,17.5,0.3,840.92,581.38,121.04,460.34,3,1.68,0.5474,0,Fujifilm Camera Max,Fujifilm,8,Cameras
268,758.06,9.9,32.3,0.6,303.22,476.45,80.57,395.88,3,2.4,1.3056,1,Sony Camera Plus,Fujifilm,8,Cameras
269,1722.36,9.9,8.3,0.3,1205.65,0.0,0.0,0.0,0,0.0,0.0,0,Canon Camera Pro,Fujifilm,8,Cameras
270,1000.86,9.9,23.2,0.4,600.52,1058.96,214.71,844.25,4,3.91,1.4059,1,Sony Camera Pro,Nikon,8,Cameras
271,228.84,9.9,7.3,0.3,160.19,0.0,0.0,0.0,0,0.0,0.0,0,Sony Camera Ultra,Fujifilm,8,Cameras
272,1118.42,9.9,41.8,0.65,391.45,1064.96,183.28,881.68,5,2.86,2.2523,1,Canon Camera Plus,Nikon,8,Cameras
273,133.32,9.9,23.1,0.4,79.99,198.56,30.62,167.94,3,0.92,2.0995,1,Sony Camera,Nikon,8,Cameras
274,195.28,9.9,10.2,0.3,136.7,24.34,5.42,18.92,1,0.23,0.1384,0,Nikon Camera SE,Fujifilm,8,Cameras
275,456.65,9.9,18.6,0.4,273.99,1060.0,222.95,837.05,7,5.06,3.055,1,Sony Camera SE,Sony,8,Cameras
276,785.79,9.9,13.4,0.3,550.05,270.15,53.19,216.96,1,0.99,0.3944,0,Sony Camera,Nikon,8,Cameras
277,1062.74,9.9,12.7,0.3,743.92,240.29,38.53,201.76,2,0.69,0.2712,0,Nikon Camera Plus,Fujifilm,8,Cameras
278,65.28,9.9,13.0,0.3,45.7,148.35,23.24,125.11,2,1.45,2.7376,1,Fujifilm Camera Lite,Sony,8,Cameras
279,598.5,9.9,15.6,0.3,418.95,615.16,109.73,505.43,5,3.12,1.2064,1,Canon Camera Lite,Sony,8,Cameras
280,87.26,9.9,42.5,0.65,30.54,927.9,204.91,722.99,5,4.37,23.6735,1,Sony Camera Max,Nikon,8,Cameras
281,333.21,9.9,20.6,0.4,199.93,527.58,98.59,428.99,5,4.37,2.1457,1,Nikon Camera Pro,Sony,8,Cameras
282,348.45,9.9,20.8,0.4,209.07,385.97,67.74,318.23,5,2.07,1.5221,1,Fujifilm Camera Pro,Nikon,8,Cameras
283,364.54,9.9,9.0,0.3,255.18,0.0,0.0,0.0,0,0.0,0.0,0,Sony Camera SE,Nikon,8,Cameras
284,208.77,9.9,42.1,0.65,73.07,266.68,61.07,205.61,4,4.4,2.8139,1,Fujifilm Camera SE,Sony,8,Cameras
285,51.72,9.9,14.6,0.3,36.2,299.66,57.77,241.89,4,3.68,6.682,1,Sony Camera Ultra,Fujifilm,8,Cameras
286,406.0,9.9,14.1,0.3,284.2,467.9,80.63,387.27,3,2.96,1.3627,1,Canon Camera X,Sony,8,Cameras
287,167.95,9.9,32.2,0.6,67.18,432.95,88.75,344.2,3,1.91,5.1235,1,Canon Camera Max,Canon,8,Cameras
288,499.34,9.9,27.9,0.5,249.67,1040.18,197.98,842.2,5,3.88,3.3733,1,Canon Camera,Nikon,8,Cameras
289,496.25,9.9,10.2,0.3,347.38,103.17,20.33,82.84,1,0.46,0.2385,0,Nikon Camera Ultra,Fujifilm,8,Cameras
290,242.14,9.9,21.1,0.4,145.28,83.29,16.67,66.62,2,0.69,0.4586,0,Sony Camera Lite,Nikon,8,Cameras
291,428.76,9.9,6.8,0.3,300.13,0.0,0.0,0.0,0,0.0,0.0,0,Nikon Camera Pro,Canon,8,Cameras
292,180.58,9.9,22.6,0.4,108.35,525.96,102.39,423.57,6,5.12,3.9093,1,Canon Camera Lite,Fujifilm,8,Cameras
293,1414.68,9.9,7.4,0.3,990.28,0.0,0.0,0.0,0,0.0,0.0,0,Sony Camera X,Sony,8,Cameras
294,611.97,9.9,14.0,0.3,428.38,471.4,80.24,391.16,3,2.69,0.9131,0,Canon Camera Max,Fujifilm,8,Cameras
295,1212.67,9.9,18.2,0.4,727.6,925.7,160.31,765.39,5,2.89,1.0519,1,Canon Camera,Nikon,8,Cameras
296,550.94,9.9,11.6,0.3,385.66,24.23,4.23,20.0,1,0.23,0.0519,0,Canon Camera Pro,Canon,8,Cameras
297,198.38,9.9,23.2,0.4,119.03,273.71,44.45,229.26,3,1.94,1.9261,1,Sony Camera Max,Fujifilm,8,Cameras
298,148.51,9.9,18.2,0.4,89.11,618.26,125.55,492.71,5,2.6,5.5292,1,Fujifilm Camera Lite,Fujifilm,8,Cameras
299,432.41,9.9,19.8,0.4,259.45,672.7,142.73,529.97,4,3.68,2.0427,1,Sony Camera X,Sony,8,Cameras
300,1668.49,9.9,7.5,0.3,1167.94,0.0,0.0,0.0,0,0.0,0.0,0,Sony Camera X,Fujifilm,8,Cameras
301,503.31,9.9,19.4,0.4,301.99,578.7,117.27,461.43,5,4.14,1.528,1,Canon Camera Ultra,Nikon,8,Cameras
302,275.17,9.9,14.2,0.3,192.62,870.36,159.96,710.4,4,3.42,3.6881,1,Nikon Camera Max,Fujifilm,8,Cameras
303,129.99,9.9,14.1,0.25,97.49,361.03,81.3,279.73,3,2.43,2.8693,1,Sony TV SE,Sony,9,TVs
304,172.24,9.9,39.6,0.55,77.51,1213.47,238.49,974.98,5,6.41,12.5788,1,Philips TV Pro,Philips,9,TVs
305,1666.16,9.9,13.7,0.25,1249.62,2126.4,393.97,1732.43,3,3.42,1.3864,1,LG TV Ultra,Philips,9,TVs
306,199.42,9.9,23.2,0.3,139.59,1142.62,195.9,946.72,6,6.34,6.7821,1,Philips TV Ultra,Philips,9,TVs
307,469.7,9.9,20.4,0.3,328.79,993.96,184.29,809.67,5,6.37,2.4626,1,Sony TV Ultra,Samsung,9,TVs
308,96.92,9.9,8.3,0.25,72.69,0.0,0.0,0.0,0,0.0,0.0,0,Philips TV SE,Philips,9,TVs
309,575.37,9.9,23.2,0.3,402.76,875.6,193.11,682.49,3,3.94,1.6945,1,LG TV Plus,Samsung,9,TVs
310,571.27,9.9,21.5,0.3,399.89,714.49,129.1,585.39,3,3.91,1.4639,1,Sony TV X,Philips,9,TVs
311,1204.8,9.9,9.9,0.25,903.6,0.0,0.0,0.0,0,0.0,0.0,0,Sony TV Pro,Sony,9,TVs
312,262.48,9.9,27.5,0.4,157.49,1250.7,249.46,1001.24,5,6.41,6.3575,1,LG TV Plus,Sony,9,TVs
313,59.09,9.9,18.5,0.3,41.36,737.49,158.89,578.6,3,3.45,13.9894,1,Philips TV,LG,9,TVs
314,310.81,9.9,19.7,0.3,217.57,1972.83,396.43,1576.4,6,7.85,7.2455,1,LG TV SE,Philips,9,TVs
315,446.53,9.9,18.0,0.25,334.9,1079.35,205.52,873.83,6,6.34,2.6092,1,Philips TV Lite,Samsung,9,TVs
316,449.05,9.9,11.6,0.25,336.79,288.85,66.21,222.64,1,0.99,0.6611,0,Philips TV SE,Sony,9,TVs
317,556.76,9.9,9.5,0.25,417.57,0.0,0.0,0.0,0,0.0,0.0,0,LG TV Max,Philips,9,TVs
318,1511.15,9.9,20.7,0.3,1057.81,1249.73,252.5,997.23,3,3.42,0.9427,0,Philips TV Ultra,LG,9,TVs
319,530.65,9.9,24.3,0.4,318.39,1979.86,349.77,1630.09,6,8.87,5.1198,1,LG TV X,Philips,9,TVs
320,449.6,9.9,42.5,0.55,202.32,837.56,160.29,677.27,4,4.89,3.3475,1,Sony TV Plus,Samsung,9,TVs
321,276.29,9.9,8.0,0.25,207.22,0.0,0.0,0.0,0,0.0,0.0,0,Philips TV Pro,Philips,9,TVs
322,496.66,9.9,9.9,0.25,372.5,0.0,0.0,0.0,0,0.0,0.0,0,Sony TV,LG,9,TVs
323,1683.96,9.9,9.0,0.25,1262.97,0.0,0.0,0.0,0,0.0,0.0,0,LG TV Lite,LG,9,TVs
324,464.67,9.9,32.7,0.5,232.34,885.35,182.62,702.73,5,5.39,3.0246,1,Philips TV Ultra,Samsung,9,TVs
325,430.65,9.9,10.5,0.25,322.99,143.06,21.74,121.32,1,0.99,0.3756,0,Samsung TV Lite,Samsung,9,TVs
326,83.08,9.9,36.0,0.5,41.54,1162.78,255.19,907.59,5,6.34,21.8486,1,Sony TV Plus,LG,9,TVs
327,84.81,9.9,33.1,0.5,42.41,1180.63,222.18,958.45,8,6.24,22.5996,1,Sony TV Ultra,Samsung,9,TVs
328,261.8,9.9,12.0,0.25,196.35,292.35,46.51,245.84,2,1.45,1.252,1,Philips TV Plus,Samsung,9,TVs
329,505.16,9.9,28.0,0.4,303.1,1178.87,234.03,944.84,7,6.31,3.1173,1,Samsung TV Lite,Philips,9,TVs
330,115.73,9.9,21.2,0.3,81.01,951.3,179.96,389.33,4,4.89,4.8059,1,Sony TV SE,Samsung,9,TVs
331,568.95,9.9,35.3,0.5,284.48,1556.89,294.91,1261.98,6,8.34,4.4361,1,Samsung TV,LG,9,TVs
332,189.37,9.9,8.9,0.25,142.03,0.0,0.0,0.0,0,0.0,0.0,0,Samsung TV Pro,Sony,9,TVs
333,317.51,9.9,16.2,0.25,238.13,434.79,77.16,357.63,3,3.94,1.5018,1,LG TV Lite,Samsung,9,TVs
334,91.62,9.9,15.5,0.25,68.72,399.04,71.7,327.34,3,3.94,4.7634,1,Sony TV SE,LG,9,TVs
335,71.34,9.9,8.8,0.25,53.51,0.0,0.0,0.0,0,0.0,0.0,0,Philips Appliance Pro,Philips,10,Appliances
336,587.23,9.9,30.4,0.5,293.62,1731.87,306.5,1425.37,6,7.85,4.8545,1,Bosch Appliance Pro,Bosch,10,Appliances
337,737.76,9.9,9.3,0.25,553.32,0.0,0.0,0.0,0,0.0,0.0,0,Philips Appliance Plus,Philips,10,Appliances
338,186.38,9.9,33.8,0.5,93.19,1033.12,201.22,831.9,4,5.39,8.9269,1,Bosch Appliance X,Dyson,10,Appliances
339,394.33,9.9,11.2,0.25,295.75,492.48,75.25,417.23,1,1.48,1.4108,1,Tefal Appliance Pro,Bosch,10,Appliances
340,1390.39,9.9,8.6,0.25,1042.79,0.0,0.0,0.0,0,0.0,0.0,0,Philips Appliance,Philips,10,Appliances
341,904.73,9.9,47.1,0.55,407.13,499.88,90.26,409.62,2,1.97,1.0061,1,Bosch Appliance X,Dyson,10,Appliances
342,212.98,9.9,33.9,0.5,106.49,1200.14,235.27,964.87,6,7.39,9.0607,1,Philips Appliance,Philips,10,Appliances
343,638.13,9.9,34.3,0.5,319.06,925.26,200.36,724.9,5,4.37,2.272,1,Dyson Appliance Lite,Dyson,10,Appliances
344,529.42,9.9,19.6,0.3,370.59,1285.15,230.57,1054.58,6,8.38,2.8457,1,Philips Appliance Pro,Dyson,10,Appliances
345,343.33,9.9,34.3,0.5,171.66,584.12,96.4,487.72,3,3.45,2.8412,1,Dyson Appliance Pro,Philips,10,Appliances
346,573.5,9.9,42.3,0.55,258.07,1252.65,253.1,999.55,6,6.34,3.8732,1,Tefal Appliance Max,Bosch,10,Appliances
347,99.82,9.9,29.9,0.4,59.89,2103.8,375.32,1728.48,7,10.35,28.8609,1,Tefal Appliance SE,Philips,10,Appliances
348,172.2,9.9,31.7,0.5,86.1,770.83,121.44,649.39,3,3.91,7.5423,1,Dyson Appliance Max,Bosch,10,Appliances
349,82.54,9.9,11.1,0.25,61.91,104.84,17.69,87.15,1,0.99,1.4077,1,Bosch Appliance Lite,Philips,10,Appliances
350,864.54,9.9,6.6,0.25,648.4,0.0,0.0,0.0,0,0.0,0.0,0,Bosch Appliance X,Dyson,10,Appliances
351,217.22,9.9,13.3,0.25,162.91,196.88,31.11,165.77,2,1.94,1.0176,1,Bosch Appliance,Bosch,10,Appliances
352,323.39,9.9,44.7,0.55,145.53,1055.41,225.74,829.67,4,5.91,5.701,1,Philips Appliance Ultra,Dyson,10,Appliances
353,1628.63,9.9,22.4,0.3,1140.04,692.27,117.63,574.64,3,2.43,0.5041,0,Dyson Appliance Ultra,Bosch,10,Appliances
354,744.47,9.9,28.5,0.4,446.68,1978.08,404.67,1573.41,6,8.38,3.5225,1,Philips Appliance X,Philips,10,Appliances
355,252.2,9.9,7.7,0.25,189.15,0.0,0.0,0.0,0,0.0,0.0,0,Philips Appliance Pro,Dyson,10,Appliances
356,628.45,9.9,11.2,0.25,471.34,225.28,31.68,193.6,1,0.99,0.4107,0,Tefal Appliance Max,Tefal,10,Appliances
357,189.04,9.9,7.7,0.25,141.78,0.0,0.0,0.0,0,0.0,0.0,0,Bosch Appliance SE,Tefal,10,Appliances
358,131.63,9.9,9.8,0.25,98.72,0.0,0.0,0.0,0,0.0,0.0,0,Bosch Appliance Lite,Tefal,10,Appliances
359,74.5,9.9,46.9,0.55,33.52,1764.5,344.49,1420.01,7,9.86,42.3631,1,Philips Appliance,Bosch,10,Appliances
360,376.84,9.9,22.1,0.3,263.79,353.11,66.69,286.42,3,2.92,1.0858,1,Bosch Appliance X,Tefal,10,Appliances
361,493.56,9.9,33.9,0.5,246.78,641.4,104.63,536.77,3,4.43,2.1751,1,Philips Appliance Lite,Bosch,10,Appliances
362,88.97,9.9,31.0,0.5,44.48,955.45,173.11,653.11,5,4.86,14.6832,1,Bosch Appliance SE,Philips,10,Appliances
363,242.24,9.9,23.0,0.3,169.57,654.67,124.21,530.46,6,6.34,3.1283,1,Razer Keyboard Lite,Microsoft,11,Keyboards
364,148.91,9.9,16.6,0.25,111.68,1419.06,266.11,1152.95,4,5.91,10.3237,1,Microsoft Keyboard Plus,Corsair,11,Keyboards
365,457.94,9.9,34.4,0.5,228.97,1167.64,236.12,931.52,5,6.9,4.0683,1,Razer Keyboard Plus,Microsoft,11,Keyboards
366,852.38,9.9,25.6,0.4,511.43,2321.83,435.98,1885.85,7,7.85,3.6874,1,Microsoft Keyboard Ultra,Corsair,11,Keyboards
367,782.13,9.9,7.5,0.25,586.6,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Keyboard X,Corsair,11,Keyboards
368,143.8,9.9,28.7,0.4,86.28,1060.06,187.86,872.2,4,5.39,10.1089,1,Microsoft Keyboard Plus,Razer,11,Keyboards
369,77.52,9.9,40.5,0.55,34.88,434.21,82.01,352.2,3,2.43,10.0975,1,Razer Keyboard SE,Corsair,11,Keyboards
370,1396.59,9.9,37.3,0.55,628.47,1973.05,393.79,1579.26,4,4.43,2.5129,1,Microsoft Keyboard SE,Logitech,11,Keyboards
371,752.98,9.9,11.1,0.25,564.74,244.36,39.3,205.06,1,0.99,0.3631,0,Logitech Keyboard SE,Microsoft,11,Keyboards
372,151.94,9.9,33.4,0.5,75.97,905.16,169.35,735.81,6,5.39,9.6855,1,Microsoft Keyboard X,Microsoft,11,Keyboards
373,1683.25,9.9,34.5,0.5,841.62,1286.14,246.17,1039.97,2,2.46,1.2357,1,Logitech Keyboard X,Razer,11,Keyboards
374,600.04,9.9,21.0,0.3,420.03,516.47,99.62,416.85,3,2.92,0.9924,0,Corsair Keyboard Max,Razer,11,Keyboards
375,1263.73,9.9,16.0,0.25,947.8,1698.99,321.03,1377.96,3,3.91,1.4539,1,Microsoft Keyboard Lite,Microsoft,11,Keyboards
376,1648.34,9.9,14.3,0.25,1236.25,1809.3,331.38,1477.92,3,3.94,1.1955,1,Corsair Keyboard X,Razer,11,Keyboards
377,436.92,9.9,16.0,0.25,327.69,807.83,141.21,666.62,4,4.43,2.0343,1,Microsoft Keyboard Pro,Razer,11,Keyboards
378,159.54,9.9,30.7,0.5,79.77,700.41,123.43,576.98,4,3.88,7.233,1,Logitech Keyboard X,Corsair,11,Keyboards
379,132.66,9.9,26.7,0.4,79.6,410.52,65.0,345.52,3,2.92,4.3407,1,Razer Keyboard SE,Razer,11,Keyboards
380,528.03,9.9,21.0,0.3,369.62,898.73,199.21,699.52,3,5.42,1.8925,1,Corsair Keyboard Pro,Corsair,11,Keyboards
381,131.72,9.9,6.1,0.25,98.79,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Keyboard Ultra,Razer,11,Keyboards
382,1519.83,9.9,27.9,0.4,911.9,2683.73,541.7,2142.03,4,6.41,2.349,1,Razer Keyboard,Logitech,11,Keyboards
383,420.19,9.9,19.8,0.3,294.13,715.54,132.71,582.83,4,4.4,1.9815,1,Logitech Keyboard SE,Corsair,11,Keyboards
384,380.7,9.9,25.4,0.4,228.42,1661.61,309.71,1351.9,7,9.36,5.9185,1,Razer Keyboard Max,Corsair,11,Keyboards
385,358.78,9.9,22.4,0.3,251.15,974.45,196.67,777.78,6,7.85,3.0969,1,Logitech Keyboard Lite,Microsoft,11,Keyboards
386,100.71,9.9,21.5,0.3,70.5,1288.19,226.66,1061.53,5,7.88,15.0572,1,Corsair Keyboard SE,Logitech,11,Keyboards
387,64.79,9.9,15.9,0.25,48.59,497.79,100.83,396.96,4,3.94,8.1696,1,Microsoft Keyboard SE,Logitech,11,Keyboards
388,696.74,9.9,8.5,0.25,522.56,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Keyboard Max,Corsair,11,Keyboards
389,187.37,9.9,20.1,0.3,131.16,1460.33,259.28,1201.05,7,7.85,9.1571,1,Microsoft Keyboard Max,Razer,11,Keyboards
390,1177.53,9.9,11.9,0.25,883.15,155.35,26.4,128.95,1,0.46,0.146,0,Logitech Keyboard Max,Logitech,11,Keyboards
391,135.03,9.9,34.5,0.5,67.52,1145.99,211.27,934.72,6,5.81,13.8436,1,Corsair Keyboard X,Corsair,11,Keyboards
392,530.54,9.9,8.7,0.25,397.9,0.0,0.0,0.0,0,0.0,0.0,0,Microsoft Keyboard Lite,Corsair,11,Keyboards
393,52.19,9.9,23.8,0.3,36.53,1811.77,347.62,1464.15,8,8.84,40.0808,1,Corsair Keyboard,Logitech,11,Keyboards
394,128.51,9.9,22.0,0.3,89.96,807.66,146.88,660.78,5,5.42,7.3453,1,Razer Keyboard Plus,Microsoft,11,Keyboards
395,1742.9,9.9,33.7,0.5,871.45,2815.74,618.79,2196.95,6,6.87,2.521,1,Razer Keyboard X,Microsoft,11,Keyboards
