product_id,category_id,product_name,brand,original_retail_price,current_depreciated_value,condition_grade,listed_date,rental_eligible_date,retailer,is_active
218,4,Seraphine Running Shorts Blush,Seraphine,108.67,86.31,B,2023-04-19,2024-04-18,ASOS ES,1
219,4,Boob Design Sweat Set Sage Green,Boob Design,155.62,99.34,A,2022-04-03,2023-04-03,Seraphine PT,1
220,4,Baukjen Active Top Camel,Baukjen,81.01,74.25,A,2024-05-13,2025-05-13,El Corte Inglés ES,1
221,4,Baukjen Pilates Pants Floral Print,Baukjen,100.31,89.21,A,2024-02-15,2025-02-14,El Corte Inglés ES,1
222,4,H&M Mama Pilates Pants Slate Grey,H&M Mama,185.81,102.91,A,2021-05-05,2022-05-05,Seraphine PT,1
223,4,Baukjen Pilates Pants Black,Baukjen,138.58,127.98,B,2024-06-12,2025-06-12,Zara Online,1
224,4,Baukjen Gym Set Stripe,Baukjen,30.92,24.76,A,2023-05-19,2024-05-18,ASOS PT,1
225,4,Seraphine Active Top Burgundy,Seraphine,143.53,54.94,B,2020-06-02,2021-06-02,Zara Online,1
226,4,ASOS Maternity Active Top Ivory,ASOS Maternity,229.71,191.36,A,2023-08-18,2024-08-17,El Corte Inglés ES,1
227,4,ASOS Maternity Active Top Camel,ASOS Maternity,64.83,44.02,A,2022-01-05,2023-01-05,Zara Online,1
228,4,ASOS Maternity Yoga Leggings Stripe,ASOS Maternity,56.6,51.8,A,2024-04-30,2025-04-30,Seraphine PT,1
229,4,H&M Mama Active Top Navy,H&M Mama,52.81,30.93,B,2021-08-01,2022-08-01,El Corte Inglés ES,1
230,4,Baukjen Pilates Pants Stripe,Baukjen,55.4,33.39,A,2021-12-15,2022-12-15,ASOS PT,1
231,4,ASOS Maternity Gym Set Blush,ASOS Maternity,152.13,134.39,A,2024-03-21,2025-03-21,ASOS PT,1
232,4,Seraphine Support Leggings,Seraphine,38.46,30.9,B,2023-08-27,2024-08-26,ASOS PT,1
233,4,Baukjen Sports Bra Burgundy,Baukjen,63.55,42.98,C,2022-05-13,2023-05-13,ASOS PT,1
234,4,Baukjen Gym Set Slate Grey,Baukjen,69.8,54.24,B,2023-04-13,2024-04-12,Seraphine PT,1
235,4,Boob Design Running Shorts Camel,Boob Design,169.07,120.72,A,2022-06-18,2023-06-18,Seraphine PT,1
236,4,H&M Mama Gym Set,H&M Mama,65.69,53.31,A,2023-07-05,2024-07-04,ASOS PT,1
237,4,Baukjen Gym Set Navy,Baukjen,121.56,100.83,B,2023-09-24,2024-09-23,ASOS ES,1
238,4,Baukjen Pilates Pants Navy,Baukjen,110.11,80.21,A,2023-01-19,2024-01-19,El Corte Inglés ES,1
239,4,H&M Mama Yoga Leggings Burgundy,H&M Mama,38.43,30.43,A,2023-05-15,2024-05-14,Zara Online,1
240,4,ASOS Maternity Running Shorts Black,ASOS Maternity,92.3,80.17,A,2023-11-21,2024-11-20,Seraphine PT,1
241,4,Seraphine Support Leggings Navy,Seraphine,31.01,25.33,B,2023-09-28,2024-09-27,El Corte Inglés ES,1
242,4,H&M Mama Pilates Pants Camel,H&M Mama,64.22,55.02,B,2023-11-29,2024-11-28,El Corte Inglés ES,1
243,4,H&M Mama Sports Bra Black,H&M Mama,158.47,133.48,A,2023-09-03,2024-09-02,ASOS PT,1
244,4,Baukjen Active Top Camel,Baukjen,97.97,62.34,A,2021-11-21,2022-11-21,ASOS PT,1
245,4,Boob Design Support Leggings Blush,Boob Design,85.58,59.74,A,2022-08-24,2023-08-24,Seraphine PT,1
246,4,Boob Design Sports Bra Stripe,Boob Design,75.56,61.32,C,2023-08-10,2024-08-09,ASOS PT,1
247,4,Boob Design Active Top Slate Grey,Boob Design,67.03,48.97,C,2023-01-11,2024-01-11,ASOS PT,1
248,4,Baukjen Support Leggings Sage Green,Baukjen,75.66,50.93,C,2022-06-28,2023-06-28,ASOS PT,1
249,4,Boob Design Sports Bra Sage Green,Boob Design,152.21,143.51,A,2024-06-27,2025-06-27,El Corte Inglés ES,1
250,4,Boob Design Sweat Set Blush,Boob Design,98.1,89.48,A,2024-03-20,2025-03-20,ASOS PT,1
251,4,Seraphine Gym Set Black,Seraphine,71.75,64.74,A,2024-04-08,2025-04-08,ASOS PT,1
252,4,ASOS Maternity Gym Set Floral Print,ASOS Maternity,250.43,208.88,A,2023-07-27,2024-07-26,Seraphine PT,1
253,4,ASOS Maternity Sports Bra Slate Grey,ASOS Maternity,87.15,63.52,A,2022-12-18,2023-12-18,Zara Online,1
254,4,Seraphine Yoga Leggings Blush,Seraphine,52.8,37.6,A,2022-11-17,2023-11-17,ASOS ES,1
255,4,H&M Mama Pilates Pants,H&M Mama,103.18,83.18,A,2023-05-17,2024-05-16,ASOS PT,1
256,4,H&M Mama Pilates Pants Ivory,H&M Mama,103.28,93.19,B,2024-03-14,2025-03-14,ASOS PT,1
257,4,Boob Design Active Top,Boob Design,184.76,89.83,A,2020-08-21,2021-08-21,ASOS ES,1
258,4,Baukjen Active Top Slate Grey,Baukjen,50.69,47.39,A,2024-06-17,2025-06-17,El Corte Inglés ES,1
259,4,Seraphine Support Leggings Stripe,Seraphine,100.99,82.11,C,2023-09-25,2024-09-24,Seraphine PT,1
260,4,Baukjen Gym Set Stripe,Baukjen,26.55,21.77,C,2023-08-20,2024-08-19,Zara Online,1
261,5,Boob Design Nursing Jumpsuit Slate Grey,Boob Design,153.07,132.92,A,2024-01-19,2025-01-18,El Corte Inglés ES,1
262,5,Boob Design Wrap Nursing Top Black,Boob Design,80.97,71.95,A,2024-01-02,2025-01-01,ASOS PT,1
263,5,Boob Design Postpartum Support Shorts Blush,Boob Design,142.43,86.08,B,2021-01-27,2022-01-27,ASOS ES,1
264,5,Boob Design Nursing Dress Sage Green,Boob Design,95.77,79.57,A,2023-06-23,2024-06-22,Seraphine PT,1
265,5,ASOS Maternity Wrap Nursing Top Ivory,ASOS Maternity,89.18,65.09,B,2022-09-20,2023-09-20,El Corte Inglés ES,1
266,5,Seraphine Nursing Jumpsuit,Seraphine,65.56,41.9,B,2022-04-16,2023-04-16,Seraphine PT,1
267,5,Boob Design Wrap Nursing Top Navy,Boob Design,67.79,49.7,A,2022-08-18,2023-08-18,Zara Online,1
268,5,Boob Design Nursing Dress,Boob Design,28.64,25.74,A,2024-02-27,2025-02-26,Zara Online,1
269,5,JoJo Maman Bébé Lounge Set Navy,JoJo Maman Bébé,90.5,82.15,B,2024-03-19,2025-03-19,ASOS PT,1
270,5,Boob Design Lounge Set,Boob Design,83.47,72.7,B,2024-01-01,2024-12-31,ASOS ES,1
271,5,H&M Mama Nursing Top Navy,H&M Mama,157.05,140.61,A,2024-02-23,2025-02-22,ASOS ES,1
272,5,Boob Design Nursing Jumpsuit Camel,Boob Design,74.47,58.91,A,2023-03-18,2024-03-17,Zara Online,1
273,5,ASOS Maternity Nursing Dress Ivory,ASOS Maternity,92.0,82.48,B,2024-02-08,2025-02-07,El Corte Inglés ES,1
274,5,Boob Design Nursing Jumpsuit Sage Green,Boob Design,24.78,20.23,B,2023-09-27,2024-09-26,ASOS PT,1
275,5,Seraphine Postpartum Support Shorts Sage Green,Seraphine,58.84,34.09,B,2021-09-01,2022-09-01,Seraphine PT,1
276,5,Boob Design Postpartum Leggings Slate Grey,Boob Design,150.3,140.15,A,2024-06-20,2025-06-20,El Corte Inglés ES,1
277,5,ASOS Maternity Postpartum Support Shorts Navy,ASOS Maternity,36.24,33.38,A,2024-04-03,2025-04-03,ASOS ES,1
278,5,Boob Design Wrap Nursing Top Floral Print,Boob Design,20.59,18.94,A,2024-05-26,2025-05-26,ASOS PT,1
279,5,ASOS Maternity Nursing Dress,ASOS Maternity,131.08,105.02,B,2023-05-16,2024-05-15,El Corte Inglés ES,1
280,5,H&M Mama Lounge Set Black,H&M Mama,27.25,20.34,A,2022-11-25,2023-11-25,ASOS PT,1
281,5,H&M Mama Postpartum Leggings Slate Grey,H&M Mama,43.51,38.13,A,2023-12-28,2024-12-27,Seraphine PT,1
282,5,Seraphine Postpartum Leggings Sage Green,Seraphine,24.93,21.86,A,2023-10-13,2024-10-12,ASOS ES,1
283,5,Seraphine Postpartum Support Shorts Camel,Seraphine,42.5,39.45,B,2024-06-20,2025-06-20,El Corte Inglés ES,1
284,5,Seraphine Wrap Nursing Top,Seraphine,129.84,87.92,B,2022-01-17,2023-01-17,ASOS PT,1
285,5,Boob Design Postpartum Support Shorts Blush,Boob Design,157.74,136.84,A,2023-12-05,2024-12-04,ASOS PT,1
286,5,ASOS Maternity Postpartum Leggings Slate Grey,ASOS Maternity,21.75,20.19,A,2024-06-26,2025-06-26,El Corte Inglés ES,1
287,5,JoJo Maman Bébé Postpartum Support Shorts Floral Print,JoJo Maman Bébé,73.3,66.91,A,2024-04-04,2025-04-04,Seraphine PT,1
288,5,H&M Mama Postpartum Leggings Sage Green,H&M Mama,49.03,44.9,C,2024-03-05,2025-03-05,ASOS ES,1
289,5,ASOS Maternity Nursing Jumpsuit Stripe,ASOS Maternity,93.44,84.18,B,2024-02-26,2025-02-25,Zara Online,1
290,5,Seraphine Postpartum Support Shorts,Seraphine,92.59,84.95,A,2024-03-09,2025-03-09,Zara Online,1
291,5,ASOS Maternity Lounge Set Burgundy,ASOS Maternity,38.01,34.23,B,2024-02-15,2025-02-14,Seraphine PT,1
292,5,Seraphine Postpartum Leggings Ivory,Seraphine,236.39,200.34,A,2023-07-07,2024-07-06,Seraphine PT,1
293,5,ASOS Maternity Nursing Dress Burgundy,ASOS Maternity,35.55,27.27,B,2022-08-16,2023-08-16,ASOS ES,1
294,5,JoJo Maman Bébé Wrap Nursing Top Black,JoJo Maman Bébé,49.39,43.28,B,2024-02-11,2025-02-10,Seraphine PT,1
295,5,Boob Design Postpartum Support Shorts Floral Print,Boob Design,87.36,69.35,C,2023-06-06,2024-06-05,ASOS ES,1
296,5,Boob Design Lounge Set Stripe,Boob Design,90.12,74.62,A,2023-07-01,2024-06-30,ASOS PT,1
297,5,Seraphine Postpartum Leggings Stripe,Seraphine,112.42,59.32,A,2021-01-26,2022-01-26,Zara Online,1
298,5,Seraphine Lounge Set Stripe,Seraphine,121.16,109.56,A,2024-04-03,2025-04-03,ASOS ES,1
299,5,H&M Mama Postpartum Support Shorts Floral Print,H&M Mama,79.6,66.36,A,2023-08-04,2024-08-03,ASOS PT,1
300,5,Boob Design Postpartum Support Shorts Ivory,Boob Design,20.05,18.86,B,2024-06-23,2025-06-23,Zara Online,1
301,5,Boob Design Postpartum Leggings Slate Grey,Boob Design,68.63,58.52,A,2023-09-18,2024-09-17,Seraphine PT,1
302,5,Seraphine Nursing Top Burgundy,Seraphine,132.55,88.92,A,2022-05-19,2023-05-19,Seraphine PT,1
303,5,H&M Mama Postpartum Leggings Sage Green,H&M Mama,67.1,54.27,A,2023-06-25,2024-06-24,Zara Online,1
304,5,Boob Design Postpartum Support Shorts Floral Print,Boob Design,62.74,56.97,A,2024-03-22,2025-03-22,ASOS ES,1
305,5,Boob Design Wrap Nursing Top Ivory,Boob Design,87.8,79.17,C,2024-02-19,2025-02-18,Zara Online,1
306,5,Seraphine Postpartum Leggings Burgundy,Seraphine,87.72,76.02,A,2023-12-12,2024-12-11,Zara Online,1
307,5,Boob Design Postpartum Leggings Blush,Boob Design,72.3,45.03,B,2021-11-03,2022-11-03,El Corte Inglés ES,1
308,5,Boob Design Wrap Nursing Top Blush,Boob Design,74.33,50.85,C,2022-06-26,2023-06-26,Seraphine PT,1
309,5,Seraphine Postpartum Support Shorts Stripe,Seraphine,148.53,121.64,C,2023-08-17,2024-08-16,Zara Online,1
310,5,Boob Design Nursing Jumpsuit Sage Green,Boob Design,210.24,142.65,A,2022-03-01,2023-03-01,ASOS PT,1
311,5,H&M Mama Lounge Set,H&M Mama,70.03,63.67,A,2024-03-14,2025-03-14,ASOS PT,1
312,5,Boob Design Postpartum Leggings Slate Grey,Boob Design,138.5,119.62,A,2023-08-19,2024-08-18,ASOS ES,1
313,5,Boob Design Nursing Top Sage Green,Boob Design,97.36,85.27,C,2024-01-03,2025-01-02,El Corte Inglés ES,1
314,5,Boob Design Postpartum Leggings Burgundy,Boob Design,40.38,28.4,A,2022-07-09,2023-07-09,Zara Online,1
315,5,JoJo Maman Bébé Nursing Jumpsuit,JoJo Maman Bébé,79.73,71.9,A,2024-01-27,2025-01-26,El Corte Inglés ES,1
316,6,Isabella Oliver Cocktail Dress,Isabella Oliver,169.21,156.76,B,2023-08-23,2024-08-22,El Corte Inglés ES,1
317,6,Isabella Oliver Wedding Guest Dress Camel,Isabella Oliver,285.03,252.55,A,2022-08-07,2023-08-07,El Corte Inglés ES,1
318,6,Tiffany Rose Bridesmaid Dress Burgundy,Tiffany Rose,253.63,239.25,B,2023-12-09,2024-12-08,Seraphine PT,1
319,6,ASOS Maternity Floral Gown Camel,ASOS Maternity,299.84,286.21,A,2024-02-29,2025-02-28,ASOS ES,1
320,6,Tiffany Rose Lace Occasion Dress Navy,Tiffany Rose,214.69,199.72,B,2023-09-13,2024-09-12,Seraphine PT,1
321,6,Tiffany Rose Bridesmaid Dress,Tiffany Rose,342.36,316.3,A,2023-01-06,2024-01-06,ASOS PT,1
322,6,Tiffany Rose Satin Slip Dress Blush,Tiffany Rose,248.5,237.27,A,2023-06-30,2024-06-29,Zara Online,1
323,6,Seraphine Bridesmaid Dress Navy,Seraphine,301.72,244.93,B,2021-05-16,2022-05-16,El Corte Inglés ES,1
324,6,Isabella Oliver Wedding Guest Dress Stripe,Isabella Oliver,296.35,265.59,A,2023-04-01,2024-03-31,El Corte Inglés ES,1
325,6,Seraphine Satin Slip Dress Floral Print,Seraphine,345.12,331.7,A,2024-02-22,2025-02-21,ASOS PT,1
326,6,Isabella Oliver Bridesmaid Dress Slate Grey,Isabella Oliver,348.43,334.69,A,2024-03-15,2025-03-15,Seraphine PT,1
327,6,Tiffany Rose Evening Gown Navy,Tiffany Rose,94.85,88.81,A,2023-11-18,2024-11-17,Seraphine PT,1
328,6,ASOS Maternity Bridesmaid Dress Floral Print,ASOS Maternity,213.56,191.89,A,2023-05-10,2024-05-09,Zara Online,1
329,6,ASOS Maternity Cocktail Dress Blush,ASOS Maternity,310.58,288.49,B,2023-04-10,2024-04-09,ASOS PT,1
330,6,Seraphine Cocktail Dress Camel,Seraphine,239.45,232.12,A,2024-03-03,2025-03-03,ASOS PT,1
331,6,Isabella Oliver Evening Gown Black,Isabella Oliver,201.11,196.22,A,2024-03-10,2025-03-10,Zara Online,1
332,6,Isabella Oliver Floral Gown Burgundy,Isabella Oliver,214.14,198.85,A,2023-06-01,2024-05-31,Seraphine PT,1
333,6,Tiffany Rose Lace Occasion Dress Stripe,Tiffany Rose,211.92,193.96,A,2023-03-31,2024-03-30,El Corte Inglés ES,1
334,6,Isabella Oliver Bridesmaid Dress Black,Isabella Oliver,202.89,191.54,A,2023-09-12,2024-09-11,El Corte Inglés ES,1
335,6,Seraphine Satin Slip Dress Burgundy,Seraphine,261.77,251.64,A,2024-05-06,2025-05-06,Seraphine PT,1
336,6,Isabella Oliver Cocktail Dress Navy,Isabella Oliver,314.31,306.02,B,2024-06-21,2025-06-21,El Corte Inglés ES,1
337,6,Isabella Oliver Satin Slip Dress Navy,Isabella Oliver,248.56,217.74,A,2022-09-18,2023-09-18,Zara Online,1
338,6,Seraphine Floral Gown Black,Seraphine,172.74,148.47,A,2022-07-14,2023-07-14,ASOS PT,1
339,6,Tiffany Rose Cocktail Dress Camel,Tiffany Rose,112.78,103.99,B,2023-01-06,2024-01-06,Zara Online,1
340,6,Baukjen Wrap Occasion Dress,Baukjen,258.17,242.07,A,2023-07-07,2024-07-06,ASOS PT,1
341,6,Tiffany Rose Lace Occasion Dress,Tiffany Rose,138.34,132.5,C,2023-09-15,2024-09-14,ASOS PT,1
342,6,Tiffany Rose Satin Slip Dress Camel,Tiffany Rose,327.39,312.49,A,2023-08-19,2024-08-18,ASOS PT,1
343,6,Seraphine Wrap Occasion Dress Camel,Seraphine,212.11,195.82,A,2023-09-05,2024-09-04,ASOS PT,1
344,6,Isabella Oliver Wedding Guest Dress Sage Green,Isabella Oliver,185.82,174.47,A,2023-06-08,2024-06-07,Zara Online,1
345,6,Isabella Oliver Wedding Guest Dress Burgundy,Isabella Oliver,201.5,195.79,A,2024-03-10,2025-03-10,Seraphine PT,1
346,6,Isabella Oliver Satin Slip Dress Navy,Isabella Oliver,135.69,127.0,A,2023-10-27,2024-10-26,El Corte Inglés ES,1
347,6,Isabella Oliver Evening Gown,Isabella Oliver,253.91,236.8,A,2023-04-29,2024-04-28,Seraphine PT,1
348,6,Tiffany Rose Wrap Occasion Dress Burgundy,Tiffany Rose,325.2,316.53,B,2024-05-17,2025-05-17,ASOS PT,1
349,6,Seraphine Satin Slip Dress Black,Seraphine,163.11,140.84,B,2022-01-13,2023-01-13,ASOS PT,1
350,6,Isabella Oliver Wedding Guest Dress Black,Isabella Oliver,211.42,202.13,B,2024-03-19,2025-03-19,Zara Online,1
351,6,Seraphine Evening Gown Navy,Seraphine,337.38,322.56,C,2024-06-12,2025-06-12,ASOS ES,1
352,6,Seraphine Cocktail Dress Slate Grey,Seraphine,292.48,240.81,A,2020-01-30,2021-01-29,ASOS ES,1
353,6,Seraphine Wrap Occasion Dress Blush,Seraphine,284.72,263.45,A,2022-07-06,2023-07-06,El Corte Inglés ES,1
354,6,Baukjen Lace Occasion Dress Sage Green,Baukjen,182.89,176.67,B,2023-12-05,2024-12-04,ASOS PT,1
355,6,Baukjen Evening Gown Black,Baukjen,209.41,201.31,A,2024-03-24,2025-03-24,Zara Online,1
356,6,Isabella Oliver Bridesmaid Dress Camel,Isabella Oliver,154.0,136.43,A,2023-01-20,2024-01-20,El Corte Inglés ES,1
357,6,Seraphine Cocktail Dress Black,Seraphine,324.82,294.98,A,2023-03-16,2024-03-15,Zara Online,1
358,6,Baukjen Floral Gown Stripe,Baukjen,315.97,307.67,C,2024-05-25,2025-05-25,ASOS ES,1
359,6,Isabella Oliver Wrap Occasion Dress Stripe,Isabella Oliver,326.7,298.44,A,2023-01-29,2024-01-29,Seraphine PT,1
360,6,Isabella Oliver Satin Slip Dress,Isabella Oliver,389.31,341.67,B,2022-09-10,2023-09-10,Seraphine PT,1
361,6,Seraphine Lace Occasion Dress Sage Green,Seraphine,282.92,275.25,A,2024-06-29,2025-06-29,ASOS PT,1
362,6,Baukjen Floral Gown,Baukjen,158.03,153.38,B,2024-06-03,2025-06-03,ASOS PT,1
363,6,Seraphine Evening Gown Camel,Seraphine,207.5,176.6,C,2021-12-10,2022-12-10,ASOS PT,1
364,6,Tiffany Rose Wrap Occasion Dress Burgundy,Tiffany Rose,239.83,223.2,A,2023-04-20,2024-04-19,ASOS PT,1
365,6,ASOS Maternity Lace Occasion Dress Stripe,ASOS Maternity,265.01,238.85,A,2022-10-23,2023-10-23,ASOS PT,1
366,7,JoJo Maman Bébé Belted Coat Stripe,JoJo Maman Bébé,236.34,229.72,B,2024-01-25,2025-01-24,Seraphine PT,1
367,7,JoJo Maman Bébé Puffer Jacket Blush,JoJo Maman Bébé,188.23,178.65,C,2023-04-22,2024-04-21,El Corte Inglés ES,1
368,7,JoJo Maman Bébé Wool Blend Coat Burgundy,JoJo Maman Bébé,184.5,171.0,A,2022-07-25,2023-07-25,ASOS PT,1
369,7,Seraphine Waterproof Jacket Floral Print,Seraphine,319.41,300.29,A,2023-11-02,2024-11-01,Zara Online,1
370,7,Seraphine Maternity Coat Burgundy,Seraphine,107.68,104.17,B,2024-02-01,2025-01-31,ASOS PT,1
371,7,Seraphine Belted Coat Black,Seraphine,434.59,418.54,B,2024-02-20,2025-02-19,El Corte Inglés ES,1
372,7,Isabella Oliver Puffer Jacket Blush,Isabella Oliver,324.7,309.94,B,2023-10-14,2024-10-13,ASOS PT,1
373,7,JoJo Maman Bébé Wool Blend Coat Burgundy,JoJo Maman Bébé,325.86,302.82,B,2023-12-27,2024-12-26,El Corte Inglés ES,1
374,7,Isabella Oliver Puffer Jacket Stripe,Isabella Oliver,292.16,259.78,C,2023-05-09,2024-05-08,Seraphine PT,1
375,7,JoJo Maman Bébé Waterproof Jacket Black,JoJo Maman Bébé,200.75,188.14,B,2022-11-28,2023-11-28,ASOS PT,1
376,7,Seraphine Trench Coat Sage Green,Seraphine,354.81,341.05,B,2023-09-16,2024-09-15,Seraphine PT,1
377,7,JoJo Maman Bébé Belted Coat Navy,JoJo Maman Bébé,298.14,282.22,B,2023-06-20,2024-06-19,ASOS ES,1
378,7,Seraphine Wool Blend Coat Navy,Seraphine,423.68,407.12,B,2024-02-09,2025-02-08,ASOS ES,1
379,7,Isabella Oliver Puffer Jacket Sage Green,Isabella Oliver,272.24,260.27,A,2024-04-20,2025-04-20,ASOS ES,1
380,7,Seraphine Maternity Coat Navy,Seraphine,186.62,147.35,A,2020-10-28,2021-10-28,ASOS PT,1
381,7,JoJo Maman Bébé Belted Coat Black,JoJo Maman Bébé,176.53,167.41,A,2023-12-07,2024-12-06,El Corte Inglés ES,1
382,7,Seraphine Puffer Jacket Navy,Seraphine,215.04,209.67,B,2024-03-02,2025-03-02,El Corte Inglés ES,1
383,7,Seraphine Maternity Coat Stripe,Seraphine,384.95,362.74,C,2023-01-29,2024-01-29,ASOS PT,1
384,7,Isabella Oliver Waterproof Jacket Camel,Isabella Oliver,196.49,180.61,B,2022-09-17,2023-09-17,Seraphine PT,1
385,7,Isabella Oliver Trench Coat Burgundy,Isabella Oliver,95.41,93.44,C,2024-04-27,2025-04-27,Zara Online,1
386,7,Baukjen Puffer Jacket Ivory,Baukjen,266.5,246.23,B,2022-09-19,2023-09-19,ASOS PT,1
387,7,Baukjen Wool Blend Coat Slate Grey,Baukjen,190.71,180.59,A,2023-09-24,2024-09-23,ASOS PT,1
388,7,JoJo Maman Bébé Maternity Coat Sage Green,JoJo Maman Bébé,151.39,144.69,A,2024-01-25,2025-01-24,ASOS PT,1
389,7,Baukjen Waterproof Jacket Blush,Baukjen,184.52,167.99,A,2022-01-06,2023-01-06,El Corte Inglés ES,1
390,7,Isabella Oliver Padded Jacket Floral Print,Isabella Oliver,366.62,332.19,A,2022-10-12,2023-10-12,Seraphine PT,1
391,7,Baukjen Wool Blend Coat Floral Print,Baukjen,298.1,288.83,A,2024-05-21,2025-05-21,El Corte Inglés ES,1
392,7,Isabella Oliver Waterproof Jacket Burgundy,Isabella Oliver,273.83,265.67,A,2024-06-27,2025-06-27,ASOS PT,1
393,7,Isabella Oliver Waterproof Jacket Burgundy,Isabella Oliver,94.75,91.32,A,2024-03-23,2025-03-23,Zara Online,1
394,7,Baukjen Maternity Coat Slate Grey,Baukjen,318.19,302.55,A,2023-05-13,2024-05-12,Seraphine PT,1
395,7,Baukjen Trench Coat Navy,Baukjen,228.21,217.16,A,2024-02-10,2025-02-09,Seraphine PT,1
396,7,JoJo Maman Bébé Waterproof Jacket Sage Green,JoJo Maman Bébé,151.13,132.49,A,2021-06-03,2022-06-03,Seraphine PT,1
397,7,Isabella Oliver Waterproof Jacket Blush,Isabella Oliver,329.54,317.25,B,2023-12-05,2024-12-04,Seraphine PT,1
398,7,H&M Mama Wool Blend Coat Stripe,H&M Mama,331.86,295.98,A,2022-09-06,2023-09-06,ASOS PT,1
399,7,Isabella Oliver Waterproof Jacket Ivory,Isabella Oliver,436.98,399.78,A,2023-10-01,2024-09-30,Seraphine PT,1
400,7,JoJo Maman Bébé Trench Coat Slate Grey,JoJo Maman Bébé,372.5,313.82,A,2022-07-09,2023-07-09,ASOS ES,1
401,7,Isabella Oliver Trench Coat Burgundy,Isabella Oliver,211.31,205.13,A,2024-01-10,2025-01-09,Seraphine PT,1
402,7,JoJo Maman Bébé Belted Coat Slate Grey,JoJo Maman Bébé,311.86,300.8,C,2023-11-23,2024-11-22,Seraphine PT,1
403,7,Isabella Oliver Puffer Jacket Ivory,Isabella Oliver,159.13,148.24,A,2023-06-08,2024-06-07,ASOS ES,1
404,7,Seraphine Maternity Coat Camel,Seraphine,346.28,339.48,A,2024-05-06,2025-05-06,Zara Online,1
405,7,Baukjen Maternity Coat Floral Print,Baukjen,315.25,290.48,A,2022-05-20,2023-05-20,ASOS PT,1
406,8,Seraphine Sleep Bra Floral Print,Seraphine,16.56,7.47,A,2021-11-20,2022-11-20,Seraphine PT,1
407,8,H&M Mama Nursing Bra Camel,H&M Mama,21.62,19.84,B,2024-06-11,2025-06-11,El Corte Inglés ES,1
408,8,Boob Design Support Band Navy,Boob Design,17.38,9.62,A,2021-11-01,2022-11-01,Zara Online,1
409,8,H&M Mama Maternity Brief Slate Grey,H&M Mama,90.98,45.17,B,2021-01-15,2022-01-15,ASOS PT,1
410,8,H&M Mama Maternity Brief,H&M Mama,28.05,21.37,A,2023-07-26,2024-07-25,El Corte Inglés ES,1
411,8,H&M Mama Support Band Navy,H&M Mama,39.62,29.03,A,2023-03-12,2024-03-11,Zara Online,1
412,8,Boob Design Maternity Brief Floral Print,Boob Design,74.77,57.36,A,2023-05-04,2024-05-03,Zara Online,1
413,8,H&M Mama Maternity Brief Sage Green,H&M Mama,23.33,17.19,B,2023-05-03,2024-05-02,Zara Online,1
414,8,Seraphine Sleep Bra Black,Seraphine,15.43,10.48,A,2022-05-12,2023-05-12,Seraphine PT,1
415,8,Boob Design Sleep Bra Camel,Boob Design,28.03,17.7,A,2022-08-23,2023-08-23,ASOS PT,1
416,8,Boob Design Maternity Brief Sage Green,Boob Design,27.46,24.78,A,2024-05-01,2025-05-01,Zara Online,1
417,8,Seraphine Nursing Bra Blush,Seraphine,27.44,14.84,C,2022-01-30,2023-01-30,Zara Online,1
418,8,Seraphine Sleep Bra Floral Print,Seraphine,50.63,39.57,C,2023-08-31,2024-08-30,El Corte Inglés ES,1
419,8,ASOS Maternity Maternity Brief Burgundy,ASOS Maternity,97.81,84.33,B,2024-01-03,2025-01-02,Seraphine PT,1
420,8,H&M Mama Maternity Brief,H&M Mama,34.52,28.87,A,2023-11-06,2024-11-05,El Corte Inglés ES,1
421,8,ASOS Maternity Sleep Bra Navy,ASOS Maternity,55.14,41.7,B,2023-04-11,2024-04-10,Zara Online,1
422,8,Boob Design Support Band,Boob Design,13.38,8.3,B,2022-08-10,2023-08-10,ASOS PT,1
423,8,Seraphine Sleep Bra Slate Grey,Seraphine,67.51,53.28,A,2023-06-19,2024-06-18,El Corte Inglés ES,1
424,8,Seraphine Sleep Bra Sage Green,Seraphine,123.03,107.82,A,2024-04-14,2025-04-14,Seraphine PT,1
425,8,H&M Mama Maternity Brief Ivory,H&M Mama,46.93,41.1,A,2024-03-14,2025-03-14,ASOS PT,1
426,8,ASOS Maternity Sleep Bra,ASOS Maternity,100.72,75.86,C,2023-04-03,2024-04-02,ASOS PT,1
427,8,H&M Mama Support Band Ivory,H&M Mama,22.17,11.21,B,2021-09-07,2022-09-07,ASOS PT,1
428,8,Seraphine Maternity Brief Slate Grey,Seraphine,32.5,15.5,A,2020-04-27,2021-04-27,Zara Online,1
429,8,ASOS Maternity Nursing Bra,ASOS Maternity,111.18,99.5,A,2024-04-10,2025-04-10,Seraphine PT,1
430,8,Seraphine Nursing Bra Slate Grey,Seraphine,14.22,9.51,B,2022-12-27,2023-12-27,ASOS ES,1
431,8,ASOS Maternity Nursing Bra Blush,ASOS Maternity,63.44,45.14,A,2023-04-22,2024-04-21,Zara Online,1
432,8,Boob Design Support Band Slate Grey,Boob Design,39.18,29.7,C,2023-04-04,2024-04-03,Seraphine PT,1
433,8,H&M Mama Sleep Bra Ivory,H&M Mama,58.58,50.25,A,2024-02-25,2025-02-24,El Corte Inglés ES,1
434,8,ASOS Maternity Sleep Bra Floral Print,ASOS Maternity,18.86,12.57,C,2022-10-09,2023-10-09,ASOS PT,1
