rental_id,product_id,customer_id,pricing_rule_id,rental_start_date,rental_end_date,expected_return_date,actual_return_date,rental_duration_days,base_rental_revenue,late_fee,insurance_fee,total_rental_revenue,operational_cost,net_rental_revenue,is_no_return,is_damaged_beyond_repair,is_late
201,81,289,6,2024-04-14,2024-07-13,2024-07-13,2024-07-13,90,597.6,0.0,6.57,604.17,73.49,530.68,0,0,0
202,81,211,5,2024-07-17,2024-08-28,2024-08-28,2024-08-28,42,249.9,0.0,4.75,254.65,30.44,224.21,0,0,0
203,81,924,13,2024-09-04,2024-10-30,2024-10-31,2024-10-30,56,52.77,6.97,0.84,60.58,7.72,52.86,0,0,1
204,81,1097,4,2024-11-08,2024-12-06,2024-12-06,2024-12-06,28,175.65,0.0,2.81,178.46,23.89,154.57,0,0,0
205,84,361,6,2022-04-13,2022-05-25,2022-05-27,2022-05-27,42,278.88,10.18,3.07,292.13,31.16,260.97,0,0,1
206,85,1918,14,2023-02-28,2023-04-11,2023-04-11,2023-04-11,42,6.13,0.0,0.18,6.31,0.67,5.64,0,0,0
207,85,1562,4,2023-04-15,2023-05-13,2023-05-13,2023-05-13,28,170.8,0.0,2.73,173.53,23.2,150.33,0,0,0
208,85,1019,6,2023-05-21,2023-07-02,2023-07-02,2023-07-02,42,298.88,0.0,3.29,302.17,32.09,270.08,0,0,0
209,85,415,6,2023-07-12,2023-08-23,2023-08-25,2023-08-25,42,278.88,10.18,3.07,292.13,28.1,264.03,0,0,1
210,86,1958,5,2022-09-06,2022-11-01,2022-11-01,2022-11-01,56,359.46,0.0,6.83,366.29,48.37,317.92,0,0,0
211,86,1658,14,2022-11-11,2023-02-09,2023-02-09,2023-02-08,90,24.08,0.0,0.72,24.8,2.91,21.89,0,0,0
212,86,1653,13,2023-02-12,2023-05-07,2023-05-07,2023-05-07,84,23.02,0.0,0.37,23.39,2.76,20.63,0,0,0
213,86,1602,13,2023-05-11,2023-06-22,2023-06-22,2023-06-22,42,12.02,0.0,0.19,12.21,1.41,10.8,0,0,0
214,88,1083,6,2023-12-14,2024-03-13,2024-03-13,2024-03-13,90,627.84,0.0,6.91,634.75,75.72,559.03,0,0,0
215,88,751,5,2024-03-22,2024-05-17,2024-05-17,2024-05-17,56,333.2,0.0,6.33,339.53,58.22,281.31,0,0,0
216,88,1388,4,2024-05-24,2024-06-21,2024-06-21,2024-06-21,28,182.36,0.0,2.92,185.28,29.8,155.48,0,0,0
217,88,408,11,2024-06-27,2024-07-18,2024-07-18,2024-07-18,21,9.42,0.0,0.21,9.63,1.62,8.01,0,0,0
218,89,1332,5,2024-02-04,2024-03-17,2024-03-21,2024-03-21,42,249.9,15.0,4.75,269.65,42.9,226.75,0,0,1
219,89,417,3,2024-03-25,2024-04-22,2024-04-22,2024-04-22,28,143.36,0.0,2.01,145.37,19.54,125.83,0,0,0
220,89,719,13,2024-04-29,2024-06-10,2024-06-10,2024-06-10,42,28.21,0.0,0.45,28.66,4.87,23.79,0,0,0
221,89,839,14,2024-06-18,2024-09-10,2024-09-10,2024-09-10,84,52.95,0.0,1.59,54.54,5.69,48.85,0,0,0
222,90,106,6,2023-04-14,2023-05-26,2023-05-26,2023-05-26,42,278.88,0.0,3.07,281.95,32.04,249.91,0,0,0
223,90,1943,6,2023-06-05,2023-07-31,2023-07-31,2023-07-31,56,382.16,0.0,4.2,386.36,68.15,318.21,0,0,0
224,90,223,4,2023-08-09,2023-09-06,2023-09-06,2023-09-06,28,170.8,0.0,2.73,173.53,28.59,144.94,0,0,0
225,91,1154,6,2024-09-28,2024-11-09,2024-11-09,2024-11-09,42,303.45,0.0,3.34,306.79,37.22,269.57,0,0,0
226,91,229,13,2024-11-19,2025-01-14,2025-01-14,2025-01-14,56,8.12,0.0,0.13,8.25,1.19,7.06,0,0,0
227,94,1913,5,2023-07-24,2023-09-18,2023-09-18,2023-09-18,56,333.2,0.0,6.33,339.53,45.84,293.69,0,0,0
228,94,1143,5,2023-09-28,2023-11-09,2023-11-09,2023-11-09,42,265.04,0.0,5.04,270.08,27.29,242.79,0,0,0
229,94,499,13,2023-11-14,2023-12-26,2023-12-26,2023-12-26,42,6.14,0.0,0.1,6.24,1.09,5.15,0,0,0
230,95,583,5,2024-05-09,2024-08-01,2024-08-01,2024-08-01,84,534.63,0.0,10.16,544.79,76.31,468.48,0,0,0
231,95,12,13,2024-08-07,2024-10-02,2024-10-02,2024-10-02,56,8.97,0.0,0.14,9.11,1.38,7.73,0,0,0
232,95,1824,6,2024-10-07,2024-11-18,2024-11-18,2024-11-18,42,278.88,0.0,3.07,281.95,32.99,248.96,0,0,0
233,95,1523,13,2024-11-21,2025-01-02,2025-01-02,2025-01-02,42,7.37,0.0,0.12,7.49,1.1,6.39,0,0,0
234,97,939,13,2023-07-28,2023-10-20,2023-10-23,2023-10-24,84,75.61,20.91,1.21,97.73,11.62,86.11,0,0,1
235,97,1434,14,2023-10-27,2023-12-08,2023-12-12,2023-12-12,42,33.7,27.24,1.01,61.95,5.45,56.5,0,0,1
236,97,639,12,2023-12-23,2024-01-20,2024-01-20,2024-01-21,28,22.26,0.0,0.38,22.64,2.88,19.76,0,0,0
237,97,1766,5,2024-01-30,2024-04-29,2024-04-29,2024-04-29,90,535.5,0.0,10.17,545.67,80.73,464.94,0,0,0
238,97,1227,6,2024-05-04,2024-08-02,2024-08-02,,90,643.16,0.0,7.07,650.23,82.72,567.51,1,1,0
239,98,1291,3,2023-12-31,2024-01-28,2024-01-28,,28,150.09,0.0,2.1,152.19,17.77,134.42,1,0,0
240,98,443,5,2024-02-06,2024-04-02,2024-04-02,2024-04-01,56,333.2,0.0,6.33,339.53,42.83,296.7,0,0,0
241,98,270,5,2024-04-08,2024-06-03,2024-06-03,2024-06-03,56,333.2,0.0,6.33,339.53,49.92,289.61,0,0,0
242,98,1292,5,2024-06-11,2024-08-06,2024-08-06,2024-08-06,56,348.01,0.0,6.61,354.62,58.87,295.75,0,0,0
243,99,1473,13,2023-03-05,2023-04-30,2023-04-30,2023-04-30,56,17.08,0.0,0.27,17.35,1.81,15.54,0,0,0
244,100,1396,5,2024-08-29,2024-10-10,2024-10-10,2024-10-11,42,249.9,0.0,4.75,254.65,33.78,220.87,0,0,0
245,100,637,4,2024-10-18,2024-11-15,2024-11-15,2024-11-15,28,170.8,0.0,2.73,173.53,28.51,145.02,0,0,0
246,100,115,5,2024-11-22,2025-01-03,2025-01-03,2025-01-03,42,260.08,0.0,4.94,265.02,40.84,224.18,0,0,0
247,101,1453,3,2024-05-30,2024-06-27,2024-06-27,2024-06-27,28,153.54,0.0,2.15,155.69,16.1,139.59,0,0,0
248,101,608,12,2024-07-02,2024-07-23,2024-07-23,2024-07-23,21,10.41,0.0,0.18,10.59,1.5,9.09,0,0,0
249,101,1794,12,2024-07-26,2024-08-23,2024-08-23,2024-08-23,28,13.88,0.0,0.24,14.12,1.88,12.24,0,0,0
250,101,1807,6,2024-08-31,2024-10-26,2024-10-26,2024-10-26,56,371.84,0.0,4.09,375.93,44.81,331.12,0,0,0
251,101,874,11,2024-10-30,2024-11-27,2024-11-27,2024-11-27,28,23.49,0.0,0.52,24.01,3.24,20.77,0,0,0
252,102,965,11,2024-06-29,2024-07-27,2024-07-27,2024-07-27,28,16.69,0.0,0.37,17.06,1.76,15.3,0,0,0
253,102,1082,14,2024-08-01,2024-09-26,2024-09-26,2024-09-26,56,19.39,0.0,0.58,19.97,3.11,16.86,0,0,0
254,102,1820,6,2024-10-03,2024-12-26,2024-12-26,2024-12-26,84,557.76,0.0,6.14,563.9,77.95,485.95,0,0,0
255,103,1811,6,2021-02-08,2021-05-03,2021-05-05,2021-05-05,84,557.76,10.18,6.14,574.08,71.26,502.82,0,0,1
256,103,1601,12,2021-05-12,2021-06-09,2021-06-09,2021-06-09,28,10.72,0.0,0.18,10.9,1.74,9.16,0,0,0
257,103,1864,14,2021-06-18,2021-07-30,2021-07-30,2021-07-30,42,17.27,0.0,0.52,17.79,2.94,14.85,0,0,0
258,103,265,14,2021-08-12,2021-09-23,2021-09-23,2021-09-23,42,16.34,0.0,0.49,16.83,1.92,14.91,0,0,0
259,103,1824,13,2021-09-26,2021-12-19,2021-12-19,2021-12-19,84,38.08,0.0,0.61,38.69,4.82,33.87,0,0,0
260,104,1680,5,2021-07-03,2021-08-28,2021-08-28,2021-08-28,56,333.2,0.0,6.33,339.53,54.02,285.51,0,0,0
261,104,1973,5,2021-09-04,2021-11-27,2021-11-27,2021-11-27,84,510.76,0.0,9.7,520.46,83.66,436.8,0,0,0
262,104,74,12,2021-11-30,2021-12-28,2021-12-28,2021-12-28,28,9.17,0.0,0.16,9.33,1.19,8.14,0,0,0
263,104,468,13,2022-01-02,2022-02-13,2022-02-13,2022-02-13,42,15.06,0.0,0.24,15.3,2.08,13.22,0,0,0
264,105,537,13,2022-02-27,2022-04-24,2022-04-28,2022-04-28,56,10.97,27.88,0.18,39.03,1.74,37.29,0,0,1
265,105,1331,5,2022-05-08,2022-06-19,2022-06-19,2022-06-19,42,268.35,0.0,5.1,273.45,39.68,233.77,0,0,0
266,105,1027,4,2022-06-22,2022-07-20,2022-07-20,2022-07-20,28,187.4,0.0,3.0,190.4,23.02,167.38,0,0,0
267,105,1665,14,2022-07-30,2022-09-24,2022-09-24,2022-09-24,56,9.78,0.0,0.29,10.07,1.15,8.92,0,0,0
268,105,1930,6,2022-09-29,2022-11-10,2022-11-10,2022-11-09,42,301.22,0.0,3.31,304.53,34.24,270.29,0,0,0
269,106,1314,14,2024-08-29,2024-11-21,2024-11-21,2024-11-21,84,53.77,0.0,1.61,55.38,6.18,49.2,0,0,0
270,106,218,13,2024-11-26,2025-01-07,2025-01-07,2025-01-07,42,31.11,0.0,0.5,31.61,3.32,28.29,0,0,0
271,107,407,6,2024-04-22,2024-06-17,2024-06-17,2024-06-17,56,371.84,0.0,4.09,375.93,62.12,313.81,0,0,0
272,107,594,14,2024-06-22,2024-09-14,2024-09-14,2024-09-14,84,25.58,0.0,0.77,26.35,3.89,22.46,0,0,0
273,107,1805,13,2024-09-21,2024-11-16,2024-11-16,2024-11-16,56,19.97,0.0,0.32,20.29,3.26,17.03,0,0,0
274,107,1721,12,2024-11-25,2024-12-16,2024-12-16,2024-12-18,21,6.47,0.0,0.11,6.58,0.86,5.72,0,0,0
275,109,1831,5,2023-03-25,2023-05-06,2023-05-06,2023-05-06,42,249.9,0.0,4.75,254.65,37.88,216.77,0,0,0
276,109,629,5,2023-05-17,2023-07-12,2023-07-12,2023-07-13,56,348.86,0.0,6.63,355.49,49.72,305.77,0,0,0
277,109,1509,3,2023-07-24,2023-08-21,2023-08-21,2023-08-21,28,143.36,0.0,2.01,145.37,14.97,130.4,0,0,0
278,109,1369,5,2023-08-27,2023-10-08,2023-10-08,2023-10-09,42,249.9,0.0,4.75,254.65,32.02,222.63,0,0,0
279,109,305,5,2023-10-20,2023-12-01,2023-12-01,2023-12-01,42,249.9,0.0,4.75,254.65,36.09,218.56,0,0,0
280,111,1435,13,2023-10-04,2023-11-29,2023-11-29,2023-11-29,56,15.91,0.0,0.25,16.16,2.31,13.85,0,0,0
281,111,1955,6,2023-12-13,2024-01-24,2024-01-25,2024-01-25,42,286.45,5.09,3.15,294.69,50.07,244.62,0,0,1
282,113,1484,6,2023-03-11,2023-05-06,2023-05-06,2023-05-06,56,371.84,0.0,4.09,375.93,42.05,333.88,0,0,0
283,113,979,5,2023-05-15,2023-07-10,2023-07-10,2023-07-10,56,348.96,0.0,6.63,355.59,40.51,315.08,0,0,0
284,113,836,3,2023-07-17,2023-08-14,2023-08-14,2023-08-14,28,143.36,0.0,2.01,145.37,18.12,127.25,0,0,0
285,113,424,6,2023-08-24,2023-10-19,2023-10-19,2023-10-19,56,371.84,0.0,4.09,375.93,56.09,319.84,0,0,0
286,113,1413,13,2023-10-24,2023-12-19,2023-12-19,2023-12-19,56,21.66,0.0,0.35,22.01,2.74,19.27,0,0,0
287,113,1548,14,2023-12-27,2024-02-21,2024-02-21,2024-02-21,56,20.18,0.0,0.61,20.79,2.47,18.32,0,0,0
288,115,1092,4,2024-10-03,2024-10-31,2024-10-31,2024-10-31,28,170.8,0.0,2.73,173.53,30.47,143.06,0,0,0
289,115,1049,3,2024-11-06,2024-12-04,2024-12-04,2024-12-04,28,155.19,0.0,2.17,157.36,26.49,130.87,0,0,0
290,115,345,5,2024-12-08,2025-01-19,2025-01-19,2025-01-19,42,260.98,0.0,4.96,265.94,28.07,237.87,0,0,0
291,118,293,5,2022-11-25,2023-01-20,2023-01-20,2023-01-20,56,362.09,0.0,6.88,368.97,47.34,321.63,0,0,0
292,118,212,5,2023-01-29,2023-03-12,2023-03-12,2023-03-12,42,249.9,0.0,4.75,254.65,34.43,220.22,0,0,0
293,118,1812,6,2023-03-18,2023-05-13,2023-05-13,2023-05-13,56,371.84,0.0,4.09,375.93,51.51,324.42,0,0,0
294,121,247,12,2024-12-11,2025-01-01,2025-01-01,2025-01-01,21,14.91,0.0,0.25,15.16,1.8,13.36,0,0,0
295,122,169,6,2023-01-19,2023-04-13,2023-04-13,2023-04-13,84,557.76,0.0,6.14,563.9,62.77,501.13,0,0,0
296,122,1208,6,2023-04-16,2023-07-09,2023-07-09,2023-07-09,84,557.76,0.0,6.14,563.9,72.07,491.83,0,0,0
297,122,24,5,2023-07-17,2023-08-28,2023-08-28,2023-08-28,42,249.9,0.0,4.75,254.65,33.33,221.32,0,0,0
298,122,1839,6,2023-09-03,2023-10-15,2023-10-15,2023-10-15,42,290.61,0.0,3.2,293.81,34.58,259.23,0,0,0
299,122,1910,6,2023-10-20,2023-12-01,2023-12-01,2023-12-01,42,278.88,0.0,3.07,281.95,34.76,247.19,0,0,0
300,124,1314,11,2021-08-16,2021-09-13,2021-09-14,2021-09-14,28,5.63,7.64,0.12,13.39,0.68,12.71,0,0,1
301,124,398,5,2021-09-25,2021-11-06,2021-11-06,2021-11-06,42,263.77,0.0,5.01,268.78,28.27,240.51,0,0,0
302,124,597,6,2021-11-10,2022-02-02,2022-02-02,2022-02-02,84,598.84,0.0,6.59,605.43,77.75,527.68,0,0,0
303,125,65,14,2024-08-31,2024-11-23,2024-11-23,2024-11-23,84,12.26,0.0,0.37,12.63,1.57,11.06,0,0,0
304,125,359,6,2024-11-30,2025-01-25,2025-01-25,2025-01-25,56,402.42,0.0,4.43,406.85,62.64,344.21,0,0,0
305,126,122,13,2024-10-03,2024-12-26,2024-12-26,2024-12-26,84,84.14,0.0,1.35,85.49,8.49,77.0,0,0,0
306,127,1491,5,2024-02-04,2024-03-31,2024-03-31,2024-03-31,56,333.2,0.0,6.33,339.53,56.05,283.48,0,0,0
307,127,1580,11,2024-04-10,2024-05-08,2024-05-08,2024-05-08,28,3.84,0.0,0.08,3.92,0.5,3.42,0,0,0
308,127,579,6,2024-05-15,2024-08-07,2024-08-07,2024-08-07,84,606.18,0.0,6.67,612.85,109.01,503.84,0,0,0
309,128,258,14,2022-02-22,2022-05-17,2022-05-17,2022-05-17,84,9.46,0.0,0.28,9.74,1.29,8.45,0,0,0
310,128,362,5,2022-05-28,2022-07-09,2022-07-09,2022-07-09,42,255.54,0.0,4.86,260.4,27.7,232.7,0,0,0
311,128,1184,6,2022-07-14,2022-09-08,2022-09-08,2022-09-08,56,371.84,0.0,4.09,375.93,56.06,319.87,0,0,0
312,129,645,11,2023-02-20,2023-03-20,2023-03-22,2023-03-22,28,19.22,15.28,0.42,34.92,2.46,32.46,0,0,1
313,129,152,13,2023-03-27,2023-05-22,2023-05-22,2023-05-22,56,26.79,0.0,0.43,27.22,4.78,22.44,0,0,0
314,129,959,14,2023-05-25,2023-07-20,2023-07-20,2023-07-20,56,25.46,0.0,0.76,26.22,4.39,21.83,0,0,0
315,129,1813,5,2023-07-23,2023-09-17,2023-09-19,2023-09-19,56,333.2,7.5,6.33,347.03,58.61,288.42,0,0,1
316,129,1079,13,2023-09-30,2023-11-25,2023-11-25,2023-11-25,56,27.84,0.0,0.45,28.29,4.52,23.77,0,0,0
317,131,1004,13,2024-01-21,2024-03-17,2024-03-17,2024-03-17,56,20.68,0.0,0.33,21.01,3.32,17.69,0,0,0
318,131,1012,5,2024-03-23,2024-05-18,2024-05-21,2024-05-21,56,333.2,11.25,6.33,350.78,39.28,311.5,0,0,1
319,131,849,5,2024-06-15,2024-07-27,2024-07-27,2024-07-27,42,257.62,0.0,4.89,262.51,33.42,229.09,0,0,0
320,131,1283,4,2024-08-03,2024-08-31,2024-08-31,2024-08-31,28,170.8,0.0,2.73,173.53,30.46,143.07,0,0,0
321,132,1069,3,2024-10-18,2024-11-15,2024-11-15,2024-11-15,28,143.36,0.0,2.01,145.37,15.15,130.22,0,0,0
322,132,1007,5,2024-12-12,2025-03-12,2025-03-12,2025-03-13,90,548.57,0.0,10.42,558.99,72.52,486.47,0,0,0
323,133,1778,5,2024-08-03,2024-09-14,2024-09-14,2024-09-14,42,249.9,0.0,4.75,254.65,41.08,213.57,0,0,0
324,133,1259,14,2024-09-25,2024-11-06,2024-11-06,2024-11-06,42,6.55,0.0,0.2,6.75,0.86,5.89,0,0,0
325,133,1033,14,2024-11-15,2025-02-13,2025-02-13,2025-02-13,90,13.85,0.0,0.42,14.27,1.45,12.82,0,0,0
326,135,1697,3,2022-06-06,2022-06-27,2022-06-27,2022-06-27,21,117.58,0.0,1.65,119.23,11.96,107.27,0,0,0
327,135,559,12,2022-07-03,2022-07-31,2022-07-31,2022-07-31,28,7.8,0.0,0.13,7.93,1.32,6.61,0,0,0
328,135,146,4,2022-08-19,2022-09-16,2022-09-16,2022-09-16,28,170.8,0.0,2.73,173.53,20.18,153.35,0,0,0
329,135,543,14,2022-09-19,2022-11-14,2022-11-14,2022-11-14,56,16.85,0.0,0.51,17.36,2.62,14.74,0,0,0
330,136,1594,12,2024-11-10,2024-12-01,2024-12-01,2024-12-01,21,5.59,0.0,0.1,5.69,0.89,4.8,0,0,0
331,136,587,13,2024-12-06,2025-01-17,2025-01-17,2025-01-17,42,12.51,0.0,0.2,12.71,2.0,10.71,0,0,0
332,137,1214,3,2024-06-22,2024-07-20,2024-07-20,2024-07-20,28,147.09,0.0,2.06,149.15,24.18,124.97,0,0,0
333,137,108,4,2024-07-29,2024-08-19,2024-08-19,2024-08-21,21,128.1,0.0,2.05,130.15,21.19,108.96,0,0,0
334,137,876,6,2024-08-24,2024-10-19,2024-10-19,2024-10-18,56,371.84,0.0,4.09,375.93,46.67,329.26,0,0,0
335,137,1637,14,2024-10-22,2025-01-14,2025-01-14,2025-01-14,84,21.28,0.0,0.64,21.92,3.08,18.84,0,0,0
336,138,141,12,2023-06-03,2023-07-01,2023-07-01,2023-07-01,28,4.2,0.0,0.07,4.27,0.58,3.69,0,0,0
337,138,515,5,2023-07-11,2023-08-22,2023-08-22,2023-08-22,42,249.9,0.0,4.75,254.65,31.63,223.02,0,0,0
338,138,957,6,2023-08-31,2023-10-26,2023-10-26,2023-10-26,56,371.84,0.0,4.09,375.93,51.81,324.12,0,0,0
339,138,1285,5,2023-11-04,2023-12-16,2023-12-16,2023-12-16,42,257.26,0.0,4.89,262.15,31.73,230.42,0,0,0
340,139,841,6,2023-02-09,2023-05-04,2023-05-04,2023-05-04,84,557.76,0.0,6.14,563.9,79.81,484.09,0,0,0
341,139,145,3,2023-05-07,2023-06-04,2023-06-04,2023-06-04,28,156.04,0.0,2.18,158.22,26.88,131.34,0,0,0
342,139,705,14,2023-06-15,2023-07-27,2023-07-27,2023-07-28,42,36.69,0.0,1.1,37.79,5.25,32.54,0,0,0
343,140,1977,13,2023-03-14,2023-04-25,2023-04-25,2023-04-25,42,14.84,0.0,0.24,15.08,1.87,13.21,0,0,0
344,140,1307,14,2023-05-13,2023-07-08,2023-07-08,2023-07-08,56,19.07,0.0,0.57,19.64,2.77,16.87,0,0,0
345,140,1526,12,2023-07-17,2023-08-14,2023-08-14,2023-08-14,28,8.39,0.0,0.14,8.53,1.2,7.33,0,0,0
346,140,34,14,2023-08-24,2023-10-19,2023-10-19,2023-10-19,56,17.63,0.0,0.53,18.16,2.85,15.31,0,0,0
347,143,1173,4,2024-12-23,2025-01-20,2025-01-20,2025-01-20,28,180.4,0.0,2.89,183.29,19.72,163.57,0,0,0
348,144,1931,14,2023-09-27,2023-11-22,2023-11-22,2023-11-22,56,19.26,0.0,0.58,19.84,2.22,17.62,0,0,0
349,144,806,5,2023-11-30,2024-01-25,2024-01-25,2024-01-24,56,356.53,0.0,6.77,363.3,39.93,323.37,0,0,0
350,144,1519,6,2024-01-29,2024-04-28,2024-04-28,2024-04-27,90,597.6,0.0,6.57,604.17,76.83,527.34,0,0,0
351,144,759,6,2024-05-06,2024-07-29,2024-07-29,2024-07-29,84,573.49,0.0,6.31,579.8,69.99,509.81,0,0,0
352,144,1389,14,2024-08-04,2024-10-27,2024-10-27,2024-10-27,84,26.42,0.0,0.79,27.21,4.18,23.03,0,0,0
353,147,301,13,2024-05-13,2024-08-11,2024-08-11,2024-08-13,90,23.06,0.0,0.37,23.43,2.57,20.86,0,0,0
354,147,1230,12,2024-08-21,2024-09-18,2024-09-18,2024-09-17,28,5.7,0.0,0.1,5.8,0.96,4.84,0,0,0
355,147,951,13,2024-09-28,2024-11-23,2024-11-23,2024-11-23,56,14.5,0.0,0.23,14.73,2.05,12.68,0,0,0
356,147,1682,3,2024-12-03,2024-12-24,2024-12-24,2024-12-24,21,113.66,0.0,1.59,115.25,18.28,96.97,0,0,0
357,149,706,14,2024-09-05,2024-10-17,2024-10-17,2024-10-17,42,11.23,0.0,0.34,11.57,2.0,9.57,0,0,0
358,149,726,4,2024-10-26,2024-11-23,2024-11-23,2024-11-23,28,170.8,0.0,2.73,173.53,26.13,147.4,0,0,0
359,149,732,11,2024-12-02,2024-12-30,2024-12-30,2024-12-30,28,11.64,0.0,0.26,11.9,2.04,9.86,0,0,0
360,150,1604,6,2023-09-10,2023-10-22,2023-10-22,2023-10-22,42,299.52,0.0,3.29,302.81,35.79,267.02,0,0,0
361,150,65,14,2023-10-27,2023-12-08,2023-12-10,2023-12-11,42,5.83,13.62,0.17,19.62,0.65,18.97,0,0,1
362,150,819,6,2023-12-17,2024-01-28,2024-01-28,2024-01-29,42,298.94,0.0,3.29,302.23,49.63,252.6,0,0,0
363,150,1691,5,2024-02-07,2024-05-01,2024-05-01,2024-05-01,84,499.8,0.0,9.5,509.3,58.89,450.41,0,0,0
364,152,909,3,2021-03-31,2021-04-28,2021-04-28,2021-04-28,28,143.36,0.0,2.01,145.37,16.52,128.85,0,0,0
365,152,1541,12,2021-05-01,2021-05-29,2021-05-29,2021-05-28,28,10.34,0.0,0.18,10.52,1.42,9.1,0,0,0
366,152,1305,3,2021-06-01,2021-06-22,2021-06-22,2021-06-22,21,116.09,0.0,1.63,117.72,11.62,106.1,0,0,0
367,152,563,14,2021-07-03,2021-08-14,2021-08-14,2021-08-14,42,15.15,0.0,0.45,15.6,1.77,13.83,0,0,0
368,152,577,5,2021-09-03,2021-10-15,2021-10-15,2021-10-15,42,268.44,0.0,5.1,273.54,27.7,245.84,0,0,0
369,155,1209,5,2023-04-18,2023-07-17,2023-07-17,2023-07-17,90,535.5,0.0,10.17,545.67,86.95,458.72,0,0,0
370,155,86,11,2023-07-24,2023-08-21,2023-08-25,2023-08-25,28,26.98,30.56,0.59,58.13,4.21,53.92,0,0,1
371,155,473,12,2023-08-30,2023-09-27,2023-09-27,2023-09-27,28,15.94,0.0,0.27,16.21,2.79,13.42,0,0,0
372,155,197,14,2023-10-03,2023-11-14,2023-11-14,2023-11-14,42,25.14,0.0,0.75,25.89,4.1,21.79,0,0,0
373,155,1510,14,2023-11-25,2024-01-06,2024-01-06,2024-01-06,42,26.15,0.0,0.78,26.93,4.69,22.24,0,0,0
374,155,1110,5,2024-01-17,2024-02-28,2024-02-28,2024-02-28,42,249.9,0.0,4.75,254.65,28.04,226.61,0,0,0
375,156,1913,6,2023-01-17,2023-02-28,2023-02-28,2023-02-28,42,278.88,0.0,3.07,281.95,30.72,251.23,0,0,0
376,156,1200,13,2023-03-10,2023-04-21,2023-04-21,2023-04-21,42,19.63,0.0,0.31,19.94,3.01,16.93,0,0,0
377,156,1367,11,2023-04-25,2023-05-23,2023-05-23,2023-05-23,28,18.77,0.0,0.41,19.18,2.41,16.77,0,0,0
378,156,1642,12,2023-05-31,2023-06-21,2023-06-21,2023-06-21,21,9.0,0.0,0.15,9.15,1.48,7.67,0,0,0
379,157,1481,4,2024-11-30,2024-12-28,2024-12-28,2024-12-28,28,177.43,0.0,2.84,180.27,26.75,153.52,0,0,0
380,159,1984,4,2022-09-04,2022-10-02,2022-10-02,2022-10-02,28,176.0,0.0,2.82,178.82,26.84,151.98,0,0,0
381,159,906,4,2022-10-07,2022-10-28,2022-10-28,2022-10-28,21,128.1,0.0,2.05,130.15,19.43,110.72,0,0,0
382,159,884,4,2022-11-15,2022-12-13,2022-12-13,2022-12-13,28,175.14,0.0,2.8,177.94,28.76,149.18,0,0,0
383,159,537,13,2022-12-24,2023-02-18,2023-02-18,2023-02-18,56,21.24,0.0,0.34,21.58,2.35,19.23,0,0,0
384,160,911,5,2024-06-05,2024-07-17,2024-07-17,,42,269.5,0.0,5.12,274.62,27.62,247.0,1,0,0
385,160,64,5,2024-07-27,2024-09-21,2024-09-21,2024-09-21,56,333.2,0.0,6.33,339.53,38.63,300.9,0,0,0
386,160,1658,6,2024-09-29,2024-12-22,2024-12-22,2024-12-22,84,595.79,0.0,6.55,602.34,84.08,518.26,0,0,0
387,161,1054,6,2024-04-27,2024-06-08,2024-06-08,2024-06-08,42,278.88,0.0,3.07,281.95,47.23,234.72,0,0,0
388,161,1610,12,2024-06-13,2024-07-11,2024-07-11,2024-07-11,28,6.71,0.0,0.11,6.82,0.72,6.1,0,0,0
389,161,988,14,2024-07-17,2024-08-28,2024-08-28,2024-08-28,42,10.15,0.0,0.3,10.45,1.29,9.16,0,0,0
390,162,1414,5,2023-08-16,2023-09-27,2023-09-27,2023-09-27,42,249.9,0.0,4.75,254.65,29.94,224.71,0,0,0
391,162,92,3,2023-10-02,2023-10-30,2023-10-30,2023-10-30,28,143.36,0.0,2.01,145.37,22.92,122.45,0,0,0
392,162,137,11,2023-11-06,2023-12-04,2023-12-04,2023-12-03,28,10.89,0.0,0.24,11.13,1.73,9.4,0,0,0
393,163,94,3,2024-09-29,2024-10-27,2024-10-31,2024-10-31,28,152.04,27.96,2.13,182.13,16.7,165.43,0,0,1
394,163,1713,5,2024-11-09,2024-12-21,2024-12-21,2024-12-21,42,272.87,0.0,5.18,278.05,28.55,249.5,0,0,0
395,163,728,13,2024-12-28,2025-02-22,2025-02-22,2025-02-22,56,81.06,0.0,1.3,82.36,10.73,71.63,0,0,0
396,164,889,13,2022-06-20,2022-08-01,2022-08-01,2022-08-01,42,20.35,0.0,0.33,20.68,3.38,17.3,0,0,0
397,164,1291,5,2022-08-06,2022-10-01,2022-10-01,2022-10-01,56,333.2,0.0,6.33,339.53,50.24,289.29,0,0,0
398,164,1109,6,2022-10-04,2022-11-15,2022-11-15,2022-11-15,42,278.88,0.0,3.07,281.95,43.12,238.83,0,0,0
399,164,771,5,2022-11-24,2023-01-19,2023-01-19,2023-01-19,56,351.66,0.0,6.68,358.34,49.31,309.03,0,0,0
400,164,1914,14,2023-01-24,2023-03-21,2023-03-21,2023-03-21,56,23.45,0.0,0.7,24.15,2.58,21.57,0,0,0
401,165,1382,3,2024-01-25,2024-02-22,2024-02-22,2024-02-22,28,143.36,0.0,2.01,145.37,19.35,126.02,0,0,0
402,165,1313,11,2024-02-25,2024-03-24,2024-03-24,2024-03-24,28,17.36,0.0,0.38,17.74,2.31,15.43,0,0,0
