product_id,original_retail_price,months_at_enrollment,months_unsold_at_comparison,discount_pct,hypothetical_discount_price,total_gross_rental_revenue,total_operational_cost,total_net_rental_revenue,n_rentals,months_on_rental,rental_vs_discount_ratio,is_rental_more_profitable
293,659.67,9.9,9.6,0.3,461.77,0.0,0.0,0.0,0,0.0,0.0,0
294,370.79,9.9,13.8,0.3,259.55,219.0,42.3,121.74,4,1.15,0.469,0
295,553.13,9.9,12.9,0.3,387.19,338.05,72.04,266.01,3,1.84,0.687,0
296,259.88,9.9,14.4,0.3,181.92,254.44,47.13,207.31,3,1.61,1.1396,1
297,399.56,9.9,14.1,0.3,279.69,194.89,41.97,152.92,3,0.92,0.5467,0
298,597.56,9.9,7.0,0.3,418.29,0.0,0.0,0.0,0,0.0,0.0,0
299,281.51,9.9,23.2,0.4,168.91,489.37,82.48,406.89,6,2.76,2.4089,1
300,961.29,9.9,35.1,0.6,384.52,575.62,108.73,466.89,4,1.61,1.2142,1
301,214.58,9.9,20.5,0.4,128.75,134.23,16.93,117.3,3,0.92,0.9111,0
302,860.75,9.9,21.3,0.4,516.45,323.22,57.16,266.06,2,1.22,0.5152,0
303,594.35,9.9,25.3,0.5,297.18,435.1,82.41,352.69,4,2.3,1.1868,1
304,472.58,9.9,14.1,0.3,330.81,288.98,58.71,230.27,4,1.61,0.6961,0
305,355.07,9.9,30.0,0.6,142.03,474.6,85.97,388.63,4,2.6,2.7363,1
306,200.03,9.9,23.4,0.4,120.02,469.88,95.84,374.04,5,2.3,3.1165,1
307,701.91,9.9,27.1,0.5,350.95,564.32,98.98,465.34,6,2.83,1.3259,1
308,357.79,9.9,9.4,0.3,250.45,0.0,0.0,0.0,0,0.0,0.0,0
309,337.4,9.9,19.3,0.4,202.44,455.3,73.56,381.74,5,2.76,1.8857,1
310,689.81,9.9,6.3,0.3,482.87,0.0,0.0,0.0,0,0.0,0.0,0
311,593.24,9.9,43.7,0.65,207.63,459.66,86.35,373.31,7,2.3,1.798,1
312,510.94,9.9,38.8,0.65,178.83,389.07,76.56,312.51,4,2.3,1.7475,1
313,331.47,9.9,13.4,0.3,232.03,147.23,29.75,117.48,2,1.15,0.5063,0
314,621.58,9.9,28.3,0.5,310.79,819.43,150.82,668.61,8,4.27,2.1513,1
315,843.7,9.9,23.3,0.4,506.22,872.19,166.72,705.47,7,3.45,1.3936,1
316,802.41,9.9,46.5,0.65,280.84,405.81,76.14,329.67,4,1.91,1.1739,1
317,957.08,9.9,42.4,0.65,334.98,783.37,156.43,626.94,4,2.92,1.8716,1
318,1721.3,9.9,11.3,0.3,1204.91,259.0,54.66,204.34,1,0.46,0.1696,0
319,379.67,9.9,44.4,0.65,132.88,440.3,87.75,352.55,4,3.91,2.6531,1
320,493.94,9.9,7.0,0.3,345.76,0.0,0.0,0.0,0,0.0,0.0,0
321,1658.0,9.9,20.4,0.4,994.8,1249.63,244.19,1005.44,4,2.66,1.0107,1
322,3896.9,9.9,6.1,0.3,2727.83,0.0,0.0,0.0,0,0.0,0.0,0
323,735.23,9.9,34.3,0.6,294.09,932.52,161.12,771.4,5,4.37,2.623,1
324,832.9,9.9,20.9,0.4,499.74,982.85,177.31,805.54,4,3.91,1.6119,1
325,1134.08,9.9,23.3,0.4,680.45,988.26,168.66,819.6,3,2.4,1.2045,1
326,450.18,9.9,23.1,0.4,270.11,227.27,47.75,179.52,3,0.92,0.6646,0
327,859.69,9.9,46.0,0.65,300.89,974.94,205.93,769.01,6,4.3,2.5558,1
328,2053.78,9.9,24.5,0.5,1026.89,1963.29,380.18,1583.11,5,3.12,1.5417,1
329,1188.69,9.9,20.9,0.4,713.21,567.12,131.22,435.9,2,2.46,0.6112,0
330,537.78,9.9,6.4,0.3,376.45,0.0,0.0,0.0,0,0.0,0.0,0
331,1361.67,9.9,15.4,0.3,953.17,1487.66,288.5,1199.16,4,3.38,1.2581,1
332,1698.9,9.9,47.9,0.65,594.62,1524.75,304.49,1220.26,5,3.65,2.0522,1
333,733.25,9.9,25.8,0.5,366.62,1107.95,210.63,897.32,5,4.63,2.4475,1
334,671.1,9.9,31.2,0.6,268.44,1258.85,226.85,1032.0,6,5.88,3.8444,1
335,1571.72,9.9,14.9,0.3,1100.2,1014.24,196.97,817.27,5,2.89,0.7428,0
336,993.98,9.9,33.7,0.6,397.59,565.15,108.28,456.87,4,1.91,1.1491,1
337,311.68,9.9,45.9,0.65,109.09,465.85,80.42,385.43,4,2.89,3.5331,1
338,910.02,9.9,10.3,0.3,637.01,157.19,23.24,133.95,1,0.46,0.2103,0
339,1619.45,9.9,9.2,0.3,1133.62,0.0,0.0,0.0,0,0.0,0.0,0
340,1407.08,9.9,47.1,0.65,492.48,1263.77,268.35,995.42,5,2.6,2.0212,1
341,2035.83,9.9,27.7,0.5,1017.91,1073.7,186.38,887.32,5,1.84,0.8717,0
342,427.57,9.9,46.5,0.65,149.65,1283.32,241.56,1041.76,8,6.83,6.9613,1
343,632.78,9.9,10.7,0.3,442.95,42.61,8.94,33.67,1,0.23,0.076,0
344,2603.73,9.9,15.1,0.3,1822.61,2023.97,331.89,1692.08,3,2.92,0.9284,0
345,513.79,9.9,10.9,0.3,359.65,72.62,11.35,61.27,1,0.46,0.1704,0
346,954.38,9.9,23.1,0.4,572.63,274.25,54.3,219.95,3,0.92,0.3841,0
347,1783.77,9.9,11.8,0.3,1248.64,505.9,114.46,391.44,1,1.48,0.3135,0
348,454.16,9.9,19.6,0.4,272.5,331.56,64.14,267.42,4,2.43,0.9814,0
349,877.03,9.9,7.9,0.3,613.92,0.0,0.0,0.0,0,0.0,0.0,0
350,400.68,9.9,6.9,0.3,280.48,0.0,0.0,0.0,0,0.0,0.0,0
351,2294.76,9.9,22.0,0.3,1606.33,4760.84,958.12,3802.72,6,6.9,2.3673,1
352,425.92,9.9,9.4,0.25,319.44,0.0,0.0,0.0,0,0.0,0.0,0
353,886.81,9.9,41.9,0.55,399.06,1744.44,326.09,1418.35,6,5.85,3.5542,1
354,552.69,9.9,11.1,0.25,414.52,80.46,18.33,62.13,1,0.46,0.1499,0
355,1457.68,9.9,28.5,0.4,874.61,1157.64,204.18,953.46,4,2.86,1.0902,1
356,387.21,9.9,32.3,0.5,193.6,743.79,151.12,592.67,5,6.37,3.0613,1
357,1183.17,9.9,38.6,0.55,532.43,1113.06,240.56,872.5,3,2.96,1.6387,1
358,877.78,9.9,15.9,0.25,658.34,1463.32,283.45,1179.87,5,5.91,1.7922,1
359,970.96,9.9,32.7,0.5,485.48,2618.87,520.43,2098.44,7,9.33,4.3224,1
360,1758.62,9.9,15.1,0.25,1318.96,1530.65,326.52,1204.13,4,3.35,0.9129,0
361,605.71,9.9,30.2,0.5,302.86,1127.36,220.26,907.1,6,6.34,2.9951,1
362,268.9,9.9,10.2,0.25,201.67,71.51,17.04,54.47,1,0.46,0.2701,0
363,606.96,9.9,36.4,0.55,273.13,765.47,150.48,614.99,4,3.91,2.2516,1
364,739.07,9.9,6.4,0.25,554.3,0.0,0.0,0.0,0,0.0,0.0,0
365,1518.1,9.9,28.9,0.4,910.86,1914.99,329.45,1585.54,4,4.86,1.7407,1
366,680.1,9.9,9.6,0.25,510.08,0.0,0.0,0.0,0,0.0,0.0,0
367,1742.65,9.9,42.8,0.55,784.19,620.66,108.37,512.29,2,1.45,0.6533,0
368,789.38,9.9,40.9,0.55,355.22,1395.7,273.67,1122.03,4,5.42,3.1587,1
369,963.97,9.9,25.5,0.4,578.38,1795.73,379.49,1416.24,6,5.35,2.4486,1
370,793.09,9.9,15.9,0.25,594.82,1412.6,301.68,1110.92,4,5.42,1.8677,1
371,1476.09,9.9,8.8,0.25,1107.07,0.0,0.0,0.0,0,0.0,0.0,0
372,342.78,9.9,8.5,0.25,257.08,0.0,0.0,0.0,0,0.0,0.0,0
373,1366.52,9.9,9.3,0.25,1024.89,0.0,0.0,0.0,0,0.0,0.0,0
374,874.51,9.9,38.1,0.55,393.53,2561.56,469.22,2092.34,6,8.87,5.3169,1
375,701.05,9.9,42.1,0.55,315.47,1345.56,274.06,1071.5,5,6.41,3.3965,1
376,267.62,9.9,28.0,0.4,160.57,665.68,121.15,544.53,5,6.87,3.3912,1
377,322.3,9.9,33.0,0.5,161.15,583.25,117.45,465.8,3,4.43,2.8905,1
378,1115.46,9.9,6.3,0.25,836.6,0.0,0.0,0.0,0,0.0,0.0,0
379,2826.85,9.9,31.3,0.5,1413.42,3887.41,681.68,3205.73,5,5.39,2.2681,1
380,1501.13,9.9,18.7,0.3,1050.79,1928.04,393.75,1534.29,3,4.93,1.4601,1
381,423.49,9.9,34.6,0.5,211.75,585.45,113.76,471.69,4,4.89,2.2276,1
382,291.44,9.9,10.6,0.25,218.58,0.0,0.0,0.0,0,0.0,0.0,0
383,743.1,9.9,35.3,0.5,371.55,970.92,204.46,766.46,4,3.91,2.0629,1
384,666.31,9.9,17.5,0.25,499.73,354.59,71.29,283.3,3,1.91,0.5669,0
385,664.78,9.9,8.2,0.25,498.58,0.0,0.0,0.0,0,0.0,0.0,0
386,423.02,9.9,31.3,0.5,211.51,1117.78,217.2,900.58,5,6.37,4.2579,1
387,507.25,9.9,11.6,0.25,380.44,306.13,58.85,247.28,1,1.97,0.65,0
388,430.86,9.9,14.0,0.25,323.14,590.33,127.69,462.64,3,3.94,1.4317,1
389,816.62,9.9,21.8,0.3,571.63,1960.0,399.59,1560.41,6,7.88,2.7298,1
390,266.74,9.9,9.7,0.25,200.06,0.0,0.0,0.0,0,0.0,0.0,0
391,133.34,9.9,14.4,0.25,100.0,411.35,69.11,342.24,3,2.89,3.4224,1
392,69.57,9.9,15.3,0.25,52.18,352.89,71.67,281.22,3,3.94,5.3894,1
393,92.93,9.9,23.9,0.3,65.05,952.21,162.18,790.03,5,6.37,12.145,1
394,260.75,9.9,7.2,0.25,195.56,0.0,0.0,0.0,0,0.0,0.0,0
395,253.61,9.9,33.6,0.5,126.81,997.56,187.07,810.49,8,9.33,6.3914,1
396,280.04,9.9,16.4,0.25,210.03,987.72,187.04,800.68,4,5.42,3.8122,1
397,56.18,9.9,33.1,0.5,28.09,1102.16,227.11,875.05,5,5.85,31.1517,1
398,95.69,9.9,14.2,0.25,71.77,509.14,104.5,404.64,2,2.96,5.638,1
399,167.53,9.9,8.2,0.25,125.65,0.0,0.0,0.0,0,0.0,0.0,0
400,167.63,9.9,14.2,0.25,125.72,264.45,50.12,214.33,3,1.91,1.7048,1
401,95.92,9.9,18.8,0.3,67.14,1229.23,230.16,999.07,7,6.34,14.8804,1
402,744.06,9.9,25.2,0.4,446.44,1713.15,347.58,1365.57,5,6.9,3.0588,1
403,86.14,9.9,46.8,0.55,38.76,953.31,166.23,787.08,5,5.88,20.3065,1
404,72.9,9.9,35.7,0.5,36.45,1129.51,209.63,919.88,5,6.37,25.2368,1
405,92.35,9.9,35.8,0.5,46.17,720.1,134.55,585.55,3,3.94,12.6825,1
406,221.41,9.9,13.6,0.25,166.06,305.9,57.26,248.64,3,2.43,1.4973,1
407,199.61,9.9,19.3,0.3,139.73,925.38,196.01,729.37,5,4.4,5.2199,1
408,158.09,9.9,6.2,0.25,118.57,0.0,0.0,0.0,0,0.0,0.0,0
409,129.6,9.9,15.9,0.25,97.2,1134.28,192.35,941.93,3,4.93,9.6906,1
410,245.48,9.9,20.7,0.3,171.84,1007.79,201.02,806.77,8,6.27,4.6949,1
411,96.41,9.9,16.0,0.25,72.31,1171.81,209.56,962.25,4,5.39,13.3073,1
412,270.87,9.9,6.3,0.25,203.15,0.0,0.0,0.0,0,0.0,0.0,0
413,85.81,9.9,24.9,0.4,51.49,360.23,72.54,287.69,4,1.84,5.5873,1
414,135.22,9.9,13.4,0.25,101.41,706.84,142.63,564.21,3,2.92,5.5637,1
415,743.05,9.9,27.1,0.4,445.83,2184.67,436.75,1747.92,8,9.33,3.9206,1
416,295.21,9.9,13.8,0.25,221.41,290.93,58.51,232.42,2,2.96,1.0497,1
417,708.49,9.9,6.4,0.25,531.37,0.0,0.0,0.0,0,0.0,0.0,0
418,168.34,9.9,34.0,0.5,84.17,629.71,121.6,508.11,4,3.94,6.0367,1
419,519.87,9.9,26.4,0.4,311.92,1057.1,206.4,850.7,5,6.41,2.7273,1
420,241.32,9.9,45.5,0.55,108.59,1605.84,324.95,1280.89,7,10.32,11.7957,1
421,377.46,9.9,42.2,0.55,169.86,1881.17,394.65,1486.52,7,8.31,8.7514,1
422,145.93,9.9,20.7,0.3,102.15,656.5,120.67,535.83,4,3.91,5.2455,1
423,105.79,9.9,43.0,0.55,47.61,1045.29,194.75,850.54,6,5.85,17.8647,1
424,456.94,9.9,13.9,0.25,342.7,555.1,95.31,459.79,3,2.96,1.3417,1
425,79.15,9.9,18.1,0.3,55.41,1305.16,258.99,1046.17,5,6.34,18.8805,1
426,33.62,9.9,11.3,0.25,25.21,16.39,2.54,13.85,1,1.48,0.5494,0
427,90.55,9.9,16.3,0.25,67.91,954.46,205.51,748.95,3,4.93,11.0286,1
428,62.97,9.9,33.4,0.5,31.48,1299.62,223.11,1076.51,6,6.34,34.1966,1
429,246.09,9.9,22.3,0.3,172.26,1045.54,187.31,858.23,5,8.38,4.9822,1
430,105.71,9.9,27.9,0.4,63.43,1287.45,268.69,1018.76,7,6.83,16.0612,1
431,27.9,9.9,37.5,0.55,12.55,1587.8,306.4,1281.4,6,7.85,102.1036,1
432,22.81,9.9,12.9,0.25,17.11,271.03,47.77,223.26,3,2.96,13.0485,1
433,47.25,9.9,18.4,0.3,33.07,600.03,122.72,477.31,4,3.42,14.4333,1
434,220.03,9.9,14.1,0.25,165.02,662.67,157.28,505.39,2,2.43,3.0626,1
435,35.32,9.9,13.1,0.25,26.49,227.22,49.9,177.32,2,2.46,6.6938,1
436,45.18,9.9,35.7,0.5,22.59,1878.42,343.99,1534.43,5,7.36,67.9252,1
437,57.81,9.9,20.6,0.3,40.47,1342.3,253.17,1089.13,7,8.34,26.912,1
438,43.18,9.9,27.9,0.4,25.91,738.9,116.65,622.25,4,6.9,24.0158,1
439,20.57,9.9,8.9,0.25,15.43,0.0,0.0,0.0,0,0.0,0.0,0
440,115.32,9.9,28.6,0.4,69.19,1044.7,182.24,862.46,6,7.88,12.4651,1
441,235.03,9.9,20.7,0.3,164.52,756.84,159.14,597.7,6,7.36,3.633,1
442,33.28,9.9,31.9,0.5,16.64,698.41,142.78,555.63,4,4.89,33.3912,1
443,47.86,9.9,46.9,0.55,21.54,643.74,109.03,534.71,5,5.39,24.824,1
444,67.27,9.9,16.1,0.25,50.45,1274.95,231.28,1043.67,3,5.91,20.6872,1
445,226.26,9.9,11.7,0.25,169.69,72.46,11.14,61.32,1,0.46,0.3614,0
446,160.8,9.9,20.7,0.3,112.56,1952.49,371.17,1581.32,5,8.87,14.0487,1
447,44.93,9.9,27.2,0.4,26.96,1078.74,223.57,855.17,4,4.89,31.72,1
448,24.93,9.9,29.4,0.4,14.96,1415.44,238.51,931.02,5,5.91,62.234,1
449,115.21,9.9,8.6,0.25,86.41,0.0,0.0,0.0,0,0.0,0.0,0
450,106.07,9.9,29.1,0.4,63.64,1126.24,217.12,909.12,5,5.39,14.2854,1
451,22.02,9.9,15.1,0.25,16.52,644.93,111.31,533.62,3,2.92,32.3015,1
452,70.75,9.9,7.1,0.25,53.06,0.0,0.0,0.0,0,0.0,0.0,0
453,30.43,9.9,47.3,0.55,13.69,1164.14,243.08,921.06,6,6.87,67.2798,1
454,75.14,9.9,7.1,0.25,56.36,0.0,0.0,0.0,0,0.0,0.0,0
455,72.97,9.9,35.0,0.5,36.48,886.61,174.12,712.49,5,5.35,19.531,1
456,107.65,9.9,18.5,0.3,75.36,860.99,157.23,703.76,5,4.89,9.3386,1
457,208.9,9.9,23.6,0.3,146.23,358.1,65.1,293.0,3,3.45,2.0037,1
458,100.03,9.9,43.0,0.55,45.01,986.56,187.19,799.37,4,5.42,17.7598,1
459,55.38,9.9,17.4,0.25,41.54,996.67,195.92,600.82,5,5.91,14.4636,1
460,23.18,9.9,19.1,0.3,16.23,261.58,43.43,218.15,3,3.94,13.4412,1
461,25.45,9.9,26.1,0.4,15.27,882.04,169.99,712.05,4,4.37,46.6306,1
462,35.07,9.9,12.5,0.25,26.3,239.55,48.32,191.23,2,1.45,7.2711,1
463,202.6,9.9,19.2,0.3,141.82,798.48,137.02,661.46,6,7.88,4.6641,1
464,60.25,9.9,8.8,0.25,45.19,0.0,0.0,0.0,0,0.0,0.0,0
465,152.65,9.9,9.1,0.25,114.49,0.0,0.0,0.0,0,0.0,0.0,0
466,20.19,9.9,6.3,0.25,15.14,0.0,0.0,0.0,0,0.0,0.0,0
467,106.38,9.9,9.6,0.25,79.78,0.0,0.0,0.0,0,0.0,0.0,0
468,98.16,9.9,24.7,0.4,58.9,1742.16,369.23,1372.93,7,9.36,23.3095,1
469,36.39,9.9,22.1,0.3,25.47,756.85,152.62,604.23,6,5.88,23.7232,1
470,23.01,9.9,40.0,0.55,10.35,1026.79,179.44,847.35,5,5.39,81.8696,1
471,45.05,9.9,11.2,0.25,33.79,73.24,10.55,62.69,1,0.46,1.8553,1
472,37.22,9.9,23.7,0.3,26.05,1101.66,199.5,902.16,6,7.88,34.6319,1
473,21.21,9.9,19.2,0.3,14.85,950.68,187.01,763.67,6,5.39,51.4256,1
474,168.71,9.9,23.4,0.3,118.1,1120.01,217.01,903.0,4,5.91,7.6461,1
475,26.78,9.9,6.5,0.25,20.09,0.0,0.0,0.0,0,0.0,0.0,0
476,42.57,9.9,42.1,0.55,19.16,642.09,124.98,517.11,5,4.37,26.989,1
477,61.3,9.9,14.4,0.25,45.97,203.53,47.58,155.95,3,2.43,3.3924,1
478,40.39,9.9,47.6,0.55,18.18,780.48,127.45,653.03,7,7.85,35.9202,1
479,68.19,9.9,6.7,0.25,51.14,0.0,0.0,0.0,0,0.0,0.0,0
480,97.12,9.9,9.7,0.25,72.84,0.0,0.0,0.0,0,0.0,0.0,0
481,68.95,9.9,36.1,0.55,31.03,1587.63,276.5,1311.13,5,7.39,42.2536,1
482,78.78,9.9,20.0,0.3,55.15,849.46,178.71,614.12,5,4.83,11.1354,1
483,209.58,9.9,8.7,0.25,157.19,0.0,0.0,0.0,0,0.0,0.0,0
484,23.78,9.9,8.0,0.25,17.84,0.0,0.0,0.0,0,0.0,0.0,0
485,92.22,9.9,17.1,0.25,69.16,772.01,118.15,653.86,4,3.91,9.4543,1
486,38.76,9.9,21.4,0.3,27.13,1557.82,278.92,1278.9,7,9.86,47.1397,1
487,53.15,9.9,19.9,0.3,37.2,1136.95,216.86,856.48,7,8.34,23.0237,1
488,27.76,9.9,40.4,0.55,12.49,536.35,109.3,427.05,4,4.43,34.1914,1
489,39.91,9.9,11.7,0.25,29.93,286.9,69.09,217.81,1,0.99,7.2773,1
490,38.03,9.9,25.0,0.4,22.82,1499.59,279.15,1220.44,5,6.41,53.4812,1
491,188.31,9.9,13.2,0.25,141.23,378.69,59.56,319.13,2,2.46,2.2596,1
492,155.35,9.9,28.1,0.4,93.21,1217.94,255.26,962.68,5,6.9,10.3281,1
493,314.71,9.9,17.3,0.25,236.03,753.83,138.31,615.52,3,3.94,2.6078,1
494,270.69,9.9,15.2,0.25,203.02,742.68,129.12,613.56,3,3.94,3.0222,1
495,321.32,9.9,35.8,0.5,160.66,421.55,70.03,351.52,4,3.38,2.188,1
496,191.35,9.9,16.7,0.25,143.51,1082.82,207.31,875.51,3,4.93,6.1007,1
497,269.33,9.9,24.1,0.4,161.6,1396.46,273.98,1122.48,6,7.88,6.946,1
498,597.12,9.9,31.2,0.5,298.56,615.08,100.58,514.5,4,3.38,1.7233,1
499,202.21,9.9,29.0,0.4,121.33,437.07,83.32,353.75,4,3.42,2.9156,1
500,373.83,9.9,35.7,0.5,186.91,1165.71,227.37,938.34,4,5.91,5.0203,1
501,538.31,9.9,24.4,0.4,322.99,569.58,104.31,465.27,4,3.42,1.4405,1
502,133.71,9.9,17.5,0.25,100.28,893.64,171.65,721.99,3,4.93,7.1997,1
503,184.76,9.9,21.0,0.3,129.33,579.86,130.02,449.84,4,3.91,3.4782,1
504,322.96,9.9,18.4,0.3,226.07,1078.88,215.83,863.05,4,5.91,3.8176,1
505,432.27,9.9,44.2,0.55,194.52,496.04,89.22,406.82,4,2.37,2.0914,1
506,332.46,9.9,10.5,0.25,249.34,103.66,23.46,80.2,1,0.46,0.3216,0
507,262.41,9.9,29.9,0.4,157.45,999.84,174.16,825.68,3,3.94,5.2441,1
508,273.03,9.9,9.5,0.25,204.77,0.0,0.0,0.0,0,0.0,0.0,0
509,262.29,9.9,6.4,0.25,196.72,0.0,0.0,0.0,0,0.0,0.0,0
510,330.29,9.9,34.5,0.5,165.15,1275.21,268.22,1006.99,4,7.39,6.0974,1
511,127.61,9.9,16.9,0.25,95.71,1021.4,218.54,802.86,4,4.93,8.3885,1
512,193.56,9.9,9.7,0.25,145.17,0.0,0.0,0.0,0,0.0,0.0,0
513,369.14,9.9,36.7,0.55,166.11,904.83,193.7,711.13,5,5.88,4.2811,1
514,415.73,9.9,10.3,0.25,311.8,130.59,23.24,107.35,1,0.46,0.3443,0
515,529.72,9.9,23.5,0.3,370.8,1351.65,260.27,1091.38,7,8.38,2.9433,1
516,411.94,9.9,11.9,0.25,308.95,213.63,39.05,174.58,1,1.48,0.5651,0
517,137.18,9.9,16.3,0.25,102.89,928.38,156.51,771.87,4,5.39,7.5019,1
518,177.54,9.9,38.1,0.55,79.89,1699.52,348.68,1350.84,7,7.85,16.9087,1
519,699.61,9.9,8.2,0.25,524.71,0.0,0.0,0.0,0,0.0,0.0,0
520,294.1,9.9,17.1,0.25,220.58,635.41,128.06,507.35,4,3.91,2.3001,1
521,685.53,9.9,28.0,0.4,411.32,2097.84,409.13,1688.71,6,7.88,4.1056,1
522,260.23,9.9,17.9,0.25,195.17,1301.45,263.49,1037.96,5,6.9,5.3182,1
523,185.74,9.9,47.1,0.55,83.58,1950.57,351.49,1599.08,7,8.84,19.1323,1
524,132.74,9.9,45.8,0.55,59.73,944.01,172.94,771.07,5,4.86,12.9093,1
525,828.97,9.9,35.1,0.5,414.49,1898.9,338.61,1560.29,5,7.39,3.7644,1
526,447.9,9.9,12.6,0.25,335.92,424.97,69.08,355.89,2,2.46,1.0594,1
527,120.54,9.9,16.3,0.25,90.41,666.06,127.06,539.0,5,3.88,5.9617,1
528,132.8,9.9,8.4,0.25,99.6,0.0,0.0,0.0,0,0.0,0.0,0
529,132.61,9.9,26.4,0.4,79.57,1272.17,267.23,1004.94,6,7.36,12.6296,1
530,165.49,9.9,6.1,0.25,124.12,0.0,0.0,0.0,0,0.0,0.0,0
531,171.91,9.9,12.3,0.25,128.93,724.42,135.33,589.09,2,2.46,4.5691,1
532,416.52,9.9,6.9,0.25,312.39,0.0,0.0,0.0,0,0.0,0.0,0
533,359.72,9.9,17.8,0.25,269.79,806.35,165.77,640.58,4,5.42,2.3744,1
534,858.17,9.9,10.8,0.25,643.63,481.43,94.88,386.55,1,1.97,0.6006,0
535,321.56,9.9,17.1,0.25,241.17,731.75,149.67,582.08,4,3.88,2.4136,1
536,255.04,9.9,14.7,0.25,191.28,332.44,59.46,272.98,2,2.46,1.4271,1
537,409.25,9.9,16.7,0.25,306.94,914.2,175.42,738.78,4,3.91,2.4069,1
538,307.64,9.9,42.0,0.55,138.44,574.64,106.83,467.81,4,4.4,3.3792,1
539,438.29,9.9,30.3,0.5,219.15,784.14,153.34,630.8,5,5.91,2.8784,1
540,538.33,9.9,37.6,0.55,242.25,1185.37,256.37,929.0,5,6.9,3.8349,1
541,643.35,9.9,13.0,0.25,482.51,335.3,56.83,172.18,2,1.45,0.3568,0
542,361.03,9.9,18.9,0.3,252.72,840.18,157.99,682.19,4,6.41,2.6994,1
543,187.35,9.9,32.6,0.5,93.67,761.7,135.32,626.38,4,4.43,6.6871,1
544,869.74,9.9,46.1,0.55,391.38,873.34,190.45,573.8,6,4.34,1.4661,1
545,385.81,9.9,6.1,0.25,289.36,0.0,0.0,0.0,0,0.0,0.0,0
546,223.55,9.9,34.3,0.6,89.42,146.34,27.59,118.75,3,1.68,1.328,1
547,66.69,9.9,10.2,0.3,46.68,79.58,13.95,65.63,1,0.23,1.406,1
548,68.0,9.9,7.9,0.3,47.6,0.0,0.0,0.0,0,0.0,0.0,0
549,152.93,9.9,21.5,0.4,91.76,28.22,4.76,23.46,1,0.46,0.2557,0
550,47.29,9.9,33.6,0.6,18.92,311.36,50.85,260.51,5,4.14,13.769,1
551,169.7,9.9,10.9,0.3,118.79,48.13,11.18,36.95,1,0.46,0.3111,0
552,38.67,9.9,26.3,0.5,19.34,1600.1,330.54,1269.56,7,6.6,65.6443,1
553,309.99,9.9,27.7,0.5,155.0,586.54,118.95,467.59,6,4.34,3.0167,1
554,92.0,9.9,26.4,0.5,46.0,569.52,101.05,468.47,7,4.34,10.1841,1
555,61.43,9.9,7.2,0.3,43.0,0.0,0.0,0.0,0,0.0,0.0,0
556,147.77,9.9,25.5,0.5,73.89,1217.09,250.04,967.05,6,6.14,13.0877,1
557,164.91,9.9,22.0,0.4,98.95,608.17,113.72,494.45,6,5.12,4.997,1
558,126.09,9.9,7.1,0.3,88.26,0.0,0.0,0.0,0,0.0,0.0,0
559,149.7,9.9,13.5,0.3,104.79,399.15,63.9,335.25,3,1.68,3.1993,1
560,295.46,9.9,20.8,0.4,177.28,502.89,103.72,399.17,5,4.63,2.2516,1
561,119.31,9.9,35.9,0.6,47.72,486.16,91.84,394.32,7,3.52,8.2632,1
562,124.07,9.9,9.0,0.3,86.85,0.0,0.0,0.0,0,0.0,0.0,0
563,29.04,9.9,16.9,0.3,20.33,919.32,168.45,750.87,6,4.3,36.9341,1
564,121.9,9.9,20.9,0.4,73.14,306.42,67.31,239.11,4,2.66,3.2692,1
565,179.57,9.9,12.9,0.3,125.7,664.86,154.32,510.54,3,2.92,4.0616,1
566,75.33,9.9,7.6,0.3,52.73,0.0,0.0,0.0,0,0.0,0.0,0
567,172.88,9.9,22.6,0.4,103.73,726.32,128.97,597.35,5,3.84,5.7587,1
568,26.96,9.9,10.6,0.3,18.87,37.16,7.04,30.12,1,0.23,1.5962,1
569,160.24,9.9,30.7,0.6,64.1,639.46,123.27,516.19,4,3.15,8.0529,1
570,126.07,9.9,9.1,0.3,88.25,0.0,0.0,0.0,0,0.0,0.0,0
571,179.21,9.9,11.4,0.3,125.45,72.13,11.01,61.12,1,0.46,0.4872,0
572,237.35,9.9,12.0,0.3,166.14,52.66,10.47,42.19,2,0.69,0.2539,0
573,35.29,9.9,20.5,0.4,21.17,1122.21,224.19,898.02,7,4.3,42.4195,1
574,30.87,9.9,11.7,0.3,21.61,221.87,38.96,182.91,1,0.99,8.4641,1
575,68.07,9.9,28.4,0.5,34.03,726.99,159.62,567.37,5,2.89,16.6726,1
576,208.7,9.9,11.9,0.3,146.09,56.67,12.34,22.71,2,0.92,0.1555,0
577,319.34,9.9,10.8,0.3,223.54,75.54,14.98,60.56,1,0.46,0.2709,0
578,63.02,9.9,32.3,0.6,25.21,208.0,38.34,169.66,3,1.91,6.7299,1
579,95.58,9.9,23.0,0.4,57.35,749.31,150.68,598.63,4,3.42,10.4382,1
580,239.9,9.9,45.8,0.65,83.97,408.65,82.88,325.77,6,2.53,3.8796,1
581,90.87,9.9,9.7,0.3,63.61,0.0,0.0,0.0,0,0.0,0.0,0
582,336.0,9.9,8.3,0.3,235.2,0.0,0.0,0.0,0,0.0,0.0,0
583,59.96,9.9,22.2,0.4,35.98,542.04,104.37,372.86,5,2.6,10.363,1
584,41.49,9.9,16.8,0.3,29.04,409.61,70.46,339.15,4,2.37,11.6787,1
585,50.8,9.9,10.9,0.3,35.56,0.0,0.0,0.0,0,0.0,0.0,0
