product_id,category_id,product_name,brand,original_retail_price,current_depreciated_value,condition_grade,listed_date,rental_eligible_date,retailer,is_active
258,7,Razer Gaming Lite,Sony,227.6,199.35,B,2023-10-23,2024-08-18,Amazon ES,1
259,7,Sony Gaming Max,Sony,529.92,300.43,A,2021-04-16,2022-02-10,FNAC Portugal,1
260,7,Nintendo Gaming,Nintendo,128.38,82.19,A,2022-04-21,2023-02-15,FNAC Portugal,1
261,7,Sony Gaming Max,Razer,492.69,457.26,C,2024-04-20,2025-02-14,Amazon ES,1
262,7,Nintendo Gaming Plus,Microsoft,501.7,403.73,A,2023-01-29,2023-11-25,FNAC Portugal,1
263,7,Sony Gaming Max,Sony,307.54,274.7,B,2023-12-13,2024-10-08,FNAC Portugal,1
264,7,Sony Gaming Lite,Nintendo,573.17,461.44,A,2023-06-18,2024-04-13,Amazon ES,1
265,8,Canon Camera Lite,Fujifilm,101.69,72.04,A,2022-08-31,2023-06-27,FNAC Portugal,1
266,8,Fujifilm Camera Max,Nikon,514.48,298.43,B,2021-11-03,2022-08-30,Amazon ES,1
267,8,Fujifilm Camera Max,Fujifilm,1201.31,1070.74,A,2023-07-17,2024-05-12,Amazon ES,1
268,8,Sony Camera Plus,Fujifilm,758.06,560.43,B,2022-04-24,2023-02-18,FNAC Portugal,1
269,8,Canon Camera Pro,Fujifilm,1722.36,1607.32,A,2024-04-23,2025-02-17,FNAC Portugal,1
270,8,Sony Camera Pro,Nikon,1000.86,807.13,A,2023-01-25,2023-11-21,FNAC Portugal,1
271,8,Sony Camera Ultra,Fujifilm,228.84,215.02,B,2024-05-22,2025-03-18,FNAC Portugal,1
272,8,Canon Camera Plus,Nikon,1118.42,663.53,B,2021-07-09,2022-05-05,Amazon ES,1
273,8,Sony Camera,Nikon,133.32,103.07,A,2023-01-28,2023-11-24,Amazon ES,1
274,8,Nikon Camera SE,Fujifilm,195.28,168.73,A,2024-02-23,2024-12-19,FNAC Portugal,1
275,8,Sony Camera SE,Sony,456.65,366.63,B,2023-06-14,2024-04-09,Amazon ES,1
276,8,Sony Camera,Nikon,785.79,658.19,B,2023-11-19,2024-09-14,FNAC Portugal,1
277,8,Nikon Camera Plus,Fujifilm,1062.74,922.15,B,2023-12-09,2024-10-04,Amazon ES,1
278,8,Fujifilm Camera Lite,Sony,65.28,58.74,B,2023-11-30,2024-09-25,FNAC Portugal,1
279,8,Canon Camera Lite,Sony,598.5,503.68,B,2023-09-13,2024-07-09,FNAC Portugal,1
280,8,Sony Camera Max,Nikon,87.26,60.23,B,2021-06-17,2022-04-13,Amazon ES,1
281,8,Nikon Camera Pro,Sony,333.21,275.68,B,2023-04-14,2024-02-08,FNAC Portugal,1
282,8,Fujifilm Camera Pro,Nikon,348.45,266.08,C,2023-04-09,2024-02-03,FNAC Portugal,1
283,8,Sony Camera SE,Nikon,364.54,340.67,B,2024-03-31,2025-01-25,FNAC Portugal,1
284,8,Fujifilm Camera SE,Sony,208.77,126.51,A,2021-06-29,2022-04-25,Amazon ES,1
285,8,Sony Camera Ultra,Fujifilm,51.72,43.8,A,2023-10-15,2024-08-10,FNAC Portugal,1
286,8,Canon Camera X,Sony,406.0,348.43,A,2023-10-30,2024-08-25,Amazon ES,1
287,8,Canon Camera Max,Canon,167.95,122.67,B,2022-04-27,2023-02-21,Amazon ES,1
288,8,Canon Camera,Nikon,499.34,347.4,A,2022-09-03,2023-06-30,FNAC Portugal,1
289,8,Nikon Camera Ultra,Fujifilm,496.25,467.08,C,2024-02-23,2024-12-19,FNAC Portugal,1
290,8,Sony Camera Lite,Nikon,242.14,190.68,A,2023-03-31,2024-01-25,FNAC Portugal,1
291,8,Nikon Camera Pro,Canon,428.76,406.02,B,2024-06-06,2025-04-02,FNAC Portugal,1
292,8,Canon Camera Lite,Fujifilm,180.58,131.43,C,2023-02-12,2023-12-09,FNAC Portugal,1
293,8,Sony Camera X,Sony,1414.68,1300.83,B,2024-05-20,2025-03-16,Amazon ES,1
294,8,Canon Camera Max,Fujifilm,611.97,529.02,A,2023-11-02,2024-08-28,FNAC Portugal,1
295,8,Canon Camera,Nikon,1212.67,1011.56,C,2023-06-26,2024-04-21,FNAC Portugal,1
296,8,Canon Camera Pro,Canon,550.94,494.44,A,2024-01-13,2024-11-08,FNAC Portugal,1
297,8,Sony Camera Max,Fujifilm,198.38,150.83,A,2023-01-26,2023-11-22,Amazon ES,1
298,8,Fujifilm Camera Lite,Fujifilm,148.51,117.0,A,2023-06-26,2024-04-21,FNAC Portugal,1
299,8,Sony Camera X,Sony,432.41,337.74,B,2023-05-08,2024-03-03,Amazon ES,1
300,8,Sony Camera X,Fujifilm,1668.49,1537.73,B,2024-05-17,2025-03-13,Amazon ES,1
301,8,Canon Camera Ultra,Nikon,503.31,434.24,A,2023-05-21,2024-03-16,Amazon ES,1
302,8,Nikon Camera Max,Fujifilm,275.17,237.13,A,2023-10-27,2024-08-22,FNAC Portugal,1
303,9,Sony TV SE,Sony,129.99,124.69,A,2023-10-29,2024-08-24,Amazon ES,1
304,9,Philips TV Pro,Philips,172.24,135.78,A,2021-09-13,2022-07-10,FNAC Portugal,1
305,9,LG TV Ultra,Philips,1666.16,1546.45,A,2023-11-10,2024-09-05,Amazon ES,1
306,9,Philips TV Ultra,Philips,199.42,161.46,C,2023-01-25,2023-11-21,Amazon ES,1
307,9,Sony TV Ultra,Samsung,469.7,411.1,B,2023-04-21,2024-02-15,Amazon ES,1
308,9,Philips TV SE,Philips,96.92,92.31,A,2024-04-22,2025-02-16,FNAC Portugal,1
309,9,LG TV Plus,Samsung,575.37,467.66,A,2023-01-26,2023-11-22,FNAC Portugal,1
310,9,Sony TV X,Philips,571.27,483.39,A,2023-03-19,2024-01-13,Amazon ES,1
311,9,Sony TV Pro,Sony,1204.8,1131.48,B,2024-03-06,2024-12-31,Amazon ES,1
312,9,LG TV Plus,Sony,262.48,212.43,A,2022-09-15,2023-07-12,Amazon ES,1
313,9,Philips TV,LG,59.09,51.62,A,2023-06-16,2024-04-11,FNAC Portugal,1
314,9,LG TV SE,Philips,310.81,272.25,A,2023-05-10,2024-03-05,FNAC Portugal,1
315,9,Philips TV Lite,Samsung,446.53,383.46,C,2023-07-03,2024-04-28,FNAC Portugal,1
316,9,Philips TV SE,Sony,449.05,422.95,A,2024-01-12,2024-11-07,FNAC Portugal,1
317,9,LG TV Max,Philips,556.76,526.64,A,2024-03-16,2025-01-10,FNAC Portugal,1
318,9,Philips TV Ultra,LG,1511.15,1395.12,B,2023-04-12,2024-02-06,FNAC Portugal,1
319,9,LG TV X,Philips,530.65,437.16,B,2022-12-23,2023-10-19,FNAC Portugal,1
320,9,Sony TV Plus,Samsung,449.6,290.31,B,2021-06-17,2022-04-13,FNAC Portugal,1
321,9,Philips TV Pro,Philips,276.29,262.66,A,2024-04-30,2025-02-24,FNAC Portugal,1
322,9,Sony TV,LG,496.66,476.57,A,2024-03-06,2024-12-31,Amazon ES,1
323,9,LG TV Lite,LG,1683.96,1593.42,A,2024-04-02,2025-01-27,Amazon ES,1
324,9,Philips TV Ultra,Samsung,464.67,332.37,A,2022-04-12,2023-02-06,Amazon ES,1
325,9,Samsung TV Lite,Samsung,430.65,394.87,A,2024-02-15,2024-12-11,Amazon ES,1
326,9,Sony TV Plus,LG,83.08,70.0,A,2022-01-01,2022-10-28,FNAC Portugal,1
327,9,Sony TV Ultra,Samsung,84.81,65.11,A,2022-03-28,2023-01-22,FNAC Portugal,1
328,9,Philips TV Plus,Samsung,261.8,242.47,B,2023-12-31,2024-10-26,FNAC Portugal,1
329,9,Samsung TV Lite,Philips,505.16,386.57,A,2022-09-02,2023-06-29,Amazon ES,1
330,9,Sony TV SE,Samsung,115.73,102.16,B,2023-03-28,2024-01-22,Amazon ES,1
331,9,Samsung TV,LG,568.95,387.56,B,2022-01-21,2022-11-17,Amazon ES,1
332,9,Samsung TV Pro,Sony,189.37,177.1,A,2024-04-04,2025-01-29,FNAC Portugal,1
333,9,LG TV Lite,Samsung,317.51,292.76,C,2023-08-27,2024-06-22,Amazon ES,1
334,9,Sony TV SE,LG,91.62,85.49,B,2023-09-15,2024-07-11,FNAC Portugal,1
335,10,Philips Appliance Pro,Philips,71.34,69.65,A,2024-04-07,2025-02-01,Amazon ES,1
336,10,Bosch Appliance Pro,Bosch,587.23,504.5,B,2022-06-21,2023-04-17,FNAC Portugal,1
337,10,Philips Appliance Plus,Philips,737.76,708.06,C,2024-03-24,2025-01-18,Amazon ES,1
338,10,Bosch Appliance X,Dyson,186.38,148.84,C,2022-03-09,2023-01-03,Amazon ES,1
339,10,Tefal Appliance Pro,Bosch,394.33,366.51,B,2024-01-25,2024-11-20,Amazon ES,1
340,10,Philips Appliance,Philips,1390.39,1302.79,A,2024-04-12,2025-02-06,Amazon ES,1
341,10,Bosch Appliance X,Dyson,904.73,743.58,A,2021-01-28,2021-11-24,Amazon ES,1
342,10,Philips Appliance,Philips,212.98,179.81,B,2022-03-04,2022-12-29,FNAC Portugal,1
343,10,Dyson Appliance Lite,Dyson,638.13,583.43,A,2022-02-22,2022-12-19,Amazon ES,1
344,10,Philips Appliance Pro,Dyson,529.42,475.19,B,2023-05-13,2024-03-08,FNAC Portugal,1
345,10,Dyson Appliance Pro,Philips,343.33,254.98,A,2022-02-20,2022-12-17,Amazon ES,1
346,10,Tefal Appliance Max,Bosch,573.5,434.52,B,2021-06-23,2022-04-19,Amazon ES,1
347,10,Tefal Appliance SE,Philips,99.82,79.77,A,2022-07-06,2023-05-02,Amazon ES,1
348,10,Dyson Appliance Max,Bosch,172.2,132.59,B,2022-05-10,2023-03-06,FNAC Portugal,1
349,10,Bosch Appliance Lite,Philips,82.54,77.82,A,2024-01-29,2024-11-24,FNAC Portugal,1
350,10,Bosch Appliance X,Dyson,864.54,850.33,A,2024-06-14,2025-04-10,FNAC Portugal,1
351,10,Bosch Appliance,Bosch,217.22,201.57,B,2023-11-23,2024-09-18,FNAC Portugal,1
352,10,Philips Appliance Ultra,Dyson,323.39,260.01,B,2021-04-10,2022-02-04,FNAC Portugal,1
353,10,Dyson Appliance Ultra,Bosch,1628.63,1355.47,A,2023-02-18,2023-12-15,Amazon ES,1
354,10,Philips Appliance X,Philips,744.47,690.24,A,2022-08-16,2023-06-12,Amazon ES,1
355,10,Philips Appliance Pro,Dyson,252.2,245.97,B,2024-05-11,2025-03-07,Amazon ES,1
356,10,Tefal Appliance Max,Tefal,628.45,578.16,A,2024-01-25,2024-11-20,FNAC Portugal,1
357,10,Bosch Appliance SE,Tefal,189.04,184.45,A,2024-05-12,2025-03-08,Amazon ES,1
358,10,Bosch Appliance Lite,Tefal,131.63,126.93,A,2024-03-08,2025-01-02,FNAC Portugal,1
359,10,Philips Appliance,Bosch,74.5,65.42,B,2021-02-02,2021-11-29,FNAC Portugal,1
360,10,Bosch Appliance X,Tefal,376.84,323.32,A,2023-02-28,2023-12-25,Amazon ES,1
361,10,Philips Appliance Lite,Bosch,493.56,400.98,A,2022-03-04,2022-12-29,Amazon ES,1
362,10,Bosch Appliance SE,Philips,88.97,69.57,B,2022-05-31,2023-03-27,FNAC Portugal,1
363,11,Razer Keyboard Lite,Microsoft,242.24,219.49,C,2023-01-30,2023-11-26,Amazon ES,1
364,11,Microsoft Keyboard Plus,Corsair,148.91,140.54,B,2023-08-15,2024-06-10,Amazon ES,1
365,11,Razer Keyboard Plus,Microsoft,457.94,386.48,A,2022-02-17,2022-12-14,Amazon ES,1
366,11,Microsoft Keyboard Ultra,Corsair,852.38,792.05,A,2022-11-12,2023-09-08,FNAC Portugal,1
367,11,Microsoft Keyboard X,Corsair,782.13,767.54,B,2024-05-18,2025-03-14,FNAC Portugal,1
368,11,Microsoft Keyboard Plus,Razer,143.8,128.95,A,2022-08-10,2023-06-06,Amazon ES,1
369,11,Razer Keyboard SE,Corsair,77.52,62.16,A,2021-08-16,2022-06-12,FNAC Portugal,1
370,11,Microsoft Keyboard SE,Logitech,1396.59,1145.49,A,2021-11-21,2022-09-17,FNAC Portugal,1
371,11,Logitech Keyboard SE,Microsoft,752.98,705.83,B,2024-01-28,2024-11-23,Amazon ES,1
372,11,Microsoft Keyboard X,Microsoft,151.94,124.86,A,2022-03-21,2023-01-15,FNAC Portugal,1
373,11,Logitech Keyboard X,Razer,1683.25,1449.44,A,2022-02-16,2022-12-13,Amazon ES,1
374,11,Corsair Keyboard Max,Razer,600.04,568.57,B,2023-04-03,2024-01-28,Amazon ES,1
375,11,Microsoft Keyboard Lite,Microsoft,1263.73,1194.14,A,2023-09-01,2024-06-27,Amazon ES,1
376,11,Corsair Keyboard X,Razer,1648.34,1589.54,A,2023-10-24,2024-08-19,FNAC Portugal,1
377,11,Microsoft Keyboard Pro,Razer,436.92,405.56,C,2023-09-01,2024-06-27,FNAC Portugal,1
378,11,Logitech Keyboard X,Corsair,159.54,147.23,A,2022-06-11,2023-04-07,FNAC Portugal,1
379,11,Razer Keyboard SE,Razer,132.66,111.84,B,2022-10-09,2023-08-05,FNAC Portugal,1
380,11,Corsair Keyboard Pro,Corsair,528.03,473.29,A,2023-04-03,2024-01-28,Amazon ES,1
381,11,Microsoft Keyboard Ultra,Razer,131.72,127.03,C,2024-06-29,2025-04-25,FNAC Portugal,1
382,11,Razer Keyboard,Logitech,1519.83,1290.11,B,2022-09-04,2023-07-01,FNAC Portugal,1
383,11,Logitech Keyboard SE,Corsair,420.19,387.39,A,2023-05-07,2024-03-02,Amazon ES,1
384,11,Razer Keyboard Max,Corsair,380.7,318.78,B,2022-11-19,2023-09-15,Amazon ES,1
385,11,Logitech Keyboard Lite,Microsoft,358.78,332.27,B,2023-02-19,2023-12-16,FNAC Portugal,1
386,11,Corsair Keyboard SE,Logitech,100.71,93.46,A,2023-03-18,2024-01-12,FNAC Portugal,1
387,11,Microsoft Keyboard SE,Logitech,64.79,62.22,A,2023-09-05,2024-07-01,FNAC Portugal,1
388,11,Microsoft Keyboard Max,Corsair,696.74,669.17,A,2024-04-16,2025-02-10,Amazon ES,1
389,11,Microsoft Keyboard Max,Razer,187.37,161.93,B,2023-04-28,2024-02-22,Amazon ES,1
390,11,Logitech Keyboard Max,Logitech,1177.53,1142.49,A,2024-01-04,2024-10-30,FNAC Portugal,1
391,11,Corsair Keyboard X,Corsair,135.03,117.0,A,2022-02-16,2022-12-13,FNAC Portugal,1
392,11,Microsoft Keyboard Lite,Corsair,530.54,518.98,A,2024-04-10,2025-02-04,FNAC Portugal,1
393,11,Corsair Keyboard,Logitech,52.19,47.85,B,2023-01-06,2023-11-02,Amazon ES,1
394,11,Razer Keyboard Plus,Microsoft,128.51,116.79,A,2023-03-01,2023-12-26,Amazon ES,1
395,11,Razer Keyboard X,Microsoft,1742.9,1520.84,B,2022-03-12,2023-01-06,Amazon ES,1
396,11,Logitech Keyboard Max,Microsoft,181.71,145.94,B,2021-01-17,2021-11-13,FNAC Portugal,1
397,11,Corsair Keyboard Pro,Microsoft,435.69,421.65,A,2024-06-27,2025-04-23,Amazon ES,1
398,11,Microsoft Keyboard Lite,Logitech,579.59,507.24,A,2023-01-29,2023-11-25,FNAC Portugal,1
399,12,Benq Monitor Max,Dell,365.47,265.7,A,2021-12-27,2022-10-23,FNAC Portugal,1
400,12,Benq Monitor X,LG,519.01,473.55,B,2023-12-03,2024-09-28,Amazon ES,1
401,12,LG Monitor Lite,AOC,1424.75,1193.52,B,2023-06-28,2024-04-23,FNAC Portugal,1
402,12,Dell Monitor X,LG,1294.03,1223.71,C,2024-06-05,2025-04-01,Amazon ES,1
403,12,Dell Monitor Pro,Dell,470.3,398.35,A,2021-08-19,2022-06-15,FNAC Portugal,1
404,12,Dell Monitor X,Dell,393.52,327.55,A,2023-07-30,2024-05-25,FNAC Portugal,1
405,12,Dell Monitor X,Dell,83.69,73.99,B,2023-01-16,2023-11-12,Amazon ES,1
406,12,Dell Monitor Plus,Dell,141.52,120.77,A,2023-08-07,2024-06-02,FNAC Portugal,1
407,12,Benq Monitor Plus,AOC,297.03,240.2,B,2022-02-16,2022-12-13,FNAC Portugal,1
408,12,Dell Monitor,LG,128.21,120.67,B,2024-04-14,2025-02-08,Amazon ES,1
409,12,Dell Monitor X,Dell,318.3,255.58,B,2022-03-08,2023-01-02,FNAC Portugal,1
410,12,AOC Monitor,AOC,142.31,115.5,A,2023-03-20,2024-01-14,Amazon ES,1
411,12,Dell Monitor SE,Benq,108.12,74.82,B,2022-05-02,2023-02-26,Amazon ES,1
412,12,LG Monitor,Dell,189.76,173.09,A,2024-01-09,2024-11-04,FNAC Portugal,1
413,12,LG Monitor,AOC,209.85,191.47,A,2023-11-29,2024-09-24,Amazon ES,1
414,12,LG Monitor SE,AOC,964.06,920.68,A,2024-05-05,2025-03-01,FNAC Portugal,1
415,12,Dell Monitor Ultra,LG,1358.42,1189.45,A,2023-02-23,2023-12-20,FNAC Portugal,1
416,12,Benq Monitor Max,Dell,513.35,496.31,B,2024-06-11,2025-04-07,Amazon ES,1
417,12,Dell Monitor Lite,Dell,53.84,50.07,C,2024-01-15,2024-11-10,Amazon ES,1
418,12,Dell Monitor Max,AOC,1428.39,1118.39,A,2023-05-02,2024-02-26,FNAC Portugal,1
419,12,Benq Monitor,Benq,95.91,85.22,C,2023-01-31,2023-11-27,FNAC Portugal,1
420,12,Benq Monitor Ultra,LG,1446.05,1205.63,A,2023-04-03,2024-01-28,Amazon ES,1
421,12,Dell Monitor Pro,Benq,193.92,186.75,B,2024-05-02,2025-02-26,FNAC Portugal,1
422,12,Dell Monitor X,Benq,174.31,161.04,A,2024-05-01,2025-02-25,FNAC Portugal,1
423,12,Benq Monitor Ultra,LG,444.8,327.33,C,2021-05-08,2022-03-04,FNAC Portugal,1
424,12,LG Monitor Lite,AOC,166.33,150.92,B,2023-12-23,2024-10-18,FNAC Portugal,1
425,12,Dell Monitor Max,Dell,75.12,65.25,B,2023-01-24,2023-11-20,FNAC Portugal,1
426,12,Dell Monitor,LG,834.86,792.87,A,2023-06-02,2024-03-28,Amazon ES,1
427,12,Dell Monitor X,LG,973.89,675.08,A,2022-01-01,2022-10-28,FNAC Portugal,1
428,12,LG Monitor Lite,Dell,187.25,164.67,A,2022-01-25,2022-11-21,Amazon ES,1
429,12,LG Monitor,LG,687.6,583.52,A,2023-03-27,2024-01-21,FNAC Portugal,1
430,12,LG Monitor Pro,Benq,356.72,317.28,B,2023-09-04,2024-06-30,Amazon ES,1
431,13,Cisco Networking Max,TP-Link,645.24,475.02,C,2022-07-25,2023-05-21,FNAC Portugal,1
432,13,Cisco Networking SE,Cisco,338.23,282.25,A,2022-10-26,2023-08-22,Amazon ES,1
433,13,TP-Link Networking Max,Asus,192.71,163.69,C,2023-01-23,2023-11-19,FNAC Portugal,1
434,13,Netgear Networking Lite,TP-Link,99.52,82.01,B,2022-04-19,2023-02-13,Amazon ES,1
435,13,TP-Link Networking X,Cisco,157.69,144.06,A,2024-01-08,2024-11-03,Amazon ES,1
436,13,Asus Networking Lite,Cisco,1523.33,1465.2,B,2024-05-28,2025-03-24,FNAC Portugal,1
437,13,Cisco Networking Max,Netgear,581.01,516.52,B,2023-09-13,2024-07-09,Amazon ES,1
438,13,Netgear Networking X,Asus,418.82,367.25,A,2023-01-15,2023-11-11,Amazon ES,1
439,13,Netgear Networking Lite,Cisco,160.21,138.45,B,2023-07-03,2024-04-28,FNAC Portugal,1
440,13,Cisco Networking Lite,Netgear,775.23,724.79,C,2024-06-09,2025-04-05,Amazon ES,1
441,13,TP-Link Networking Plus,Asus,468.56,450.43,A,2024-05-04,2025-02-28,FNAC Portugal,1
442,13,Netgear Networking Ultra,Netgear,440.38,402.15,A,2024-02-06,2024-12-02,FNAC Portugal,1
443,13,Cisco Networking Ultra,TP-Link,365.24,241.39,A,2021-07-30,2022-05-26,FNAC Portugal,1
444,13,Netgear Networking,TP-Link,707.71,448.41,A,2021-06-26,2022-04-22,FNAC Portugal,1
445,13,TP-Link Networking Plus,TP-Link,135.56,118.92,A,2023-04-14,2024-02-08,Amazon ES,1
446,13,Asus Networking Ultra,Asus,580.82,517.54,A,2024-01-09,2024-11-04,Amazon ES,1
447,13,Cisco Networking Pro,Cisco,63.07,59.09,A,2023-10-30,2024-08-25,FNAC Portugal,1
448,13,Cisco Networking,TP-Link,1552.72,1357.7,B,2023-09-28,2024-07-24,FNAC Portugal,1
449,13,Netgear Networking Ultra,Netgear,225.0,183.97,A,2023-08-15,2024-06-10,FNAC Portugal,1
450,13,Netgear Networking SE,Netgear,859.24,783.11,A,2023-12-16,2024-10-11,Amazon ES,1
451,13,TP-Link Networking Max,Cisco,447.32,403.47,B,2023-06-06,2024-04-01,FNAC Portugal,1
452,13,Netgear Networking SE,TP-Link,1477.5,1407.1,B,2024-04-13,2025-02-07,FNAC Portugal,1
453,13,Cisco Networking Ultra,TP-Link,243.26,152.83,A,2022-03-11,2023-01-05,Amazon ES,1
454,13,Asus Networking Ultra,TP-Link,177.13,146.51,A,2023-07-15,2024-05-10,FNAC Portugal,1
455,13,Netgear Networking SE,Asus,1445.2,1180.59,A,2023-04-22,2024-02-16,FNAC Portugal,1
456,13,TP-Link Networking Plus,Netgear,248.52,224.69,B,2023-08-08,2024-06-03,Amazon ES,1
457,13,Cisco Networking Pro,Netgear,745.7,584.15,B,2022-04-30,2023-02-24,FNAC Portugal,1
458,13,Netgear Networking,Netgear,127.9,86.98,B,2021-06-09,2022-04-05,Amazon ES,1
459,14,Microsoft Peripheral SE,Microsoft,227.89,200.35,C,2022-09-22,2023-07-19,FNAC Portugal,1
460,14,Logitech Peripheral Pro,Microsoft,132.92,127.69,A,2024-04-03,2025-01-28,FNAC Portugal,1
461,14,Microsoft Peripheral Plus,Logitech,1148.18,1016.84,A,2022-04-04,2023-01-29,FNAC Portugal,1
462,14,Microsoft Peripheral Lite,Logitech,57.91,53.06,A,2023-11-05,2024-08-31,Amazon ES,1
463,14,Logitech Peripheral Ultra,Microsoft,338.48,323.37,C,2023-11-19,2024-09-14,Amazon ES,1
464,14,Anker Peripheral Ultra,Microsoft,480.35,458.44,A,2023-06-25,2024-04-20,FNAC Portugal,1
465,14,Belkin Peripheral Ultra,Microsoft,245.32,223.7,B,2022-01-24,2022-11-20,FNAC Portugal,1
466,14,Microsoft Peripheral Plus,Belkin,585.47,515.33,A,2021-09-07,2022-07-04,FNAC Portugal,1
467,14,Anker Peripheral Plus,Belkin,520.82,483.16,C,2022-09-20,2023-07-17,Amazon ES,1
468,14,Microsoft Peripheral X,Logitech,820.85,777.13,C,2023-03-24,2024-01-18,FNAC Portugal,1
469,14,Belkin Peripheral SE,Microsoft,87.88,85.08,B,2024-03-02,2024-12-27,Amazon ES,1
470,14,Microsoft Peripheral Plus,Logitech,415.35,388.23,A,2024-01-25,2024-11-20,FNAC Portugal,1
471,14,Microsoft Peripheral Ultra,Microsoft,239.69,221.07,A,2022-08-18,2023-06-14,Amazon ES,1
472,14,Logitech Peripheral X,Microsoft,487.07,475.58,B,2024-03-19,2025-01-13,FNAC Portugal,1
473,14,Belkin Peripheral X,Microsoft,309.6,259.62,A,2022-03-30,2023-01-24,FNAC Portugal,1
474,14,Logitech Peripheral Max,Microsoft,359.99,344.71,B,2024-01-28,2024-11-23,FNAC Portugal,1
475,14,Belkin Peripheral Ultra,Anker,907.7,741.26,B,2022-10-19,2023-08-15,Amazon ES,1
476,14,Belkin Peripheral Max,Belkin,1557.37,1436.03,B,2023-06-23,2024-04-18,Amazon ES,1
477,14,Microsoft Peripheral X,Belkin,179.55,153.85,A,2021-09-23,2022-07-20,Amazon ES,1
478,14,Microsoft Peripheral SE,Belkin,1163.29,972.5,B,2022-03-12,2023-01-06,Amazon ES,1
479,14,Anker Peripheral X,Microsoft,203.82,197.72,A,2024-01-02,2024-10-28,Amazon ES,1
480,14,Logitech Peripheral Pro,Logitech,716.03,635.43,A,2022-03-09,2023-01-03,FNAC Portugal,1
481,14,Microsoft Peripheral X,Anker,365.76,316.67,B,2022-07-25,2023-05-21,FNAC Portugal,1
482,14,Belkin Peripheral Max,Anker,554.97,535.81,A,2023-12-05,2024-09-30,FNAC Portugal,1
483,14,Microsoft Peripheral X,Anker,305.09,293.58,A,2024-05-29,2025-03-25,FNAC Portugal,1
484,14,Anker Peripheral,Anker,404.18,280.38,A,2021-04-21,2022-02-15,FNAC Portugal,1
485,14,Logitech Peripheral Pro,Anker,1350.26,1230.93,A,2023-07-28,2024-05-23,FNAC Portugal,1
486,14,Belkin Peripheral,Logitech,153.94,141.97,A,2023-07-14,2024-05-09,FNAC Portugal,1
487,14,Microsoft Peripheral Pro,Microsoft,58.66,49.88,B,2022-04-18,2023-02-12,FNAC Portugal,1
488,14,Microsoft Peripheral Ultra,Anker,1118.17,1068.08,A,2023-10-17,2024-08-12,Amazon ES,1
489,14,Belkin Peripheral Ultra,Belkin,78.13,61.75,C,2022-03-08,2023-01-02,FNAC Portugal,1
490,14,Microsoft Peripheral Ultra,Anker,1299.73,1173.38,B,2023-02-03,2023-11-30,Amazon ES,1
491,14,Microsoft Peripheral Ultra,Microsoft,439.84,406.85,B,2023-11-02,2024-08-28,FNAC Portugal,1
492,14,Belkin Peripheral Plus,Logitech,220.66,204.51,B,2023-04-26,2024-02-20,FNAC Portugal,1
493,14,Anker Peripheral Lite,Microsoft,405.63,384.5,A,2023-10-15,2024-08-10,Amazon ES,1
494,14,Anker Peripheral Ultra,Microsoft,160.94,152.14,B,2024-03-24,2025-01-18,FNAC Portugal,1
495,14,Anker Peripheral X,Belkin,60.34,58.6,B,2024-01-17,2024-11-12,FNAC Portugal,1
496,14,Belkin Peripheral,Microsoft,1771.75,1664.4,A,2024-02-13,2024-12-09,FNAC Portugal,1
497,14,Microsoft Peripheral Pro,Logitech,114.83,101.69,A,2023-03-08,2024-01-02,FNAC Portugal,1
498,14,Belkin Peripheral X,Belkin,964.91,890.92,C,2022-06-12,2023-04-08,FNAC Portugal,1
499,14,Microsoft Peripheral Lite,Logitech,427.59,392.27,B,2023-06-07,2024-04-02,Amazon ES,1
500,14,Belkin Peripheral SE,Logitech,220.47,201.82,A,2022-03-08,2023-01-02,FNAC Portugal,1
