rental_id,product_id,customer_id,pricing_rule_id,rental_start_date,rental_end_date,expected_return_date,actual_return_date,rental_duration_days,base_rental_revenue,late_fee,insurance_fee,total_rental_revenue,operational_cost,net_rental_revenue,is_no_return,is_damaged_beyond_repair,is_late
202,91,1348,2,2024-07-19,2024-08-09,2024-08-09,2024-08-09,21,92.4,0.0,3.79,96.19,17.28,78.91,0,0,0
203,91,561,11,2024-08-20,2024-09-03,2024-09-03,2024-09-03,14,133.57,0.0,5.08,138.65,25.91,112.74,0,0,0
204,92,826,9,2024-08-11,2024-08-18,2024-08-18,2024-08-18,7,46.2,0.0,1.29,47.49,8.45,39.04,0,0,0
205,92,820,2,2024-08-30,2024-09-13,2024-09-13,2024-09-13,14,61.6,0.0,2.53,64.13,10.72,53.41,0,0,0
206,92,1986,8,2024-10-17,2024-10-31,2024-10-31,2024-10-31,14,82.33,0.0,2.72,85.05,12.6,72.45,0,0,0
207,92,1466,6,2024-11-07,2024-11-14,2024-11-14,2024-11-14,7,76.13,0.0,1.6,77.73,17.13,60.6,0,0,0
208,93,868,2,2023-06-28,2023-07-19,2023-07-19,,21,92.4,0.0,3.79,96.19,16.63,79.56,1,0,0
209,93,275,10,2023-08-18,2023-09-08,2023-09-08,2023-09-08,21,336.08,0.0,8.74,344.82,65.2,279.62,0,0,0
210,93,1605,6,2023-09-15,2023-09-29,2023-09-29,2023-09-29,14,140.98,0.0,2.96,143.94,32.85,111.09,0,0,0
211,93,958,12,2023-10-06,2023-11-05,2023-11-05,2023-11-05,30,412.22,0.0,12.37,424.59,86.57,338.02,0,0,0
212,94,1997,8,2023-04-01,2023-04-15,2023-04-22,2023-04-22,14,205.02,18.13,6.77,229.92,46.54,183.38,0,0,1
213,94,1708,9,2023-05-20,2023-06-19,2023-06-26,2023-06-26,30,493.12,15.47,13.81,522.4,118.35,404.05,0,0,1
214,94,1141,9,2023-07-09,2023-07-23,2023-07-23,,14,230.12,0.0,6.44,236.56,56.84,179.72,1,1,0
215,94,1703,10,2023-08-31,2023-09-14,2023-09-14,2023-09-14,14,207.11,0.0,5.38,212.49,35.21,177.28,0,0,0
216,95,1264,8,2024-03-27,2024-04-03,2024-04-03,2024-04-03,7,84.4,0.0,2.79,87.19,16.2,70.99,0,0,0
217,95,480,10,2024-04-12,2024-04-26,2024-04-26,2024-04-26,14,170.52,0.0,4.43,174.95,26.77,148.18,0,0,0
218,95,977,12,2024-05-08,2024-06-07,2024-06-07,2024-06-07,30,313.73,0.0,9.41,323.14,54.28,268.86,0,0,0
219,95,1485,11,2024-06-20,2024-07-11,2024-07-11,2024-07-11,21,328.13,0.0,12.47,340.6,61.03,279.57,0,0,0
220,95,1909,10,2024-07-25,2024-08-24,2024-08-24,2024-08-24,30,365.41,0.0,9.5,374.91,77.1,297.81,0,0,0
221,95,464,12,2024-09-06,2024-09-27,2024-09-27,2024-09-27,21,219.61,0.0,6.59,226.2,51.39,174.81,0,0,0
222,95,157,9,2024-10-07,2024-10-21,2024-10-21,2024-10-21,14,189.47,0.0,5.31,194.78,43.77,151.01,0,0,0
223,96,61,10,2024-11-13,2024-11-20,2024-11-20,2024-11-20,7,87.93,0.0,2.29,90.22,18.29,71.93,0,0,0
224,96,1595,7,2024-11-27,2024-12-04,2024-12-04,2024-12-04,7,74.13,0.0,3.63,77.76,14.38,63.38,0,0,0
225,97,1355,11,2024-09-12,2024-09-19,2024-09-19,2024-09-19,7,94.88,0.0,3.61,98.49,16.6,81.89,0,0,0
226,97,420,6,2024-09-24,2024-10-08,2024-10-08,2024-10-08,14,140.98,0.0,2.96,143.94,32.99,110.95,0,0,0
227,97,293,9,2024-10-14,2024-10-21,2024-10-23,,7,82.18,4.42,2.3,88.9,14.96,73.94,1,0,1
228,98,985,4,2024-02-20,2024-03-05,2024-03-05,2024-03-05,14,65.1,0.0,1.89,66.99,11.13,55.86,0,0,0
229,98,752,1,2024-04-24,2024-05-15,2024-05-15,2024-05-15,21,133.77,0.0,3.34,137.11,33.31,103.8,0,0,0
230,98,683,8,2024-05-21,2024-06-20,2024-06-20,2024-06-20,30,329.87,0.0,10.89,340.76,79.83,260.93,0,0,0
231,99,553,9,2023-10-03,2023-10-10,2023-10-10,2023-10-10,7,43.63,0.0,1.22,44.85,9.38,35.47,0,0,0
232,99,1594,1,2023-10-24,2023-11-07,2023-11-07,2023-11-07,14,89.18,0.0,2.23,91.41,15.7,75.71,0,0,0
233,99,1793,6,2023-11-16,2023-12-07,2023-12-12,2023-12-12,21,227.54,25.45,4.78,257.77,54.15,203.62,0,0,1
234,99,1845,8,2023-12-21,2023-12-28,2023-12-28,2023-12-28,7,41.3,0.0,1.36,42.66,8.22,34.44,0,0,0
235,99,787,12,2024-01-04,2024-01-25,2024-01-25,2024-01-25,21,101.14,0.0,3.03,104.17,24.48,79.69,0,0,0
236,101,1864,11,2021-02-20,2021-03-06,2021-03-06,2021-03-06,14,221.92,0.0,8.43,230.35,40.61,189.74,0,0,0
237,101,1500,7,2021-04-11,2021-05-02,2021-05-02,2021-05-02,21,235.9,0.0,11.56,247.46,37.74,209.72,0,0,0
238,101,670,12,2021-06-07,2021-06-28,2021-06-28,2021-06-28,21,222.8,0.0,6.68,229.48,38.99,190.49,0,0,0
239,101,1759,12,2021-07-10,2021-07-17,2021-07-17,2021-07-17,7,74.27,0.0,2.23,76.5,17.75,58.75,0,0,0
240,102,1325,12,2024-08-29,2024-09-05,2024-09-05,2024-09-05,7,55.32,0.0,1.66,56.98,12.83,44.15,0,0,0
241,102,343,12,2024-10-01,2024-10-08,2024-10-08,2024-10-08,7,55.32,0.0,1.66,56.98,12.17,44.81,0,0,0
242,103,130,8,2023-12-19,2023-12-26,2023-12-26,2023-12-26,7,73.76,0.0,2.43,76.19,16.6,59.59,0,0,0
243,103,1216,7,2024-02-04,2024-02-25,2024-02-25,2024-02-25,21,192.41,0.0,9.43,201.84,35.4,166.44,0,0,0
244,103,990,12,2024-03-02,2024-03-23,2024-03-23,2024-03-23,21,181.72,0.0,5.45,187.17,41.07,146.1,0,0,0
245,104,625,4,2021-05-09,2021-05-23,2021-05-23,2021-05-23,14,65.1,0.0,1.89,66.99,11.46,55.53,0,0,0
246,104,891,11,2021-06-06,2021-06-27,2021-06-27,2021-06-27,21,426.09,0.0,16.19,442.28,73.29,368.99,0,0,0
247,104,1525,12,2021-07-10,2021-07-31,2021-07-31,2021-07-31,21,285.18,0.0,8.56,293.74,71.01,222.73,0,0,0
248,104,1515,10,2021-09-25,2021-10-02,2021-10-02,2021-10-02,7,110.72,0.0,2.88,113.6,19.93,93.67,0,0,0
249,105,1424,12,2023-12-05,2023-12-12,2023-12-19,2023-12-19,7,64.68,22.26,1.94,88.88,10.74,78.14,0,0,1
250,105,182,10,2023-12-31,2024-01-14,2024-01-14,2024-01-14,14,151.57,0.0,3.94,155.51,24.1,131.41,0,0,0
251,105,826,8,2024-01-19,2024-02-09,2024-02-09,2024-02-09,21,208.03,0.0,6.86,214.89,40.36,174.53,0,0,0
252,105,1957,7,2024-02-19,2024-02-26,2024-02-26,2024-02-26,7,63.68,0.0,3.12,66.8,9.93,56.87,0,0,0
253,105,1431,11,2024-03-09,2024-03-16,2024-03-16,2024-03-16,7,89.86,0.0,3.41,93.27,18.24,75.03,0,0,0
254,105,23,7,2024-03-21,2024-04-20,2024-04-20,2024-04-20,30,272.93,0.0,13.37,286.3,41.76,244.54,0,0,0
255,105,490,7,2024-04-28,2024-05-12,2024-05-12,2024-05-12,14,127.37,0.0,6.24,133.61,28.79,104.82,0,0,0
256,105,1782,8,2024-05-25,2024-06-15,2024-06-15,2024-06-15,21,208.03,0.0,6.86,214.89,51.8,163.09,0,0,0
257,106,814,7,2024-11-23,2024-12-14,2024-12-14,2024-12-14,21,216.17,0.0,10.59,226.76,51.88,174.88,0,0,0
258,106,1923,2,2024-12-28,2025-01-11,2025-01-18,2025-01-18,14,64.81,50.4,2.66,117.87,10.3,107.57,0,0,1
259,107,26,1,2023-09-11,2023-09-25,2023-09-25,,14,89.18,0.0,2.23,91.41,16.77,74.64,1,0,0
260,107,1919,5,2023-09-30,2023-10-14,2023-10-14,2023-10-14,14,119.14,0.0,4.05,123.19,23.11,100.08,0,0,0
261,107,1662,12,2023-10-24,2023-11-14,2023-11-14,2023-11-14,21,208.15,0.0,6.24,214.39,42.05,172.34,0,0,0
262,107,1553,7,2023-11-21,2023-11-28,2023-11-28,2023-11-28,7,83.25,0.0,4.08,87.33,13.99,73.34,0,0,0
263,110,1223,12,2022-07-07,2022-07-28,2022-08-03,2022-08-03,21,195.91,19.08,5.88,220.87,39.18,181.69,0,0,1
264,110,1112,8,2022-08-14,2022-09-04,2022-09-04,2022-09-04,21,225.87,0.0,7.45,233.32,47.66,185.66,0,0,0
265,110,1771,10,2022-09-09,2022-09-16,2022-09-16,2022-09-16,7,76.06,0.0,1.98,78.04,13.54,64.5,0,0,0
266,110,1686,12,2022-09-26,2022-10-03,2022-10-03,2022-10-03,7,65.3,0.0,1.96,67.26,12.08,55.18,0,0,0
267,110,1068,8,2022-10-15,2022-10-22,2022-10-22,2022-10-22,7,75.29,0.0,2.48,77.77,12.65,65.12,0,0,0
268,110,612,12,2022-11-03,2022-11-17,2022-11-17,2022-11-17,14,144.89,0.0,4.35,149.24,27.38,121.86,0,0,0
269,110,152,12,2022-11-24,2022-12-08,2022-12-08,,14,145.73,0.0,4.37,150.1,25.5,124.6,1,0,0
270,110,607,10,2022-12-21,2023-01-11,2023-01-11,2023-01-11,21,246.63,0.0,6.41,253.04,52.29,200.75,0,0,0
271,112,1957,5,2022-06-22,2022-07-06,2022-07-13,,14,119.14,26.25,4.05,149.44,28.12,121.32,1,0,1
272,112,1125,11,2022-07-25,2022-08-15,2022-08-15,2022-08-15,21,534.8,0.0,20.32,555.12,80.75,474.37,0,0,0
273,112,1942,11,2022-08-28,2022-09-27,2022-09-27,2022-09-27,30,764.0,0.0,29.03,793.03,133.7,659.33,0,0,0
274,113,1026,5,2023-01-29,2023-02-05,2023-02-05,2023-02-05,7,59.57,0.0,2.03,61.6,14.12,47.48,0,0,0
275,113,628,4,2023-02-18,2023-02-25,2023-02-25,2023-02-25,7,32.55,0.0,0.94,33.49,6.38,27.11,0,0,0
276,113,296,5,2023-03-11,2023-03-25,2023-04-01,2023-04-01,14,119.14,26.25,4.05,149.44,24.9,124.54,0,0,1
277,113,1636,9,2023-04-29,2023-05-20,2023-05-24,2023-05-24,21,245.01,8.84,6.86,260.71,43.12,217.59,0,0,1
278,114,1483,11,2024-10-17,2024-10-31,2024-10-31,2024-10-31,14,516.22,0.0,19.62,535.84,90.34,445.5,0,0,0
279,114,955,6,2024-12-06,2024-12-20,2024-12-20,2024-12-20,14,156.11,0.0,3.28,159.39,33.25,126.14,0,0,0
280,115,1649,1,2024-07-17,2024-07-31,2024-07-31,2024-07-31,14,89.18,0.0,2.23,91.41,16.05,75.36,0,0,0
281,115,1952,10,2024-08-12,2024-08-26,2024-08-26,2024-08-26,14,180.14,0.0,4.68,184.82,44.85,139.97,0,0,0
282,115,1461,12,2024-08-31,2024-09-30,2024-09-30,,30,331.42,0.0,9.94,341.36,75.56,265.8,1,0,0
283,115,419,12,2024-10-05,2024-10-26,2024-10-26,2024-10-26,21,231.99,0.0,6.96,238.95,55.45,183.5,0,0,0
284,115,141,11,2024-11-03,2024-11-10,2024-11-16,2024-11-16,7,127.41,45.84,4.84,178.09,21.53,156.56,0,0,1
285,117,1139,6,2023-02-28,2023-03-30,2023-03-30,2023-03-30,30,302.1,0.0,6.34,308.44,69.48,238.96,0,0,0
286,117,910,8,2023-04-05,2023-04-12,2023-04-12,2023-04-12,7,25.31,0.0,0.84,26.15,6.05,20.1,0,0,0
287,117,629,11,2023-04-20,2023-04-27,2023-04-27,2023-04-27,7,32.8,0.0,1.25,34.05,6.3,27.75,0,0,0
288,117,1488,6,2023-05-03,2023-06-02,2023-06-02,2023-06-02,30,302.1,0.0,6.34,308.44,73.71,234.73,0,0,0
289,117,906,5,2023-06-11,2023-06-25,2023-07-01,2023-07-01,14,119.14,22.5,4.05,145.69,24.54,121.15,0,0,1
290,118,1639,12,2023-10-12,2023-10-19,2023-10-19,,7,31.96,0.0,0.96,32.92,6.71,26.21,1,1,0
291,118,1105,12,2023-10-27,2023-11-03,2023-11-03,2023-11-03,7,31.96,0.0,0.96,32.92,7.22,25.7,0,0,0
292,118,72,6,2023-11-09,2023-11-23,2023-11-23,2023-11-23,14,154.59,0.0,3.25,157.84,26.74,131.1,0,0,0
293,118,739,10,2023-11-28,2024-01-12,2024-01-12,2024-01-12,45,255.75,0.0,6.65,262.4,48.85,213.55,0,0,0
294,119,275,3,2021-12-18,2022-01-17,2022-01-17,2022-01-17,30,105.08,0.0,2.63,107.71,25.22,82.49,0,0,0
295,119,1874,9,2022-02-14,2022-02-28,2022-02-28,2022-02-28,14,43.2,0.0,1.21,44.41,7.26,37.15,0,0,0
296,119,641,1,2022-03-08,2022-03-22,2022-03-22,2022-03-22,14,89.18,0.0,2.23,91.41,16.05,75.36,0,0,0
297,120,1338,8,2024-09-07,2024-09-14,2024-09-15,2024-09-15,7,28.85,2.59,0.95,32.39,6.26,26.13,0,0,1
298,120,927,6,2024-09-29,2024-10-29,2024-10-29,2024-10-29,30,302.1,0.0,6.34,308.44,61.02,247.42,0,0,0
299,120,988,12,2024-11-09,2024-11-16,2024-11-16,2024-11-16,7,26.72,0.0,0.8,27.52,5.26,22.26,0,0,0
300,123,46,7,2022-08-19,2022-09-18,2022-09-18,2022-09-18,30,246.93,0.0,12.1,259.03,37.53,221.5,0,0,0
301,123,427,12,2022-10-02,2022-11-01,2022-11-01,2022-11-01,30,233.21,0.0,7.0,240.21,48.74,191.47,0,0,0
302,123,1698,7,2022-11-13,2022-12-13,2022-12-13,,30,264.95,0.0,12.98,277.93,47.43,230.5,1,0,0
303,124,1519,10,2024-08-21,2024-09-04,2024-09-04,2024-09-04,14,119.18,0.0,3.1,122.28,26.1,96.18,0,0,0
304,124,1248,9,2024-09-18,2024-10-18,2024-10-18,2024-10-18,30,283.75,0.0,7.94,291.69,45.68,246.01,0,0,0
305,124,970,10,2024-10-24,2024-10-31,2024-10-31,2024-10-31,7,59.59,0.0,1.55,61.14,12.16,48.98,0,0,0
306,124,1037,8,2024-11-06,2024-11-13,2024-11-13,2024-11-13,7,63.86,0.0,2.11,65.97,13.22,52.75,0,0,0
307,125,1742,2,2024-02-18,2024-03-19,2024-03-19,2024-03-19,30,132.0,0.0,5.41,137.41,25.08,112.33,0,0,0
308,125,1617,3,2024-03-26,2024-04-02,2024-04-05,2024-04-05,7,22.33,20.97,0.56,43.86,3.57,40.29,0,0,1
309,125,1569,8,2024-04-18,2024-05-18,2024-05-18,2024-05-18,30,78.48,0.0,2.59,81.07,16.79,64.28,0,0,0
310,126,1816,9,2023-07-30,2023-08-29,2023-08-29,2023-08-29,30,227.63,0.0,6.37,234.0,51.22,182.78,0,0,0
311,126,1733,7,2023-09-06,2023-10-06,2023-10-06,2023-10-06,30,186.24,0.0,9.13,195.37,32.41,162.96,0,0,0
312,126,408,7,2023-10-15,2023-10-29,2023-10-29,2023-10-29,14,86.91,0.0,4.26,91.17,17.3,73.87,0,0,0
313,126,530,7,2023-11-09,2023-11-23,2023-11-23,2023-11-23,14,96.59,0.0,4.73,101.32,18.16,83.16,0,0,0
314,127,348,10,2023-12-17,2023-12-31,2024-01-06,2024-01-06,14,106.54,30.72,2.77,140.03,24.4,115.63,0,0,1
315,127,79,10,2024-01-13,2024-02-12,2024-02-12,2024-02-12,30,209.75,0.0,5.45,215.2,48.87,166.33,0,0,0
316,127,369,8,2024-03-16,2024-04-15,2024-04-15,2024-04-15,30,207.63,0.0,6.85,214.48,49.21,165.27,0,0,0
317,127,620,3,2024-04-21,2024-06-05,2024-06-05,2024-06-05,45,143.55,0.0,3.59,147.14,32.16,114.98,0,0,0
318,129,1672,5,2024-09-25,2024-10-09,2024-10-09,2024-10-09,14,119.14,0.0,4.05,123.19,27.16,96.03,0,0,0
319,129,1135,5,2024-10-14,2024-10-21,2024-10-21,2024-10-21,7,59.57,0.0,2.03,61.6,13.46,48.14,0,0,0
320,129,681,1,2024-10-27,2024-11-26,2024-11-29,2024-11-29,30,191.1,19.17,4.78,215.05,32.1,182.95,0,0,1
321,132,918,10,2024-11-03,2024-11-10,2024-11-10,2024-11-10,7,47.6,0.0,1.24,48.84,9.19,39.65,0,0,0
322,132,942,11,2024-11-20,2024-12-04,2024-12-04,2024-12-04,14,127.4,0.0,4.84,132.24,20.64,111.6,0,0,0
323,132,1577,11,2024-12-12,2025-01-11,2025-01-11,2025-01-11,30,261.94,0.0,9.95,271.89,50.55,221.34,0,0,0
324,133,455,2,2023-09-10,2023-10-10,2023-10-13,2023-10-13,30,132.0,21.6,5.41,159.01,24.02,134.99,0,0,1
325,133,799,5,2023-10-22,2023-11-21,2023-11-21,2023-11-21,30,255.3,0.0,8.68,263.98,54.38,209.6,0,0,0
326,133,730,12,2023-11-30,2023-12-30,2023-12-30,,30,81.79,0.0,2.45,84.24,19.87,64.37,1,0,0
327,133,1634,10,2024-02-01,2024-02-15,2024-02-15,2024-02-15,14,41.85,0.0,1.09,42.94,7.28,35.66,0,0,0
328,133,634,2,2024-02-27,2024-03-28,2024-03-28,2024-03-28,30,132.0,0.0,5.41,137.41,19.8,117.61,0,0,0
329,136,786,10,2022-11-18,2022-11-25,2022-11-25,2022-11-25,7,17.76,0.0,0.46,18.22,3.23,14.99,0,0,0
330,136,1247,3,2022-12-06,2023-01-05,2023-01-05,2023-01-05,30,109.99,0.0,2.75,112.74,25.63,87.11,0,0,0
331,136,775,7,2023-01-11,2023-01-18,2023-01-19,2023-01-19,7,15.32,2.39,0.75,18.46,3.31,15.15,0,0,1
332,136,43,9,2023-02-27,2023-03-06,2023-03-06,2023-03-06,7,18.72,0.0,0.52,19.24,4.25,14.99,0,0,0
333,137,1243,6,2021-04-03,2021-04-10,2021-04-10,2021-04-10,7,70.49,0.0,1.48,71.97,12.05,59.92,0,0,0
334,137,443,8,2021-04-20,2021-04-27,2021-04-27,2021-04-27,7,18.09,0.0,0.6,18.69,2.97,15.72,0,0,0
335,137,1570,6,2021-05-06,2021-05-20,2021-05-20,2021-05-20,14,140.98,0.0,2.96,143.94,24.53,119.41,0,0,0
336,137,1422,2,2021-06-03,2021-07-03,2021-07-03,2021-07-03,30,132.0,0.0,5.41,137.41,29.7,107.71,0,0,0
337,137,874,7,2021-07-13,2021-07-27,2021-07-27,2021-07-27,14,33.23,0.0,1.63,34.86,7.78,27.08,0,0,0
338,137,24,8,2021-08-06,2021-09-20,2021-09-20,2021-09-20,45,116.31,0.0,3.84,120.15,20.47,99.68,0,0,0
339,138,549,1,2024-07-19,2024-09-02,2024-09-02,2024-09-02,45,286.65,0.0,7.17,293.82,60.77,233.05,0,0,0
340,138,1454,9,2024-09-12,2024-09-26,2024-09-26,2024-09-26,14,46.13,0.0,1.29,47.42,9.55,37.87,0,0,0
341,138,1547,6,2024-10-10,2024-10-17,2024-10-17,2024-10-17,7,70.49,0.0,1.48,71.97,15.58,56.39,0,0,0
342,138,1968,7,2024-10-22,2024-10-29,2024-10-29,2024-10-29,7,18.87,0.0,0.92,19.79,2.89,16.9,0,0,0
343,138,408,10,2024-11-11,2024-11-18,2024-11-24,2024-11-24,7,22.85,30.72,0.59,54.16,5.53,48.63,0,0,1
344,138,224,10,2024-12-05,2024-12-19,2024-12-19,,14,45.34,0.0,1.18,46.52,8.3,38.22,1,0,0
345,141,1823,11,2024-12-02,2024-12-16,2024-12-16,2024-12-16,14,46.63,0.0,1.77,48.4,11.56,36.84,0,0,0
346,143,1473,8,2024-02-13,2024-02-27,2024-03-01,2024-03-01,14,73.95,7.77,2.44,84.16,14.49,69.67,0,0,1
347,143,430,7,2024-03-11,2024-03-25,2024-03-25,2024-03-25,14,67.91,0.0,3.33,71.24,16.43,54.81,0,0,0
348,143,958,5,2024-03-31,2024-04-07,2024-04-13,2024-04-13,7,59.57,22.5,2.03,84.1,9.65,74.45,0,0,1
349,143,940,7,2024-05-12,2024-05-26,2024-05-26,2024-05-26,14,67.91,0.0,3.33,71.24,13.58,57.66,0,0,0
350,144,1509,2,2023-11-22,2024-01-06,2024-01-06,2024-01-06,45,223.09,0.0,9.15,232.24,46.18,186.06,0,0,0
351,144,287,9,2024-01-19,2024-02-02,2024-02-02,2024-02-02,14,36.54,0.0,1.02,37.56,5.92,31.64,0,0,0
352,144,1965,4,2024-03-15,2024-04-14,2024-04-14,2024-04-14,30,139.5,0.0,4.05,143.55,33.2,110.35,0,0,0
353,144,1706,7,2024-04-22,2024-05-22,2024-05-22,2024-05-22,30,64.07,0.0,3.14,67.21,12.81,54.4,0,0,0
354,144,1481,10,2024-06-05,2024-06-12,2024-06-12,2024-06-12,7,16.44,0.0,0.43,16.87,2.5,14.37,0,0,0
355,144,152,10,2024-06-23,2024-06-30,2024-06-30,2024-06-30,7,16.44,0.0,0.43,16.87,3.47,13.4,0,0,0
356,145,1119,9,2024-10-06,2024-10-20,2024-10-20,2024-10-20,14,32.17,0.0,0.9,33.07,4.86,28.21,0,0,0
357,145,613,5,2024-10-25,2024-11-01,2024-11-01,2024-11-01,7,59.57,0.0,2.03,61.6,8.94,52.66,0,0,0
358,146,441,11,2024-02-13,2024-02-20,2024-02-20,2024-02-20,7,29.47,0.0,1.12,30.59,4.72,25.87,0,0,0
359,146,1372,12,2024-03-04,2024-04-18,2024-04-18,2024-04-18,45,126.79,0.0,3.8,130.59,23.08,107.51,0,0,0
360,147,441,4,2021-05-15,2021-06-29,2021-06-29,2021-06-29,45,209.25,0.0,6.07,215.32,46.04,169.28,0,0,0
361,147,191,11,2021-07-13,2021-08-27,2021-08-27,2021-08-27,45,267.4,0.0,10.16,277.56,40.64,236.92,0,0,0
362,147,1442,1,2021-09-07,2021-10-07,2021-10-07,2021-10-07,30,191.1,0.0,4.78,195.88,38.22,157.66,0,0,0
363,147,1027,2,2021-11-07,2021-12-07,2021-12-07,2021-12-07,30,142.63,0.0,5.85,148.48,34.8,113.68,0,0,0
364,148,1632,8,2024-10-20,2024-11-19,2024-11-19,2024-11-19,30,99.9,0.0,3.3,103.2,17.98,85.22,0,0,0
365,148,1415,8,2024-11-27,2025-01-11,2025-01-11,2025-01-11,45,168.39,0.0,5.56,173.95,32.33,141.62,0,0,0
366,150,1790,5,2022-12-11,2023-01-25,2023-01-25,,45,434.14,0.0,14.76,448.9,82.05,366.85,1,0,0
367,150,1220,3,2023-02-25,2023-03-04,2023-03-04,2023-03-04,7,22.33,0.0,0.56,22.89,5.49,17.4,0,0,0
368,150,639,3,2023-03-17,2023-04-16,2023-04-16,2023-04-16,30,95.7,0.0,2.39,98.09,19.62,78.47,0,0,0
369,150,590,3,2023-04-22,2023-04-29,2023-04-29,2023-04-29,7,22.33,0.0,0.56,22.89,5.05,17.84,0,0,0
370,152,422,9,2024-02-10,2024-03-11,2024-03-11,2024-03-11,30,170.2,0.0,4.77,174.97,40.17,134.8,0,0,0
371,152,1696,12,2024-03-22,2024-03-29,2024-03-29,2024-03-29,7,30.69,0.0,0.92,31.61,7.43,24.18,0,0,0
372,152,597,11,2024-04-11,2024-04-18,2024-04-18,2024-04-18,7,45.85,0.0,1.74,47.59,7.61,39.98,0,0,0
373,152,787,7,2024-04-24,2024-05-24,2024-05-24,2024-05-24,30,139.26,0.0,6.82,146.08,27.02,119.06,0,0,0
374,152,307,10,2024-06-30,2024-07-14,2024-07-14,2024-07-14,14,71.48,0.0,1.86,73.34,12.79,60.55,0,0,0
375,152,1025,1,2024-07-19,2024-07-26,2024-07-26,2024-07-26,7,44.59,0.0,1.11,45.7,8.74,36.96,0,0,0
376,152,784,9,2024-08-03,2024-09-02,2024-09-02,2024-09-02,30,170.2,0.0,4.77,174.97,32.85,142.12,0,0,0
377,153,182,10,2022-04-21,2022-04-28,2022-04-28,2022-04-28,7,22.29,0.0,0.58,22.87,3.43,19.44,0,0,0
378,153,725,3,2022-05-12,2022-05-26,2022-05-26,2022-05-26,14,44.66,0.0,1.12,45.78,9.78,36.0,0,0,0
379,153,1496,11,2022-06-09,2022-06-23,2022-06-23,2022-06-23,14,57.19,0.0,2.17,59.36,11.55,47.81,0,0,0
380,153,1650,12,2022-07-01,2022-08-15,2022-08-15,2022-08-15,45,123.03,0.0,3.69,126.72,22.15,104.57,0,0,0
381,153,1286,2,2022-08-26,2022-09-02,2022-09-02,2022-09-02,7,30.8,0.0,1.26,32.06,7.08,24.98,0,0,0
382,201,1744,12,2024-03-07,2024-04-06,2024-04-06,2024-04-06,30,181.26,0.0,5.44,186.7,29.36,157.34,0,0,0
383,201,1060,12,2024-04-18,2024-04-25,2024-04-25,2024-04-25,7,42.29,0.0,1.27,43.56,7.65,35.91,0,0,0
384,201,1578,7,2024-05-23,2024-06-06,2024-06-06,2024-06-06,14,89.56,0.0,4.39,93.95,21.67,72.28,0,0,0
385,201,792,9,2024-06-15,2024-06-22,2024-06-22,,7,54.73,0.0,1.53,56.26,8.37,47.89,1,1,0
386,203,506,3,2023-08-13,2023-08-27,2023-08-27,2023-08-27,14,44.66,0.0,1.12,45.78,10.36,35.42,0,0,0
387,203,1310,7,2023-09-06,2023-09-27,2023-09-28,2023-09-28,21,83.17,2.39,4.08,89.64,13.31,76.33,0,0,1
388,203,1088,6,2023-10-05,2023-10-12,2023-10-12,2023-10-12,7,70.49,0.0,1.48,71.97,12.76,59.21,0,0,0
389,203,18,2,2023-10-24,2023-11-14,2023-11-14,2023-11-14,21,92.4,0.0,3.79,96.19,21.9,74.29,0,0,0
390,203,337,5,2023-11-20,2023-11-27,2023-11-27,2023-11-27,7,65.48,0.0,2.23,67.71,12.11,55.6,0,0,0
391,206,1394,6,2023-11-01,2023-11-08,2023-11-08,2023-11-08,7,78.59,0.0,1.65,80.24,19.02,61.22,0,0,0
392,206,798,2,2023-11-20,2023-12-11,2023-12-11,2023-12-11,21,102.44,0.0,4.2,106.64,24.89,81.75,0,0,0
393,206,1783,4,2023-12-21,2024-01-11,2024-01-11,2024-01-11,21,110.95,0.0,3.22,114.17,24.74,89.43,0,0,0
394,207,1222,9,2022-07-12,2022-07-19,2022-07-19,2022-07-19,7,57.41,0.0,1.61,59.02,9.3,49.72,0,0,0
395,207,1132,1,2022-07-28,2022-08-04,2022-08-04,2022-08-04,7,44.59,0.0,1.11,45.7,10.17,35.53,0,0,0
396,207,162,9,2022-08-13,2022-09-03,2022-09-03,2022-09-03,21,172.23,0.0,4.82,177.05,27.73,149.32,0,0,0
397,207,685,12,2022-09-14,2022-10-05,2022-10-05,2022-10-05,21,133.08,0.0,3.99,137.07,22.49,114.58,0,0,0
398,207,1022,12,2022-10-11,2022-10-25,2022-10-25,2022-10-25,14,88.72,0.0,2.66,91.38,20.23,71.15,0,0,0
399,208,382,6,2022-02-11,2022-03-13,2022-03-13,2022-03-13,30,302.1,0.0,6.34,308.44,64.35,244.09,0,0,0
400,210,1885,9,2022-08-16,2022-08-23,2022-08-23,2022-08-23,7,27.42,0.0,0.77,28.19,4.3,23.89,0,0,0
401,210,1669,8,2022-09-04,2022-09-11,2022-09-11,2022-09-11,7,24.43,0.0,0.81,25.24,3.96,21.28,0,0,0
402,210,386,4,2022-09-22,2022-10-22,2022-10-22,2022-10-22,30,139.5,0.0,4.05,143.55,27.76,115.79,0,0,0
403,210,1099,7,2022-10-29,2022-11-19,2022-11-19,2022-11-19,21,67.3,0.0,3.3,70.6,16.49,54.11,0,0,0
404,210,789,7,2022-11-26,2022-12-10,2022-12-10,2022-12-10,14,51.2,0.0,2.51,53.71,8.86,44.85,0,0,0
